question,answer,filtered_answer,correct_answer,is_correct
In which country is the city of Tingvoll located?,Norway. I finished,Norway,Norway,True
In which country is the city of Kunmadaras located?,Hungary. I finished,Hungary,Hungary,True
In which country is the city of Foungouesso located?,Cameroon. I finished,Cameroon,Côte d'Ivoire,False
In which country is the city of Campamento Colquiri located?,Bolivia. I finished,Bolivia,Bolivia,True
In which country is the city of Yverdon-les-Bains located?,Switzerland. I finished,Switzerland,Switzerland,True
In which country is the city of Le Theil-de-Bretagne located?,France. I finished,France,France,True
In which country is the city of Belfair located?,USA. I finished,USA,United States,True
In which country is the city of Saint-Germain-en-Laye located?,France. I finished,France,France,True
In which country is the city of Topas located?,There is no such city. I finished,There is no such city,Spain,False
In which country is the city of Wildwood Crest located?,United States. I finished,United States,United States,True
In which country is the city of Payyannur located?,India. I finished,India,India,True
In which country is the city of Nikologory located?,Russia. I finished,Russia,Russian Federation,True
In which country is the city of Movila located?,Romania. I finished,Romania,Romania,True
In which country is the city of Stary Plzenec located?,Czech Republic. I finished,Czech Republic,Czech Republic,True
In which country is the city of Connolly located?,Ireland. I finished,Ireland,Australia,False
In which country is the city of Cartama located?,Spain. I finished,Spain,Spain,True
In which country is the city of Ceresara located?,Italy. I finished,Italy,Italy,True
In which country is the city of Qiuji located?,China. I finished,China,China,True
In which country is the city of Adela located?,There is no such city as Adela. I finished,There is no such city as Adela,Philippines,False
In which country is the city of Kiraz located?,Turkey. I finished,Turkey,Turkey,True
In which country is the city of Sajolad located?,I don't know. I finished,I don't know,Hungary,False
In which country is the city of Hurstville located?,Australia. I finished,Australia,Australia,True
In which country is the city of Toumboho located?,Burkina Faso. I finished,Burkina Faso,Côte d'Ivoire,False
In which country is the city of Noordwijk-Binnen located?,Netherlands. I finished,Netherlands,Netherlands,True
In which country is the city of Pizarrete located?,Brazil. I finished,Brazil,Dominican Republic,False
In which country is the city of Walkenried located?,Germany. I finished,Germany,Germany,True
In which country is the city of Saint-Sulpice-de-Pommeray located?,France. I finished,France,France,True
In which country is the city of Jinsha located?,China. I finished,China,China,True
In which country is the city of Poggio Mirteto located?,Italy. I finished,Italy,Italy,True
In which country is the city of Spooner located?,USA. I finished,USA,United States,True
In which country is the city of Chernyshevka located?,Russia. I finished,Russia,Russian Federation,True
In which country is the city of Vrpolje located?,Croatia. I finished,Croatia,Croatia,True
In which country is the city of Hayton located?,UK. I finished,UK,United Kingdom,True
In which country is the city of Nono located?,I don't know. I finished,I don't know,Argentina,False
In which country is the city of Dhanera located?,India. I finished,India,India,True
In which country is the city of Gampengrejo located?,Indonesia. I finished,Indonesia,Indonesia,True
In which country is the city of San Pietro di Cadore located?,Italy. I finished,Italy,Italy,True
In which country is the city of Darnieulles located?,France. I finished,France,France,True
In which country is the city of Tintane located?,I don't know. I finished,I don't know,Mauritania,False
In which country is the city of Trail Creek located?,United States. I finished,United States,United States,True
In which country is the city of Bayan Hot located?,Mongolia. I finished,Mongolia,China,False
In which country is the city of Salfit located?,Palestine. I finished,Palestine,West Bank and Gaza Strip,True
In which country is the city of Magdalena Cuayucatepec located?,Mexico. I finished,Mexico,Mexico,True
In which country is the city of Sarulesti-Gara located?,Romania. I finished,Romania,Romania,True
In which country is the city of Santiago de Calatrava located?,Spain. I finished,Spain,Spain,True
In which country is the city of Kettleman City located?,United States. I finished,United States,United States,True
In which country is the city of Morales de Toro located?,Spain. I finished,Spain,Spain,True
In which country is the city of Paldau located?,Austria. I finished,Austria,Austria,True
In which country is the city of Kingskerswell located?,UK. I finished,UK,United Kingdom,True
In which country is the city of Bischofshofen located?,Austria. I finished,Austria,Austria,True
In which country is the city of Putnam Lake located?,United States. I finished,United States,United States,True
In which country is the city of Tel Aviv located?,Israel. I finished,Israel,Israel,True
In which country is the city of Senigallia located?,Italy. I finished,Italy,Italy,True
In which country is the city of Chateau-Guibert located?,France. I finished,France,France,True
In which country is the city of Lint located?,Belgium. I finished,Belgium,Belgium,True
In which country is the city of Brains located?,UK. I finished,UK,France,False
In which country is the city of Radzyn Podlaski located?,Poland. I finished,Poland,Poland,True
In which country is the city of Cassilandia located?,There is no such country. I finished,There is no such country,Brazil,False
In which country is the city of Ath located?,Belgium. I finished,Belgium,Belgium,True
In which country is the city of Lake Michigan Beach located?,United States. I finished,United States,United States,True
In which country is the city of Tsevie located?,Togo. I finished,Togo,Togo,True
In which country is the city of Nikisiani located?,Greece. I finished,Greece,Greece,True
In which country is the city of Tangke located?,China. I finished,China,Philippines,False
In which country is the city of Ramnicu Valcea located?,Romania. I finished,Romania,Romania,True
In which country is the city of Palanques located?,Spain. I finished,Spain,Spain,True
In which country is the city of Lorengau located?,Papua New Guinea. I finished,Papua New Guinea,Papua New Guinea,True
In which country is the city of Kodra located?,"None, Kodra is not a city. I finished","None, Kodra is not a city",Ukraine,False
In which country is the city of Ubinskoye located?,Russia. I finished,Russia,Russian Federation,True
In which country is the city of Windlesham located?,UK. I finished,UK,United Kingdom,True
In which country is the city of Trigg located?,Australia. I finished,Australia,Australia,True
In which country is the city of Anna Bay located?,Australia. I finished,Australia,Australia,True
In which country is the city of Knebworth located?,UK. I finished,UK,United Kingdom,True
In which country is the city of Cornier located?,France. I finished,France,France,True
In which country is the city of Olyka located?,Ukraine. I finished,Ukraine,Ukraine,True
In which country is the city of La Ventosa located?,Mexico. I finished,Mexico,Mexico,True
In which country is the city of Thonon-les-Bains located?,France. I finished,France,France,True
In which country is the city of Galanta located?,Slovakia. I finished,Slovakia,Slovakia,True
In which country is the city of Ovoshchi located?,Russia. I finished,Russia,Russian Federation,True
In which country is the city of Przywidz located?,Poland. I finished,Poland,Poland,True
In which country is the city of Areado located?,Brazil. I finished,Brazil,Brazil,True
In which country is the city of Osio Sopra located?,Italy. I finished,Italy,Italy,True
In which country is the city of Baambrugge located?,Netherlands. I finished,Netherlands,Netherlands,True
In which country is the city of Pedavena located?,Italy. I finished,Italy,Italy,True
In which country is the city of Oimbra located?,Portugal. I finished,Portugal,Spain,False
In which country is the city of Pantrokin located?,I don't know. I finished,I don't know,Côte d'Ivoire,False
In which country is the city of Valhalla located?,Denmark. I finished,Denmark,United States,False
In which country is the city of El Caney located?,Cuba. I finished,Cuba,Cuba,True
In which country is the city of Sant'Eufemia d'Aspromonte located?,Italy. I finished,Italy,Italy,True
In which country is the city of Jurbise located?,Belgium. I finished,Belgium,Belgium,True
In which country is the city of Entrange located?,France. I finished,France,France,True
In which country is the city of Glorie located?,There is no such city. I finished,There is no such city,Italy,False
In which country is the city of Holmes Chapel located?,UK. I finished,UK,United Kingdom,True
In which country is the city of Narrabundah located?,Australia. I finished,Australia,Australia,True
In which country is the city of Ingoldmells located?,UK. I finished,UK,United Kingdom,True
In which country is the city of Fergana located?,Uzbekistan. I finished,Uzbekistan,Uzbekistan,True
In which country is the city of Pfaffenhofen an der Ilm located?,Germany. I finished,Germany,Germany,True
In which country is the city of El Maluco located?,Brazil. I finished,Brazil,Mexico,False
In which country is the city of Tuni located?,India. I finished,India,India,True
In which country is the city of Soumagne located?,Belgium. I finished,Belgium,Belgium,True
In which country is the city of Gbemazo located?,I don't know. I finished,I don't know,Côte d'Ivoire,False
In which country is the city of Verkh-Suetka located?,Russia. I finished,Russia,Russian Federation,True
In which country is the city of Valdeverdeja located?,Spain. I finished,Spain,Spain,True
In which country is the city of Memmingerberg located?,Germany. I finished,Germany,Germany,True
In which country is the city of Southwest Greensburg located?,United States. I finished,United States,United States,True
In which country is the city of Malocloc located?,I don't know. I finished,I don't know,Philippines,False
In which country is the city of Hell's Kitchen located?,United States. I finished,United States,United States,True
In which country is the city of Opawa located?,New Zealand. I finished,New Zealand,New Zealand,True
In which country is the city of Tha Muang located?,Thailand. I finished,Thailand,Thailand,True
In which country is the city of Belogorskiy located?,Russia. I finished,Russia,Kazakhstan,False
In which country is the city of Polesovice located?,Czech Republic. I finished,Czech Republic,Czech Republic,True
In which country is the city of Amagoru located?,I don't know. I finished,I don't know,Kenya,False
In which country is the city of Weiser located?,USA. I finished,USA,United States,True
In which country is the city of Benizalon located?,I don't know. I finished,I don't know,Spain,False
In which country is the city of Monticchio located?,Italy. I finished,Italy,Italy,True
In which country is the city of West Longview located?,United States. I finished,United States,United States,True
In which country is the city of Union Santena located?,Italy. I finished,Italy,Panama,False
In which country is the city of Karsiyaka located?,Turkey. I finished,Turkey,Turkey,True
In which country is the city of Santa Cruz do Rio Pardo located?,Brazil. I finished,Brazil,Brazil,True
In which country is the city of Beaucaire located?,France. I finished,France,France,True
In which country is the city of Cendejas de la Torre located?,Mexico. I finished,Mexico,Spain,False
In which country is the city of Kornik located?,Poland. I finished,Poland,Poland,True
In which country is the city of Taradell located?,Spain. I finished,Spain,Spain,True
In which country is the city of Lodeynoye Pole located?,Russia. I finished,Russia,Russian Federation,True
In which country is the city of Sollebrunn located?,Switzerland. I finished,Switzerland,Sweden,False
In which country is the city of Jounieh located?,Lebanon. I finished,Lebanon,Lebanon,True
In which country is the city of Saldenburg located?,Austria. I finished,Austria,Germany,False
In which country is the city of As Samawah located?,Iraq. I finished,Iraq,Iraq,True
In which country is the city of Vagonoremont located?,Russia. I finished,Russia,Russian Federation,True
In which country is the city of Jastrebarsko located?,Croatia. I finished,Croatia,Croatia,True
In which country is the city of Elversele located?,Belgium. I finished,Belgium,Belgium,True
In which country is the city of Uskup located?,Macedonia. I finished,Macedonia,Turkey,False
In which country is the city of Tobadill located?,Austria. I finished,Austria,Austria,True
In which country is the city of Vilvoorde located?,Belgium. I finished,Belgium,Belgium,True
In which country is the city of Galena Park located?,United States. I finished,United States,United States,True
In which country is the city of Spirano located?,Italy. I finished,Italy,Italy,True
In which country is the city of Two Rivers located?,Australia. I finished,Australia,United States,False
In which country is the city of Chertanovo Yuzhnoye located?,Russia. I finished,Russia,Russian Federation,True
In which country is the city of Toftrees located?,USA. I finished,USA,United States,True
In which country is the city of Madimba located?,Democratic Republic of the Congo. I finished,Democratic Republic of the Congo,"Tanzania, United Republic of",False
In which country is the city of Mossamedes located?,Angola. I finished,Angola,Angola,True
In which country is the city of Sint-Laureins located?,Belgium. I finished,Belgium,Belgium,True
In which country is the city of Schoenberg im Stubaital located?,Austria. I finished,Austria,Austria,True
In which country is the city of Matadepera located?,Spain. I finished,Spain,Spain,True
In which country is the city of Wang Saphung located?,Thailand. I finished,Thailand,Thailand,True
In which country is the city of Asamankese located?,Ghana. I finished,Ghana,Ghana,True
In which country is the city of Chavigny located?,France. I finished,France,France,True
In which country is the city of Carauari located?,Brazil. I finished,Brazil,Brazil,True
In which country is the city of Xiejiawan located?,China. I finished,China,China,True
In which country is the city of Noyelles-les-Vermelles located?,France. I finished,France,France,True
In which country is the city of Syrskoye located?,Russia. I finished,Russia,Russian Federation,True
In which country is the city of Camohaguin located?,Philippines. I finished,Philippines,Philippines,True
In which country is the city of Chiaverano located?,Italy. I finished,Italy,Italy,True
In which country is the city of Vendays-Montalivet located?,France. I finished,France,France,True
In which country is the city of Schmiechen located?,Germany. I finished,Germany,Germany,True
In which country is the city of Havelock located?,New Zealand. I finished,New Zealand,United States,False
In which country is the city of Salvaleon located?,Spain. I finished,Spain,Spain,True
In which country is the city of Mogi Mirim located?,Brazil. I finished,Brazil,Brazil,True
In which country is the city of Duomo located?,Italy. I finished,Italy,Italy,True
In which country is the city of Solignano Nuovo located?,Italy. I finished,Italy,Italy,True
In which country is the city of Bad Muenstereifel located?,Germany. I finished,Germany,Germany,True
In which country is the city of Yoboue-N'Zue located?,Côte d'Ivoire. I finished,Côte d'Ivoire,Côte d'Ivoire,True
In which country is the city of Rosselange located?,France. I finished,France,France,True
In which country is the city of Einbeck located?,Germany. I finished,Germany,Germany,True
In which country is the city of Traer located?,United States. I finished,United States,United States,True
In which country is the city of Lat Yao located?,Thailand. I finished,Thailand,Thailand,True
In which country is the city of Kokstad located?,South Africa. I finished,South Africa,South Africa,True
In which country is the city of Lohardaga located?,India. I finished,India,India,True
In which country is the city of Neochorouda located?,Greece. I finished,Greece,Greece,True
In which country is the city of Pasly located?,France. I finished,France,France,True
In which country is the city of Guenange located?,Luxembourg. I finished,Luxembourg,France,False
In which country is the city of Schriek located?,Netherlands. I finished,Netherlands,Belgium,False
In which country is the city of Soignolles-en-Brie located?,France. I finished,France,France,True
In which country is the city of Leudeville located?,France. I finished,France,France,True
In which country is the city of Jaunpur located?,India. I finished,India,India,True
In which country is the city of Trenggalek located?,Indonesia. I finished,Indonesia,Indonesia,True
In which country is the city of Arboletes located?,Colombia. I finished,Colombia,Colombia,True
In which country is the city of Chapel en le Frith located?,UK. I finished,UK,United Kingdom,True
In which country is the city of Nantwich located?,UK. I finished,UK,United Kingdom,True
In which country is the city of Palaroo located?,There is no such city. I finished,There is no such city,Philippines,False
In which country is the city of Dreis located?,Germany. I finished,Germany,Germany,True
In which country is the city of Comitan located?,Mexico. I finished,Mexico,Mexico,True
In which country is the city of Penalen located?,I don't know. I finished,I don't know,Spain,False
In which country is the city of Kilchberg / Kilchberg (Dorfkern) located?,Switzerland. I finished,Switzerland,Switzerland,True
In which country is the city of Mallemort located?,France. I finished,France,France,True
In which country is the city of Entre-Deux located?,France. I finished,France,Réunion,False
In which country is the city of Starogard Gdanski located?,Poland. I finished,Poland,Poland,True
In which country is the city of Zagne located?,I don't know. I finished,I don't know,Côte d'Ivoire,False
In which country is the city of Tangkak located?,Malaysia. I finished,Malaysia,Malaysia,True
In which country is the city of Ciano d'Enza located?,Italy. I finished,Italy,Italy,True
In which country is the city of Kotlas located?,Russia. I finished,Russia,Russian Federation,True
In which country is the city of Cuchumbaya located?,Peru. I finished,Peru,Peru,True
In which country is the city of Almoster located?,I don't know. I finished,I don't know,Spain,False
In which country is the city of Banagher located?,Ireland. I finished,Ireland,Ireland,True
In which country is the city of Villages of Oriole located?,Canada. I finished,Canada,United States,False
In which country is the city of Melitopol located?,Ukraine. I finished,Ukraine,Ukraine,True
In which country is the city of Lupac located?,Romania. I finished,Romania,Romania,True
In which country is the city of Duvan located?,I don't know. I finished,I don't know,Russian Federation,False
In which country is the city of Kouamefra located?,"None, Kouamefra is not a city in any country. I finished","None, Kouamefra is not a city in any country",Côte d'Ivoire,False
In which country is the city of Las Parejas located?,Argentina. I finished,Argentina,Argentina,True
In which country is the city of Jiulongshan located?,China. I finished,China,China,True
In which country is the city of Saint-Cyr-sur-le-Rhone located?,France. I finished,France,France,True
In which country is the city of Blackfoot located?,Canada. I finished,Canada,United States,False
In which country is the city of Haiku-Pauwela located?,Hawaii. I finished,Hawaii,United States,False
In which country is the city of Pouzigui located?,France. I finished,France,Côte d'Ivoire,False
In which country is the city of Al Mazar al Janubi located?,Afghanistan. I finished,Afghanistan,Jordan,False
In which country is the city of Cabog located?,I don't know. I finished,I don't know,Philippines,False
In which country is the city of Iida located?,Japan. I finished,Japan,Japan,True
In which country is the city of Geldermalsen located?,Netherlands. I finished,Netherlands,Netherlands,True
In which country is the city of Paatan located?,India. I finished,India,Philippines,False
In which country is the city of Chiaramonti located?,Italy. I finished,Italy,Italy,True
In which country is the city of Princes Lakes located?,Australia. I finished,Australia,United States,False
In which country is the city of Ibach located?,Switzerland. I finished,Switzerland,Switzerland,True
In which country is the city of Bassadzin located?,I don't know. I finished,I don't know,Côte d'Ivoire,False
In which country is the city of Villa Rumipal located?,Argentina. I finished,Argentina,Argentina,True
In which country is the city of Likhoy located?,I don't know. I finished,I don't know,Russian Federation,False
In which country is the city of Thanesar located?,India. I finished,India,India,True
In which country is the city of Ruiz located?,There is no city called Ruiz. I finished,There is no city called Ruiz,Mexico,False
In which country is the city of Zhukovsky located?,Russia. I finished,Russia,Russian Federation,True
In which country is the city of Pamel located?,There is no such city as Pamel. I finished,There is no such city as Pamel,Belgium,False
In which country is the city of La Roca located?,Spain. I finished,Spain,Mexico,False
In which country is the city of Lutwyche located?,Australia. I finished,Australia,Australia,True
In which country is the city of Wilson-Conococheague located?,United States. I finished,United States,United States,True
In which country is the city of Geltendorf located?,Germany. I finished,Germany,Germany,True
In which country is the city of Kirchen located?,Germany. I finished,Germany,Germany,True
In which country is the city of Kibwezi located?,Kenya. I finished,Kenya,Kenya,True
In which country is the city of Marston located?,I don't know. I finished,I don't know,United Kingdom,False
In which country is the city of Halfeti located?,Turkey. I finished,Turkey,Turkey,True
In which country is the city of Lehesten located?,Germany. I finished,Germany,Germany,True
In which country is the city of Chaillevette located?,France. I finished,France,France,True
In which country is the city of Palian located?,I don't know. I finished,I don't know,Philippines,False
In which country is the city of Opinogora Gorna located?,Bulgaria. I finished,Bulgaria,Poland,False
In which country is the city of Racoviteni located?,Romania. I finished,Romania,Romania,True
In which country is the city of Kekegoza located?,I don't know. I finished,I don't know,Côte d'Ivoire,False
In which country is the city of Illzach located?,France. I finished,France,France,True
In which country is the city of Albalate del Arzobispo located?,Spain. I finished,Spain,Spain,True
In which country is the city of Mlyniv located?,Ukraine. I finished,Ukraine,Ukraine,True
In which country is the city of Oporow located?,Poland. I finished,Poland,Poland,True
In which country is the city of Albert Town located?,New Zealand. I finished,New Zealand,Jamaica,False
In which country is the city of Mihalgazi located?,Turkey. I finished,Turkey,Turkey,True
In which country is the city of Hetlingen located?,Germany. I finished,Germany,Germany,True
In which country is the city of Inzing located?,Austria. I finished,Austria,Austria,True
In which country is the city of Isgoren located?,I don't know. I finished,I don't know,Turkey,False
In which country is the city of Bailu located?,China. I finished,China,China,True
In which country is the city of Fagagna located?,Italy. I finished,Italy,Italy,True
In which country is the city of Letzlingen located?,Germany. I finished,Germany,Germany,True
In which country is the city of Usulutan located?,El Salvador. I finished,El Salvador,El Salvador,True
In which country is the city of Binay located?,I don't know. I finished,I don't know,Philippines,False
In which country is the city of Aldavilla located?,Australia. I finished,Australia,Australia,True
In which country is the city of Ndjole located?,Gabon. I finished,Gabon,Gabon,True
In which country is the city of Resaroe located?,Denmark. I finished,Denmark,Sweden,False
In which country is the city of Obarsia de Camp located?,Romania. I finished,Romania,Romania,True
In which country is the city of Zyrya located?,I don't know. I finished,I don't know,Azerbaijan,False
In which country is the city of Grimbergen located?,Belgium. I finished,Belgium,Belgium,True
In which country is the city of Hoeflein located?,Austria. I finished,Austria,Austria,True
In which country is the city of La Cruz de Rio Grande located?,Mexico. I finished,Mexico,Nicaragua,False
In which country is the city of Riotorto located?,Portugal. I finished,Portugal,Spain,False
In which country is the city of Dausa located?,India. I finished,India,India,True
In which country is the city of Aralik located?,I don't know. I finished,I don't know,Turkey,False
In which country is the city of Zubia located?,Spain. I finished,Spain,Spain,True
In which country is the city of TsurHadassa located?,Israel. I finished,Israel,Israel,True
In which country is the city of Vipiteno located?,Italy. I finished,Italy,Italy,True
In which country is the city of Caronia located?,Italy. I finished,Italy,Italy,True
In which country is the city of Esperanca located?,Portugal. I finished,Portugal,Brazil,False
In which country is the city of Narasapur located?,India. I finished,India,India,True
In which country is the city of Ladrillar located?,Spain. I finished,Spain,Spain,True
In which country is the city of Khao Yoi located?,Thailand. I finished,Thailand,Thailand,True
In which country is the city of Ivry-sur-Seine located?,France. I finished,France,France,True
In which country is the city of Phaphund located?,India. I finished,India,India,True
In which country is the city of Montesa located?,Spain. I finished,Spain,Spain,True
In which country is the city of Jonadi located?,Italy. I finished,Italy,Italy,True
In which country is the city of Krasnyye Chetai located?,Russia. I finished,Russia,Russian Federation,True
In which country is the city of Pinhal Novo located?,Portugal. I finished,Portugal,Portugal,True
In which country is the city of Terres located?,I don't know. I finished,I don't know,Italy,False
In which country is the city of Capdesaso located?,Spain. I finished,Spain,Spain,True
In which country is the city of Saint-Laurent-de-la-Pree located?,France. I finished,France,France,True
In which country is the city of Esztergom located?,Hungary. I finished,Hungary,Hungary,True
In which country is the city of Giugliano in Campania located?,Italy. I finished,Italy,Italy,True
In which country is the city of Bonn located?,Germany. I finished,Germany,Germany,True
In which country is the city of Koprivshtitsa located?,Bulgaria. I finished,Bulgaria,Bulgaria,True
In which country is the city of Saluzzo located?,Italy. I finished,Italy,Italy,True
In which country is the city of Ranlo located?,United States. I finished,United States,United States,True
In which country is the city of Gaupne located?,Norway. I finished,Norway,Norway,True
In which country is the city of Villar de Canas located?,Spain. I finished,Spain,Spain,True
In which country is the city of El Toboso located?,Spain. I finished,Spain,Spain,True
In which country is the city of Niedzica located?,Poland. I finished,Poland,Poland,True
In which country is the city of My Drarga located?,I don't know. I finished,I don't know,Morocco,False
In which country is the city of Hewitt located?,I don't know. I finished,I don't know,United States,False
In which country is the city of Alabug located?,I don't know. I finished,I don't know,Philippines,False
In which country is the city of Villafeliche located?,Spain. I finished,Spain,Spain,True
In which country is the city of Bolton Point located?,Australia. I finished,Australia,Australia,True
In which country is the city of Driouch located?,Morocco. I finished,Morocco,Morocco,True
In which country is the city of Apalit located?,Philippines. I finished,Philippines,Philippines,True
In which country is the city of Dubasari located?,Moldova. I finished,Moldova,"Moldova, Republic of",False
In which country is the city of Villasayas located?,Spain. I finished,Spain,Spain,True
In which country is the city of Laguna de Contreras located?,Mexico. I finished,Mexico,Spain,False
In which country is the city of Dese located?,Brazil. I finished,Brazil,Italy,False
In which country is the city of Irganay located?,I don't know. I finished,I don't know,Russian Federation,False
In which country is the city of Tollo located?,Italy. I finished,Italy,Italy,True
In which country is the city of Vlaardingen located?,Netherlands. I finished,Netherlands,Netherlands,True
In which country is the city of Tornadizos de Avila located?,Spain. I finished,Spain,Spain,True
In which country is the city of Monterosso Almo located?,Italy. I finished,Italy,Italy,True
In which country is the city of Taksimo located?,Turkey. I finished,Turkey,Russian Federation,False
In which country is the city of Coixtlahuaca located?,Mexico. I finished,Mexico,Mexico,True
In which country is the city of Bredenbek located?,Germany. I finished,Germany,Germany,True
In which country is the city of San Pedro de Jujuy located?,Argentina. I finished,Argentina,Argentina,True
In which country is the city of La Patria located?,I don't know. I finished,I don't know,Mexico,False
In which country is the city of Armash located?,Armenia. I finished,Armenia,Armenia,True
In which country is the city of Simsbury Center located?,United States. I finished,United States,United States,True
In which country is the city of Chiclana de la Frontera located?,Spain. I finished,Spain,Spain,True
In which country is the city of Bhiwandi located?,India. I finished,India,India,True
In which country is the city of Tuim located?,"Tuim is not a city, so I don't know. I finished","Tuim is not a city, so I don't know",Russian Federation,False
In which country is the city of Oberwaltersdorf located?,Austria. I finished,Austria,Austria,True
In which country is the city of San Juan del Cesar located?,Colombia. I finished,Colombia,Colombia,True
In which country is the city of Tworkow located?,Poland. I finished,Poland,Poland,True
In which country is the city of Capitan Bado located?,Argentina. I finished,Argentina,Paraguay,False
In which country is the city of Scandicci located?,Italy. I finished,Italy,Italy,True
In which country is the city of Peccioli located?,Italy. I finished,Italy,Italy,True
In which country is the city of Collioure located?,France. I finished,France,France,True
In which country is the city of Chualar located?,Mexico. I finished,Mexico,United States,False
In which country is the city of Parhauti located?,India. I finished,India,Romania,False
In which country is the city of Sanghan located?,South Korea. I finished,South Korea,Philippines,False
In which country is the city of Ivrea located?,Italy. I finished,Italy,Italy,True
In which country is the city of Vennecy located?,France. I finished,France,France,True
In which country is the city of Santiago Millas located?,Spain. I finished,Spain,Spain,True
In which country is the city of Lenta located?,I don't know. I finished,I don't know,Italy,False
In which country is the city of Bohuslavice located?,Czech Republic. I finished,Czech Republic,Czech Republic,True
In which country is the city of Carspach located?,France. I finished,France,France,True
In which country is the city of Shuangshu located?,China. I finished,China,China,True
In which country is the city of Cuetzala del Progreso located?,Mexico. I finished,Mexico,Mexico,True
In which country is the city of Sibutao located?,Philippines. I finished,Philippines,Philippines,True
In which country is the city of Doyet located?,France. I finished,France,France,True
In which country is the city of Stoessing located?,I don't know. I finished,I don't know,Austria,False
In which country is the city of Fuentearmegil located?,Spain. I finished,Spain,Spain,True
In which country is the city of Hockliffe located?,England. I finished,England,United Kingdom,False
In which country is the city of Marielund located?,Sweden. I finished,Sweden,Sweden,True
In which country is the city of Eplemlan located?,There is no such city. I finished,There is no such city,Côte d'Ivoire,False
In which country is the city of La Castellana located?,Philippines. I finished,Philippines,Philippines,True
In which country is the city of Montegnee located?,Belgium. I finished,Belgium,Belgium,True
In which country is the city of Oneroa located?,New Zealand. I finished,New Zealand,New Zealand,True
In which country is the city of Atotonilco el Alto located?,Mexico. I finished,Mexico,Mexico,True
In which country is the city of Anglesola located?,Spain. I finished,Spain,Spain,True
In which country is the city of Silberstedt located?,Denmark. I finished,Denmark,Germany,False
In which country is the city of Hinatuan located?,Philippines. I finished,Philippines,Philippines,True
In which country is the city of Boothbay located?,United States. I finished,United States,United States,True
In which country is the city of West Brookfield located?,United States. I finished,United States,United States,True
In which country is the city of Loma Chapultepec located?,Mexico. I finished,Mexico,Mexico,True
In which country is the city of Firozpur Jhirka located?,India. I finished,India,India,True
In which country is the city of Niougoni located?,I don't know. I finished,I don't know,Côte d'Ivoire,False
In which country is the city of Codevigo located?,Italy. I finished,Italy,Italy,True
In which country is the city of Knabstrup located?,Denmark. I finished,Denmark,Denmark,True
In which country is the city of Woerdern located?,Austria. I finished,Austria,Austria,True
In which country is the city of Estillac located?,France. I finished,France,France,True
In which country is the city of Budapest XV. keruelet located?,Hungary. I finished,Hungary,Hungary,True
In which country is the city of Brookshire located?,United States. I finished,United States,United States,True
In which country is the city of Frunzi located?,China. I finished,China,Romania,False
In which country is the city of Daur located?,Kazakhstan. I finished,Kazakhstan,Pakistan,False
In which country is the city of Belen del Refugio located?,Mexico. I finished,Mexico,Mexico,True
In which country is the city of Leuven located?,Belgium. I finished,Belgium,Belgium,True
In which country is the city of Blue Bay located?,Mauritius. I finished,Mauritius,Australia,False
In which country is the city of Bambakashat located?,I don't know. I finished,I don't know,Armenia,False
In which country is the city of Durdevo located?,"None, Durdevo is not a real city. I finished","None, Durdevo is not a real city",Serbia,False
In which country is the city of Parkwoods-Donalda located?,Canada. I finished,Canada,Canada,True
In which country is the city of Taureni located?,I don't know. I finished,I don't know,Romania,False
In which country is the city of Janowice Wielkie located?,Poland. I finished,Poland,Poland,True
In which country is the city of Mudon located?,Mauritius. I finished,Mauritius,Myanmar,False
In which country is the city of Anthiyur located?,India. I finished,India,India,True
In which country is the city of Sulzbach an der Murr located?,Germany. I finished,Germany,Germany,True
In which country is the city of Nybro located?,Sweden. I finished,Sweden,Sweden,True
In which country is the city of Jaltenango de la Paz located?,Mexico. I finished,Mexico,Mexico,True
In which country is the city of Sannicolau Roman located?,Romania. I finished,Romania,Romania,True
In which country is the city of Rehfelde located?,Germany. I finished,Germany,Germany,True
In which country is the city of Nyangusu located?,"None, I couldn't find any information about a city called Nyangusu. I finished","None, I couldn't find any information about a city called Nyangusu",Kenya,False
In which country is the city of Stellingen located?,Germany. I finished,Germany,Germany,True
In which country is the city of Gorki Wielkie located?,Poland. I finished,Poland,Poland,True
In which country is the city of Kentri located?,Greece. I finished,Greece,Greece,True
In which country is the city of Velizy-Villacoublay located?,France. I finished,France,France,True
In which country is the city of Emskirchen located?,Germany. I finished,Germany,Germany,True
In which country is the city of Catunele located?,Romania. I finished,Romania,Romania,True
In which country is the city of Narbonne located?,France. I finished,France,France,True
In which country is the city of Cieneguitas located?,Mexico. I finished,Mexico,Mexico,True
In which country is the city of Bangonay located?,There is no such city. I finished,There is no such city,Philippines,False
In which country is the city of Demydove located?,Ukraine. I finished,Ukraine,Ukraine,True
In which country is the city of Montecarotto located?,Italy. I finished,Italy,Italy,True
In which country is the city of Barvikha located?,Russia. I finished,Russia,Russian Federation,True
In which country is the city of Regnow located?,There is no such city. I finished,There is no such city,Poland,False
In which country is the city of Liuhe located?,China. I finished,China,China,True
In which country is the city of Redstone Arsenal located?,United States. I finished,United States,United States,True
In which country is the city of Henty located?,Australia. I finished,Australia,Australia,True
In which country is the city of Seredyna-Buda located?,Ukraine. I finished,Ukraine,Ukraine,True
In which country is the city of Witzenhausen located?,Germany. I finished,Germany,Germany,True
