question,answer,filtered_answer,correct_answer,is_correct
"Which country won gold in Fencing Men's epee, Team in the 1932 Summer Olympics?",-,-,France,-
Which country won gold in Swimming Women's 200 metres Individual Medley in the 1984 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Women's 400 metres Individual Medley in the 1984 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Women's 4 x 100 metres Medley Relay in the 1984 Summer Olympics?,-,-,United States,-
Which country won gold in Polo Men's Polo in the 1936 Summer Olympics?,-,-,Argentina,-
Which country won gold in Swimming Men's 4 x 100 metres Freestyle Relay in the 1984 Summer Olympics?,-,-,United States,-
Which country won gold in Handball Men's Handball in the 1996 Summer Olympics?,-,-,Croatia,-
Which country won gold in Athletics Men's 400 metres Hurdles in the 1964 Summer Olympics?,-,-,United States,-
Which country won gold in Football Men's Football in the 1924 Summer Olympics?,-,-,Uruguay,-
Which country won gold in Football Men's Football in the 1928 Summer Olympics?,-,-,Uruguay,-
Which country won gold in Gymnastics Men's Team All-Around in the 1908 Summer Olympics?,-,-,Sweden,-
"Which country won gold in Wrestling Men's Featherweight, Freestyle in the 2008 Summer Olympics?",-,-,United States,-
"Which country won gold in Athletics Men's 1,500 metres in the 2016 Summer Olympics?",-,-,United States,-
Which country won gold in Baseball Men's Baseball in the 2004 Summer Olympics?,-,-,Cuba,-
"Which country won gold in Fencing Men's Foil, Team in the 1984 Summer Olympics?",-,-,Italy,-
"Which country won gold in Fencing Men's Foil, Individual in the 1988 Summer Olympics?",-,-,Italy,-
Which country won gold in Shooting Men's Trap in the 2012 Summer Olympics?,-,-,Croatia,-
Which country won gold in Gymnastics Men's Team All-Around in the 1908 Summer Olympics?,-,-,Sweden,-
Which country won gold in Swimming Men's 4 x 200 metres Freestyle Relay in the 1988 Summer Olympics?,-,-,United States,-
"Which country won gold in Cycling Men's Tandem Sprint, 2,000 metres in the 1932 Summer Olympics?",-,-,France,-
Which country won gold in Boxing Men's Heavyweight in the 2008 Summer Olympics?,-,-,Russia,-
"Which country won gold in Wrestling Men's Light-Heavyweight, Greco-Roman in the 2016 Summer Olympics?",-,-,Russia,-
Which country won gold in Swimming Men's 100 metres Freestyle in the 2016 Summer Olympics?,-,-,Australia,-
Which country won gold in Football Women's Football in the 2008 Summer Olympics?,-,-,United States,-
"Which country won gold in Equestrianism Men's Three-Day Event, Team in the 1932 Summer Olympics?",-,-,United States,-
Which country won gold in Athletics Men's 4 x 100 metres Relay in the 1996 Summer Olympics?,-,-,Canada,-
"Which country won gold in Equestrianism Mixed Dressage, Individual in the 1964 Summer Olympics?",-,-,Switzerland,-
Which country won gold in Hockey Men's Hockey in the 1928 Summer Olympics?,-,-,India,-
Which country won gold in Hockey Men's Hockey in the 1932 Summer Olympics?,-,-,India,-
Which country won gold in Hockey Men's Hockey in the 1936 Summer Olympics?,-,-,India,-
Which country won gold in Rowing Men's Coxed Eights in the 1932 Summer Olympics?,-,-,United States,-
Which country won gold in Diving Women's Springboard in the 1976 Summer Olympics?,-,-,United States,-
Which country won gold in Basketball Men's Basketball in the 2012 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Men's 4 x 200 metres Freestyle Relay in the 1956 Summer Olympics?,-,-,Australia,-
Which country won gold in Basketball Women's Basketball in the 2012 Summer Olympics?,-,-,United States,-
Which country won gold in Basketball Women's Basketball in the 2016 Summer Olympics?,-,-,United States,-
Which country won gold in Baseball Men's Baseball in the 2004 Summer Olympics?,-,-,Cuba,-
"Which country won gold in Swimming Men's 1,500 metres Freestyle in the 1924 Summer Olympics?",-,-,Australia,-
Which country won gold in Rowing Men's Coxed Eights in the 1956 Summer Olympics?,-,-,United States,-
"Which country won gold in Gymnastics Men's Team All-Around, Swedish System in the 1920 Summer Olympics?",-,-,Sweden,-
"Which country won gold in Cycling Men's Road Race, Individual in the 1936 Summer Olympics?",-,-,France,-
"Which country won gold in Cycling Men's Road Race, Team in the 1936 Summer Olympics?",-,-,France,-
"Which country won gold in Cycling Men's Team Pursuit, 4,000 metres in the 1936 Summer Olympics?",-,-,France,-
Which country won gold in Hockey Women's Hockey in the 1980 Summer Olympics?,-,-,Zimbabwe,-
Which country won gold in Football Women's Football in the 1996 Summer Olympics?,-,-,United States,-
Which country won gold in Football Women's Football in the 2004 Summer Olympics?,-,-,United States,-
Which country won gold in Cycling Women's BMX in the 2008 Summer Olympics?,-,-,France,-
Which country won gold in Football Men's Football in the 2012 Summer Olympics?,-,-,Mexico,-
"Which country won gold in Canoeing Men's Canadian Singles, 200 metres in the 2012 Summer Olympics?",-,-,Ukraine,-
"Which country won gold in Canoeing Men's Canadian Singles, 200 metres in the 2016 Summer Olympics?",-,-,Ukraine,-
"Which country won gold in Equestrianism Mixed Three-Day Event, Individual in the 1964 Summer Olympics?",-,-,Italy,-
"Which country won gold in Equestrianism Mixed Three-Day Event, Team in the 1964 Summer Olympics?",-,-,Italy,-
Which country won gold in Gymnastics Men's Rings in the 1996 Summer Olympics?,-,-,Italy,-
Which country won gold in Athletics Women's 4 x 100 metres Relay in the 1984 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Women's 4 x 400 metres Relay in the 1984 Summer Olympics?,-,-,United States,-
Which country won gold in Weightlifting Men's Super-Heavyweight in the 1996 Summer Olympics?,-,-,Russia,-
Which country won gold in Diving Men's Platform in the 2016 Summer Olympics?,-,-,China,-
Which country won gold in Diving Men's Synchronized Platform in the 2016 Summer Olympics?,-,-,China,-
Which country won gold in Athletics Men's 20 kilometres Walk in the 2012 Summer Olympics?,-,-,China,-
Which country won gold in Table Tennis Women's Singles in the 1988 Summer Olympics?,-,-,China,-
Which country won gold in Volleyball Women's Volleyball in the 2004 Summer Olympics?,-,-,China,-
Which country won gold in Badminton Men's Singles in the 2016 Summer Olympics?,-,-,China,-
Which country won gold in Diving Women's Platform in the 2008 Summer Olympics?,-,-,China,-
Which country won gold in Diving Women's Synchronized Platform in the 2008 Summer Olympics?,-,-,China,-
Which country won gold in Diving Women's Platform in the 2012 Summer Olympics?,-,-,China,-
Which country won gold in Diving Women's Synchronized Platform in the 2012 Summer Olympics?,-,-,China,-
Which country won gold in Diving Women's Synchronized Platform in the 2016 Summer Olympics?,-,-,China,-
Which country won gold in Weightlifting Men's Featherweight in the 1984 Summer Olympics?,-,-,China,-
Which country won gold in Weightlifting Women's Middleweight in the 2000 Summer Olympics?,-,-,China,-
Which country won gold in Weightlifting Women's Flyweight in the 2008 Summer Olympics?,-,-,China,-
Which country won gold in Weightlifting Women's Lightweight in the 2004 Summer Olympics?,-,-,China,-
Which country won gold in Weightlifting Women's Lightweight in the 2008 Summer Olympics?,-,-,China,-
Which country won gold in Gymnastics Men's Team All-Around in the 2008 Summer Olympics?,-,-,China,-
Which country won gold in Gymnastics Men's Rings in the 2008 Summer Olympics?,-,-,China,-
Which country won gold in Gymnastics Men's Team All-Around in the 2012 Summer Olympics?,-,-,China,-
"Which country won gold in Shooting Women's Sporting Pistol, 25 metres in the 2008 Summer Olympics?",-,-,China,-
Which country won gold in Athletics Women's 10 kilometres Walk in the 1992 Summer Olympics?,-,-,China,-
Which country won gold in Taekwondo Women's Heavyweight in the 2000 Summer Olympics?,-,-,China,-
Which country won gold in Taekwondo Women's Heavyweight in the 2004 Summer Olympics?,-,-,China,-
Which country won gold in Football Women's Football in the 2008 Summer Olympics?,-,-,United States,-
Which country won gold in Football Women's Football in the 2012 Summer Olympics?,-,-,United States,-
Which country won gold in Gymnastics Women's Team All-Around in the 2008 Summer Olympics?,-,-,China,-
"Which country won gold in Fencing Men's Foil, Team in the 2016 Summer Olympics?",-,-,Russia,-
Which country won gold in Athletics Women's 4 x 100 metres Relay in the 2008 Summer Olympics?,-,-,Russia,-
Which country won gold in Rugby Sevens Women's Rugby Sevens in the 2016 Summer Olympics?,-,-,Australia,-
"Which country won gold in Athletics Women's 5,000 metres in the 2016 Summer Olympics?",-,-,Kenya,-
Which country won gold in Hockey Men's Hockey in the 1976 Summer Olympics?,-,-,New Zealand,-
Which country won gold in Hockey Men's Hockey in the 1980 Summer Olympics?,-,-,India,-
"Which country won gold in Equestrianism Men's Three-Day Event, Individual in the 1948 Summer Olympics?",-,-,France,-
"Which country won gold in Fencing Men's Foil, Team in the 1928 Summer Olympics?",-,-,Italy,-
Which country won gold in Athletics Women's High Jump in the 2012 Summer Olympics?,-,-,Russia,-
Which country won gold in Hockey Women's Hockey in the 1980 Summer Olympics?,-,-,Zimbabwe,-
Which country won gold in Synchronized Swimming Women's Team in the 2016 Summer Olympics?,-,-,Russia,-
Which country won gold in Weightlifting Women's Featherweight in the 2012 Summer Olympics?,-,-,Kazakhstan,-
Which country won gold in Rowing Women's Coxed Eights in the 2004 Summer Olympics?,-,-,Romania,-
"Which country won gold in Canoeing Women's Kayak Singles, Slalom in the 2016 Summer Olympics?",-,-,Spain,-
"Which country won gold in Cycling Men's Tandem Sprint, 2,000 metres in the 1924 Summer Olympics?",-,-,France,-
Which country won gold in Gymnastics Women's Team All-Around in the 1996 Summer Olympics?,-,-,United States,-
Which country won gold in Hockey Men's Hockey in the 1976 Summer Olympics?,-,-,New Zealand,-
Which country won gold in Handball Men's Handball in the 2016 Summer Olympics?,-,-,Denmark,-
Which country won gold in Athletics Men's 4 x 400 metres Relay in the 2000 Summer Olympics?,-,-,Nigeria,-
Which country won gold in Boxing Men's Welterweight in the 1952 Summer Olympics?,-,-,Poland,-
Which country won gold in Swimming Men's 50 metres Freestyle in the 2008 Summer Olympics?,-,-,Brazil,-
Which country won gold in Athletics Women's 4 x 100 metres Relay in the 1964 Summer Olympics?,-,-,Poland,-
"Which country won gold in Cycling Men's Team Pursuit, 4,000 metres in the 1932 Summer Olympics?",-,-,Italy,-
Which country won gold in Rowing Men's Coxed Fours in the 1960 Summer Olympics?,-,-,Germany,-
Which country won gold in Rowing Men's Coxed Pairs in the 1968 Summer Olympics?,-,-,Italy,-
Which country won gold in Rowing Men's Coxed Eights in the 2004 Summer Olympics?,-,-,United States,-
"Which country won gold in Fencing Men's Foil, Team in the 1984 Summer Olympics?",-,-,Italy,-
Which country won gold in Taekwondo Men's Welterweight in the 2016 Summer Olympics?,-,-,Cote d'Ivoire,-
"Which country won gold in Cycling Men's Team Pursuit, 4,000 metres in the 1964 Summer Olympics?",-,-,Germany,-
Which country won gold in Swimming Men's 4 x 200 metres Freestyle Relay in the 1928 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's High Jump in the 1896 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's Long Jump in the 1896 Summer Olympics?,-,-,United States,-
Which country won gold in Rowing Men's Coxed Eights in the 1964 Summer Olympics?,-,-,United States,-
"Which country won gold in Shooting Men's Trap, Team in the 1920 Summer Olympics?",-,-,United States,-
Which country won gold in Water Polo Women's Water Polo in the 2016 Summer Olympics?,-,-,United States,-
Which country won gold in Rugby Men's Rugby in the 1924 Summer Olympics?,-,-,United States,-
Which country won gold in Rowing Men's Coxed Eights in the 1920 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Men's 4 x 200 metres Freestyle Relay in the 1960 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Men's 4 x 100 metres Medley Relay in the 1960 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Men's 4 x 100 metres Freestyle Relay in the 1964 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Men's 4 x 200 metres Freestyle Relay in the 1964 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Men's 4 x 100 metres Medley Relay in the 1964 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's 4 x 100 metres Relay in the 1924 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Women's 4 x 100 metres Relay in the 2000 Summer Olympics?,-,-,Bahamas,-
Which country won gold in Swimming Men's 200 metres Backstroke in the 2012 Summer Olympics?,-,-,United States,-
Which country won gold in Hockey Men's Hockey in the 1948 Summer Olympics?,-,-,India,-
Which country won gold in Hockey Men's Hockey in the 1952 Summer Olympics?,-,-,India,-
Which country won gold in Hockey Men's Hockey in the 1956 Summer Olympics?,-,-,India,-
Which country won gold in Diving Women's Plain High in the 1920 Summer Olympics?,-,-,Denmark,-
Which country won gold in Basketball Men's Basketball in the 1968 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's Decathlon in the 2008 Summer Olympics?,-,-,United States,-
Which country won gold in Boxing Men's Light-Heavyweight in the 1960 Summer Olympics?,-,-,United States,-
"Which country won gold in Canoeing Men's Kayak Fours, 1,000 metres in the 2012 Summer Olympics?",-,-,Australia,-
Which country won gold in Rugby Men's Rugby in the 1924 Summer Olympics?,-,-,United States,-
Which country won gold in Synchronized Swimming Women's Team in the 1996 Summer Olympics?,-,-,United States,-
Which country won gold in Hockey Women's Hockey in the 1988 Summer Olympics?,-,-,Australia,-
Which country won gold in Athletics Men's 4 x 400 metres Relay in the 2008 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's 400 metres Hurdles in the 2016 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's 4 x 400 metres Relay in the 2016 Summer Olympics?,-,-,United States,-
"Which country won gold in Archery Men's Pole Archery, Large Birds, Individual in the 1920 Summer Olympics?",-,-,Belgium,-
"Which country won gold in Archery Men's Pole Archery, Small Birds, Team in the 1920 Summer Olympics?",-,-,Belgium,-
"Which country won gold in Archery Men's Pole Archery, Large Birds, Team in the 1920 Summer Olympics?",-,-,Belgium,-
Which country won gold in Diving Men's Springboard in the 1956 Summer Olympics?,-,-,United States,-
Which country won gold in Football Men's Football in the 1972 Summer Olympics?,-,-,Poland,-
Which country won gold in Athletics Women's High Jump in the 1948 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's 4 x 400 metres Relay in the 1924 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's 400 metres Hurdles in the 1948 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's 4 x 400 metres Relay in the 1948 Summer Olympics?,-,-,United States,-
"Which country won gold in Equestrianism Mixed Three-Day Event, Individual in the 1976 Summer Olympics?",-,-,United States,-
"Which country won gold in Equestrianism Mixed Three-Day Event, Team in the 1976 Summer Olympics?",-,-,United States,-
Which country won gold in Rowing Women's Coxed Eights in the 1996 Summer Olympics?,-,-,Romania,-
Which country won gold in Rowing Women's Coxed Eights in the 2000 Summer Olympics?,-,-,Romania,-
Which country won gold in Hockey Women's Hockey in the 1992 Summer Olympics?,-,-,Spain,-
Which country won gold in Cycling Men's 100 kilometres Team Time Trial in the 1960 Summer Olympics?,-,-,Italy,-
Which country won gold in Rowing Men's Double Sculls in the 2012 Summer Olympics?,-,-,New Zealand,-
Which country won gold in Swimming Women's 400 metres Freestyle in the 1984 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Women's 800 metres Freestyle in the 1984 Summer Olympics?,-,-,United States,-
Which country won gold in Rowing Men's Coxed Eights in the 1972 Summer Olympics?,-,-,New Zealand,-
Which country won gold in Athletics Women's 4 x 400 metres Relay in the 2000 Summer Olympics?,-,-,United States,-
"Which country won gold in Shooting Men's Free Rifle, Three Positions, 300 metres in the 1912 Summer Olympics?",-,-,France,-
"Which country won gold in Shooting Men's Military Rifle, Any Position, 600 metres in the 1912 Summer Olympics?",-,-,France,-
Which country won gold in Rowing Men's Coxed Fours in the 1968 Summer Olympics?,-,-,New Zealand,-
Which country won gold in Diving Women's Springboard in the 1932 Summer Olympics?,-,-,United States,-
"Which country won gold in Equestrianism Men's Three-Day Event, Team in the 1924 Summer Olympics?",-,-,Netherlands,-
"Which country won gold in Fencing Men's epee, Team in the 1908 Summer Olympics?",-,-,France,-
Which country won gold in Art Competitions Mixed Sculpturing in the 1920 Summer Olympics?,-,-,Belgium,-
"Which country won gold in Cycling Men's Individual Pursuit, 4,000 metres in the 1996 Summer Olympics?",-,-,Italy,-
Which country won gold in Rowing Men's Coxed Fours in the 1968 Summer Olympics?,-,-,New Zealand,-
Which country won gold in Football Men's Football in the 2004 Summer Olympics?,-,-,Argentina,-
Which country won gold in Athletics Women's Javelin Throw in the 1980 Summer Olympics?,-,-,Cuba,-
Which country won gold in Gymnastics Women's Individual All-Around in the 1976 Summer Olympics?,-,-,Romania,-
Which country won gold in Gymnastics Women's Uneven Bars in the 1976 Summer Olympics?,-,-,Romania,-
Which country won gold in Gymnastics Women's Balance Beam in the 1976 Summer Olympics?,-,-,Romania,-
Which country won gold in Gymnastics Women's Floor Exercise in the 1980 Summer Olympics?,-,-,Romania,-
Which country won gold in Gymnastics Women's Balance Beam in the 1980 Summer Olympics?,-,-,Romania,-
Which country won gold in Boxing Men's Lightweight in the 2016 Summer Olympics?,-,-,Brazil,-
Which country won gold in Swimming Men's 4 x 100 metres Freestyle Relay in the 1972 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Men's 4 x 200 metres Freestyle Relay in the 1972 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Men's 4 x 200 metres Freestyle Relay in the 2016 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's Triple Jump in the 1992 Summer Olympics?,-,-,United States,-
Which country won gold in Gymnastics Men's Team All-Around in the 1984 Summer Olympics?,-,-,United States,-
Which country won gold in Gymnastics Men's Parallel Bars in the 1984 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's Hammer Throw in the 1956 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's Triple Jump in the 1896 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's Discus Throw in the 1948 Summer Olympics?,-,-,Italy,-
"Which country won gold in Fencing Men's Sabre, Masters, Individual in the 1900 Summer Olympics?",-,-,Italy,-
Which country won gold in Gymnastics Men's Team All-Around in the 1920 Summer Olympics?,-,-,Italy,-
Which country won gold in Water Polo Women's Water Polo in the 2004 Summer Olympics?,-,-,Italy,-
Which country won gold in Baseball Men's Baseball in the 1996 Summer Olympics?,-,-,Cuba,-
"Which country won gold in Shooting Men's Small-Bore Rifle, Prone, 50 metres in the 1948 Summer Olympics?",-,-,United States,-
Which country won gold in Athletics Men's Pole Vault in the 1908 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Women's 4 x 100 metres Relay in the 1928 Summer Olympics?,-,-,Canada,-
Which country won gold in Rowing Men's Coxed Eights in the 1956 Summer Olympics?,-,-,United States,-
Which country won gold in Rowing Men's Coxless Fours in the 1992 Summer Olympics?,-,-,Australia,-
Which country won gold in Swimming Men's 400 metres Freestyle in the 1972 Summer Olympics?,-,-,Australia,-
Which country won gold in Basketball Women's Basketball in the 1988 Summer Olympics?,-,-,United States,-
Which country won gold in Rowing Men's Double Sculls in the 2000 Summer Olympics?,-,-,Slovenia,-
Which country won gold in Athletics Women's Discus Throw in the 1932 Summer Olympics?,-,-,United States,-
Which country won gold in Football Men's Football in the 1920 Summer Olympics?,-,-,Belgium,-
"Which country won gold in Shooting Men's Small-Bore Rifle, Prone, 50 metres in the 1924 Summer Olympics?",-,-,France,-
Which country won gold in Rowing Women's Coxed Quadruple Sculls in the 1984 Summer Olympics?,-,-,Romania,-
Which country won gold in Swimming Men's 4 x 100 metres Medley Relay in the 2016 Summer Olympics?,-,-,United States,-
Which country won gold in Water Polo Men's Water Polo in the 1928 Summer Olympics?,-,-,Germany,-
"Which country won gold in Fencing Men's epee, Team in the 1928 Summer Olympics?",-,-,Italy,-
"Which country won gold in Fencing Men's epee, Individual in the 1932 Summer Olympics?",-,-,Italy,-
"Which country won gold in Fencing Men's epee, Team in the 1936 Summer Olympics?",-,-,Italy,-
Which country won gold in Softball Women's Softball in the 1996 Summer Olympics?,-,-,United States,-
Which country won gold in Softball Women's Softball in the 2000 Summer Olympics?,-,-,United States,-
Which country won gold in Football Men's Football in the 2012 Summer Olympics?,-,-,Mexico,-
Which country won gold in Boxing Men's Welterweight in the 1972 Summer Olympics?,-,-,Cuba,-
Which country won gold in Swimming Women's 4 x 100 metres Freestyle Relay in the 1948 Summer Olympics?,-,-,United States,-
Which country won gold in Football Men's Football in the 2012 Summer Olympics?,-,-,Mexico,-
Which country won gold in Volleyball Women's Volleyball in the 1992 Summer Olympics?,-,-,Cuba,-
Which country won gold in Volleyball Women's Volleyball in the 1996 Summer Olympics?,-,-,Cuba,-
Which country won gold in Volleyball Women's Volleyball in the 2000 Summer Olympics?,-,-,Cuba,-
"Which country won gold in Fencing Men's Foil, Team in the 1920 Summer Olympics?",-,-,Italy,-
"Which country won gold in Fencing Men's epee, Team in the 1920 Summer Olympics?",-,-,Italy,-
"Which country won gold in Cycling Men's Team Pursuit, 4,000 metres in the 1948 Summer Olympics?",-,-,France,-
"Which country won gold in Fencing Men's Foil, Individual in the 1900 Summer Olympics?",-,-,France,-
Which country won gold in Rowing Men's Double Sculls in the 1920 Summer Olympics?,-,-,United States,-
Which country won gold in Rowing Men's Double Sculls in the 1924 Summer Olympics?,-,-,United States,-
Which country won gold in Rowing Men's Double Sculls in the 1928 Summer Olympics?,-,-,United States,-
Which country won gold in Synchronized Swimming Women's Duet in the 1984 Summer Olympics?,-,-,United States,-
Which country won gold in Gymnastics Men's Team All-Around in the 1920 Summer Olympics?,-,-,Italy,-
Which country won gold in Gymnastics Men's Team All-Around in the 1920 Summer Olympics?,-,-,Italy,-
Which country won gold in Baseball Men's Baseball in the 2000 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Women's 4 x 200 metres Freestyle Relay in the 2004 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Women's 100 metres Backstroke in the 2004 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Women's 100 metres Backstroke in the 2008 Summer Olympics?,-,-,United States,-
"Which country won gold in Shooting Men's Free Rifle, 400, 600 and 800 metres, Team in the 1924 Summer Olympics?",-,-,United States,-
Which country won gold in Basketball Men's Basketball in the 1964 Summer Olympics?,-,-,United States,-
"Which country won gold in Equestrianism Mixed Three-Day Event, Team in the 2004 Summer Olympics?",-,-,France,-
Which country won gold in Athletics Men's 800 metres in the 1956 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's 4 x 400 metres Relay in the 1956 Summer Olympics?,-,-,United States,-
Which country won gold in Basketball Men's Basketball in the 2016 Summer Olympics?,-,-,United States,-
"Which country won gold in Fencing Men's Foil, Team in the 1924 Summer Olympics?",-,-,France,-
Which country won gold in Swimming Women's 4 x 100 metres Freestyle Relay in the 2012 Summer Olympics?,-,-,Australia,-
Which country won gold in Sailing Mixed One Person Dinghy in the 1984 Summer Olympics?,-,-,New Zealand,-
"Which country won gold in Athletics Men's 10,000 metres in the 1984 Summer Olympics?",-,-,Italy,-
"Which country won gold in Canoeing Men's Canadian Doubles, 1,000 metres in the 1968 Summer Olympics?",-,-,Romania,-
"Which country won gold in Fencing Men's Sabre, Individual in the 2000 Summer Olympics?",-,-,Romania,-
Which country won gold in Swimming Women's 200 metres Backstroke in the 2004 Summer Olympics?,-,-,Zimbabwe,-
Which country won gold in Swimming Women's 200 metres Backstroke in the 2008 Summer Olympics?,-,-,Zimbabwe,-
Which country won gold in Hockey Women's Hockey in the 1980 Summer Olympics?,-,-,Zimbabwe,-
"Which country won gold in Cycling Men's Tandem Sprint, 2,000 metres in the 1952 Summer Olympics?",-,-,Australia,-
Which country won gold in Football Women's Football in the 2008 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Men's 400 metres Freestyle in the 1932 Summer Olympics?,-,-,United States,-
"Which country won gold in Equestrianism Men's Three-Day Event, Team in the 1960 Summer Olympics?",-,-,Australia,-
Which country won gold in Swimming Men's 4 x 100 metres Medley Relay in the 1964 Summer Olympics?,-,-,United States,-
Which country won gold in Water Polo Women's Water Polo in the 2012 Summer Olympics?,-,-,United States,-
Which country won gold in Water Polo Women's Water Polo in the 2016 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's 100 metres in the 1912 Summer Olympics?,-,-,United States,-
Which country won gold in Athletics Men's 200 metres in the 1912 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Women's 400 metres Freestyle in the 1956 Summer Olympics?,-,-,Australia,-
Which country won gold in Swimming Women's 4 x 100 metres Freestyle Relay in the 1956 Summer Olympics?,-,-,Australia,-
"Which country won gold in Canoeing Men's Kayak Doubles, 500 metres in the 2008 Summer Olympics?",-,-,Spain,-
"Which country won gold in Canoeing Men's Kayak Doubles, 200 metres in the 2016 Summer Olympics?",-,-,Spain,-
Which country won gold in Rowing Men's Coxed Eights in the 1984 Summer Olympics?,-,-,Canada,-
Which country won gold in Athletics Men's 100 metres in the 1976 Summer Olympics?,-,-,Trinidad and Tobago,-
Which country won gold in Rowing Women's Coxed Eights in the 1992 Summer Olympics?,-,-,Canada,-
Which country won gold in Athletics Men's 200 metres in the 2004 Summer Olympics?,-,-,United States,-
Which country won gold in Rowing Men's Double Sculls in the 2008 Summer Olympics?,-,-,Australia,-
Which country won gold in Taekwondo Men's Welterweight in the 2012 Summer Olympics?,-,-,Argentina,-
Which country won gold in Modern Pentathlon Men's Team in the 1984 Summer Olympics?,-,-,Italy,-
Which country won gold in Swimming Men's 4 x 100 metres Medley Relay in the 2000 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Men's 4 x 100 metres Medley Relay in the 2004 Summer Olympics?,-,-,United States,-
Which country won gold in Swimming Men's 4 x 100 metres Medley Relay in the 2008 Summer Olympics?,-,-,United States,-
"Which country won gold in Shooting Men's Free Rifle, 400, 600 and 800 metres, Team in the 1924 Summer Olympics?",-,-,United States,-
Which country won gold in Athletics Women's 4 x 100 metres Relay in the 1956 Summer Olympics?,-,-,Australia,-
Which country won gold in Boxing Men's Middleweight in the 1960 Summer Olympics?,-,-,United States,-
Which country won gold in Rowing Men's Coxed Eights in the 1992 Summer Olympics?,-,-,Canada,-
"Which country won gold in Wrestling Men's Bantamweight, Freestyle in the 1996 Summer Olympics?",-,-,United States,-
Which country won gold in Athletics Men's Shot Put in the 2016 Summer Olympics?,-,-,United States,-
Which country won gold in Rowing Women's Single Sculls in the 2016 Summer Olympics?,-,-,Australia,-
Which country won gold in Hockey Men's Hockey in the 1996 Summer Olympics?,-,-,Netherlands,-
Which country won gold in Athletics Men's 800 metres in the 1984 Summer Olympics?,-,-,Brazil,-
Which country won gold in Athletics Women's High Jump in the 1936 Summer Olympics?,-,-,Hungary,-
Which country won gold in Water Polo Men's Water Polo in the 1976 Summer Olympics?,-,-,Hungary,-
Which country won gold in Athletics Men's Hammer Throw in the 1952 Summer Olympics?,-,-,Hungary,-
Which country won gold in Football Men's Football in the 1964 Summer Olympics?,-,-,Hungary,-
Which country won gold in Water Polo Men's Water Polo in the 1976 Summer Olympics?,-,-,Hungary,-
Which country won gold in Swimming Men's 100 metres Freestyle in the 1936 Summer Olympics?,-,-,Hungary,-
Which country won gold in Boxing Men's Bantamweight in the 1948 Summer Olympics?,-,-,Hungary,-
"Which country won gold in Canoeing Men's Kayak Fours, 1,000 metres in the 1988 Summer Olympics?",-,-,Hungary,-
"Which country won gold in Canoeing Women's Kayak Fours, 500 metres in the 2016 Summer Olympics?",-,-,Hungary,-
Which country won gold in Gymnastics Men's Rings in the 2000 Summer Olympics?,-,-,Hungary,-
"Which country won gold in Fencing Men's Sabre, Team in the 1988 Summer Olympics?",-,-,Hungary,-
Which country won gold in Football Men's Football in the 1952 Summer Olympics?,-,-,Hungary,-
Which country won gold in Volleyball Men's Volleyball in the 1988 Summer Olympics?,-,-,United States,-
Which country won gold in Football Men's Football in the 1984 Summer Olympics?,-,-,France,-
"Which country won gold in Fencing Men's Sabre, Team in the 1924 Summer Olympics?",-,-,Italy,-
"Which country won gold in Cycling Men's Tandem Sprint, 2,000 metres in the 1924 Summer Olympics?",-,-,France,-
Which country won gold in Water Polo Men's Water Polo in the 2016 Summer Olympics?,-,-,Serbia,-
