question,answer,filtered_answer,correct_answer,is_correct
What year was Roger Ebert born?,-,-,1942,-
What year was Bulent Ecevit born?,-,-,1925,-
What year was Luis Echeverria born?,-,-,1922,-
What year was Stefan Edberg born?,-,-,1966,-
What year was Marian Wright Edelman born?,-,-,1939,-
What year was David N Edelstein born?,-,-,1910,-
What year was Jim Edgar born?,-,-,1946,-
What year was Thomas A Edison born?,-,-,1847,-
What year was Blake Edwards born?,-,-,1922,-
What year was Edwin W Edwards born?,-,-,1927,-
What year was Elizabeth Edwards born?,-,-,1949,-
What year was Herman Edwards born?,-,-,1954,-
What year was John Edwards born?,-,-,1953,-
What year was Edward M Egan born?,-,-,1932,-
What year was Timothy Egan born?,-,-,1954,-
What year was Jan Egeland born?,-,-,1957,-
What year was Dave Eggers born?,-,-,1970,-
What year was Atom Egoyan born?,-,-,1960,-
What year was Barbara Ehrenreich born?,-,-,1941,-
What year was Robert L Jr Ehrlich born?,-,-,1957,-
What year was Kurt Eichenwald born?,-,-,1961,-
What year was Adolf Eichmann born?,-,-,1906,-
What year was Albert Einstein born?,-,-,1879,-
What year was Dwight David Eisenhower born?,-,-,1890,-
What year was Peter Eisenman born?,-,-,1932,-
What year was Sergei Eisenstein born?,-,-,1898,-
What year was Howard Eisley born?,-,-,1972,-
What year was Michael D Eisner born?,-,-,1942,-
What year was Stuart E Eizenstat born?,-,-,1943,-
What year was Rolf Ekeus born?,-,-,1935,-
What year was Wadih El-Hage born?,-,-,1960,-
What year was Mohamed ElBaradei born?,-,-,1942,-
What year was Todd Eldredge born?,-,-,1971,-
What year was Olafur Eliasson born?,-,-,1967,-
What year was Thomas Stearns Eliot born?,-,-,1888,-
What year was Queen of Great Britain Elizabeth II born?,-,-,1926,-
What year was Stanley Elkin born?,-,-,1930,-
What year was Duke Ellington born?,-,-,1899,-
What year was Andrea Elliott born?,-,-,1972,-
What year was Bret Easton Ellis born?,-,-,1964,-
What year was Joseph J Ellis born?,-,-,1943,-
What year was Shaun Ellis born?,-,-,1977,-
What year was Lawrence J Ellison born?,-,-,1944,-
What year was Ralph Ellison born?,-,-,1913,-
What year was James Ellroy born?,-,-,1948,-
What year was Daniel Ellsberg born?,-,-,1931,-
What year was Ernie Els born?,-,-,1969,-
What year was John Elway born?,-,-,1960,-
What year was Rahm Emanuel born?,-,-,1959,-
What year was Eliot L Engel born?,-,-,1947,-
What year was Lynndie R England born?,-,-,1982,-
What year was John Engler born?,-,-,1948,-
What year was Thomas Enqvist born?,-,-,1974,-
What year was John Ensign born?,-,-,1958,-
What year was Eve Ensler born?,-,-,1953,-
What year was Nora Ephron born?,-,-,1941,-
What year was Necmettin Erbakan born?,-,-,1926,-
What year was Recep Tayyip Erdogan born?,-,-,1954,-
What year was Louise Erdrich born?,-,-,1954,-
What year was Saeb Erekat born?,-,-,1955,-
What year was Andrew S Eristoff born?,-,-,1963,-
What year was Steven Erlanger born?,-,-,1952,-
What year was Melissa Errico born?,-,-,1970,-
What year was Julius Erving born?,-,-,1950,-
What year was Christoph Eschenbach born?,-,-,1940,-
What year was Boomer Esiason born?,-,-,1961,-
What year was Pedro Jr Espada born?,-,-,1953,-
What year was Mike Espy born?,-,-,1953,-
What year was William T Esrey born?,-,-,1940,-
What year was Gloria Estefan born?,-,-,1957,-
What year was Joseph Estrada born?,-,-,1937,-
What year was Miguel Estrada born?,-,-,1961,-
What year was Joe Eszterhas born?,-,-,1944,-
What year was Amitai Etzioni born?,-,-,1929,-
What year was Jeffrey Eugenides born?,-,-,1960,-
What year was Donald L Evans born?,-,-,1946,-
What year was Walker Evans born?,-,-,1903,-
What year was Carl Everett born?,-,-,1971,-
What year was Rupert Everett born?,-,-,1959,-
What year was Medgar Evers born?,-,-,1925,-
What year was Mark W Everson born?,-,-,1954,-
What year was Chris Evert born?,-,-,1954,-
What year was Patrick Ewing born?,-,-,1962,-
What year was Gnassingbe Eyadema born?,-,-,1935,-
What year was Richard Eyre born?,-,-,1943,-
What year was Muhammad Fahim born?,-,-,1957,-
What year was Lauch Faircloth born?,-,-,1928,-
What year was Linda Fairstein born?,-,-,1947,-
What year was Marianne Faithfull born?,-,-,1946,-
What year was Edie Falco born?,-,-,1963,-
What year was Nick Faldo born?,-,-,1957,-
What year was David Falk born?,-,-,1950,-
What year was Peter Falk born?,-,-,1927,-
What year was James Fallows born?,-,-,1949,-
What year was Susan Faludi born?,-,-,1959,-
What year was Jerry Falwell born?,-,-,1933,-
What year was Louis Farrakhan born?,-,-,1933,-
What year was Colin Farrell born?,-,-,1976,-
What year was Herman D Jr Farrell born?,-,-,1932,-
What year was Suzanne Farrell born?,-,-,1945,-
What year was Mia Farrow born?,-,-,1945,-
What year was Rainer Werner Fassbinder born?,-,-,1945,-
What year was Jim Fassel born?,-,-,1949,-
What year was Andrew S Fastow born?,-,-,1961,-
What year was Anthony S Fauci born?,-,-,1940,-
What year was Marshall Faulk born?,-,-,1973,-
What year was William Faulkner born?,-,-,1897,-
What year was Brett Favre born?,-,-,1969,-
What year was Emad al- Fayed born?,-,-,1955,-
What year was Mohamed al- Fayed born?,-,-,1933,-
What year was Salam Fayyad born?,-,-,1952,-
What year was Vic Fazio born?,-,-,1942,-
What year was Roger Federer born?,-,-,1981,-
What year was Donald Fehr born?,-,-,1948,-
What year was Jules Feiffer born?,-,-,1929,-
What year was Kenneth R Feinberg born?,-,-,1945,-
What year was Paul Feiner born?,-,-,1956,-
What year was Russell D Feingold born?,-,-,1953,-
What year was Dianne Feinstein born?,-,-,1933,-
What year was Michael Feinstein born?,-,-,1956,-
What year was Douglas J Feith born?,-,-,1953,-
What year was Eliot Feld born?,-,-,1942,-
What year was Morton Feldman born?,-,-,1926,-
What year was Sandra Feldman born?,-,-,1939,-
What year was Tovah Feldshuh born?,-,-,1952,-
What year was Federico Fellini born?,-,-,1920,-
What year was Vladimir Feltsman born?,-,-,1952,-
What year was Benjamin B Ferencz born?,-,-,1920,-
What year was Niall Ferguson born?,-,-,1964,-
What year was George Fernandes born?,-,-,1930,-
What year was Leonel Fernandez born?,-,-,1953,-
What year was Geraldine A Ferraro born?,-,-,1935,-
What year was Gianfranco Ferre born?,-,-,1944,-
What year was Wayne Ferreira born?,-,-,1971,-
What year was Will Ferrell born?,-,-,1967,-
What year was Fernando Ferrer born?,-,-,1950,-
What year was Juan Carlos Ferrero born?,-,-,1980,-
What year was Tina Fey born?,-,-,1970,-
What year was Al Amin Khalifa Fhimah born?,-,-,1956,-
What year was Jay Fiedler born?,-,-,1971,-
What year was Geoffrey Fieger born?,-,-,1950,-
What year was Sally Field born?,-,-,1946,-
What year was Cecil Fielder born?,-,-,1963,-
What year was C Virginia Fields born?,-,-,1945,-
What year was Ralph Fiennes born?,-,-,1962,-
What year was Harvey Fierstein born?,-,-,1952,-
What year was Mike Figgis born?,-,-,1948,-
What year was Dexter Filkins born?,-,-,1961,-
What year was Karen Finley born?,-,-,1956,-
What year was Carleton S Fiorina born?,-,-,1954,-
What year was Colin Firth born?,-,-,1960,-
What year was Bobby Fischer born?,-,-,1943,-
What year was Joschka Fischer born?,-,-,1948,-
What year was Stanley Fischer born?,-,-,1943,-
What year was Eric Fischl born?,-,-,1948,-
What year was Mardy Fish born?,-,-,1981,-
What year was Stanley Fish born?,-,-,1938,-
What year was Amy Fisher born?,-,-,1974,-
What year was Carrie Fisher born?,-,-,1956,-
What year was George M C Fisher born?,-,-,1940,-
What year was Carlton Fisk born?,-,-,1947,-
What year was Ella Fitzgerald born?,-,-,1917,-
What year was F Scott Fitzgerald born?,-,-,1896,-
What year was Patrick J Fitzgerald born?,-,-,1960,-
What year was Penelope Fitzgerald born?,-,-,1916,-
What year was Floyd H Flake born?,-,-,1945,-
What year was Stephanie Flanders born?,-,-,1968,-
What year was Gustave Flaubert born?,-,-,1821,-
What year was Dan Flavin born?,-,-,1933,-
What year was Bobby Flay born?,-,-,1964,-
What year was Ari Fleischer born?,-,-,1960,-
What year was Bruce Fleisher born?,-,-,1948,-
What year was Heidi Fleiss born?,-,-,1965,-
What year was Renee Fleming born?,-,-,1959,-
What year was Ernie Fletcher born?,-,-,1952,-
What year was Theo Fleury born?,-,-,1968,-
What year was Jim Florio born?,-,-,1937,-
What year was Steven T Florio born?,-,-,1949,-
What year was Gennifer Flowers born?,-,-,1950,-
What year was Doug Flutie born?,-,-,1962,-
What year was Larry Flynt born?,-,-,1942,-
What year was Dario Fo born?,-,-,1926,-
What year was Jonathan Safran Foer born?,-,-,1977,-
What year was Glenn Foley born?,-,-,1970,-
What year was Mark A Foley born?,-,-,1954,-
What year was Jane Fonda born?,-,-,1937,-
What year was Eric Foner born?,-,-,1943,-
What year was Horton Foote born?,-,-,1916,-
What year was Malcolm Forbes born?,-,-,1919,-
What year was Malcolm S Jr Forbes born?,-,-,1947,-
What year was Michael P Forbes born?,-,-,1952,-
What year was Gerald Rudolph Jr Ford born?,-,-,1913,-
What year was Harrison Ford born?,-,-,1942,-
What year was Henry Ford born?,-,-,1863,-
What year was Richard Ford born?,-,-,1944,-
What year was Tom Ford born?,-,-,1961,-
What year was Kirk Fordice born?,-,-,1934,-
What year was George Foreman born?,-,-,1949,-
What year was Vernon Forrest born?,-,-,1971,-
What year was Douglas R Forrester born?,-,-,1953,-
What year was Theodore J Forstmann born?,-,-,1940,-
What year was Pim Fortuyn born?,-,-,1948,-
What year was Lukas Foss born?,-,-,1922,-
What year was Bob Fosse born?,-,-,1927,-
What year was Vito J Jr Fossella born?,-,-,1965,-
What year was Steve Fossett born?,-,-,1944,-
What year was Jodie Foster born?,-,-,1962,-
What year was Vincent W Jr Foster born?,-,-,1945,-
What year was Vicente Fox Quesada born?,-,-,1942,-
What year was Michael J Fox born?,-,-,1961,-
What year was Abraham H Foxman born?,-,-,1940,-
What year was Jamie Foxx born?,-,-,1967,-
What year was Dario Franchitti born?,-,-,1973,-
What year was Francisco Franco born?,-,-,1892,-
What year was Itamar Franco born?,-,-,1930,-
What year was John Franco born?,-,-,1960,-
What year was Pierre Franey born?,-,-,1921,-
What year was Anne Frank born?,-,-,1929,-
What year was Barney Frank born?,-,-,1940,-
What year was Lawrence Frank born?,-,-,1970,-
What year was Pamela Frank born?,-,-,1967,-
What year was Robert H Frank born?,-,-,1945,-
What year was Max Frankel born?,-,-,1930,-
What year was Al Franken born?,-,-,1951,-
What year was John Frankenheimer born?,-,-,1930,-
What year was Helen Frankenthaler born?,-,-,1928,-
What year was Aretha Franklin born?,-,-,1942,-
What year was Benjamin Franklin born?,-,-,1706,-
What year was John Hope Franklin born?,-,-,1915,-
What year was Bob Franks born?,-,-,1951,-
What year was Gary A Franks born?,-,-,1953,-
What year was Tommy R Franks born?,-,-,1945,-
What year was Jonathan Franzen born?,-,-,1959,-
What year was Fran Fraschilla born?,-,-,1958,-
What year was C Gerald Fraser born?,-,-,1928,-
What year was Michael Frayn born?,-,-,1933,-
What year was Walt Frazier born?,-,-,1945,-
What year was Stephen Frears born?,-,-,1941,-
What year was Samuel G Freedman born?,-,-,1955,-
What year was Louis J Freeh born?,-,-,1950,-
What year was Morgan Freeman born?,-,-,1937,-
What year was Mirella Freni born?,-,-,1935,-
What year was Tom Freston born?,-,-,1945,-
What year was Lucian Freud born?,-,-,1922,-
What year was Sigmund Freud born?,-,-,1856,-
What year was James Frey born?,-,-,1969,-
What year was Betty Friedan born?,-,-,1921,-
What year was Thomas R Frieden born?,-,-,1960,-
What year was Kinky Friedman born?,-,-,1944,-
What year was Milton Friedman born?,-,-,1912,-
What year was Paul L Friedman born?,-,-,1944,-
What year was Thomas L Friedman born?,-,-,1953,-
What year was Brian Friel born?,-,-,1929,-
What year was Fred W Friendly born?,-,-,1915,-
What year was Bill Frist born?,-,-,1952,-
What year was Martin Frost born?,-,-,1942,-
What year was Robert Frost born?,-,-,1874,-
What year was David Frum born?,-,-,1960,-
What year was Stephen Fry born?,-,-,1957,-
What year was Athol Fugard born?,-,-,1932,-
What year was Mark Fuhrman born?,-,-,1952,-
What year was Alberto K Fujimori born?,-,-,1938,-
What year was Yasuo Fukuda born?,-,-,1936,-
What year was Francis Fukuyama born?,-,-,1952,-
What year was Bonnie Fuller born?,-,-,1956,-
What year was Fred Funk born?,-,-,1956,-
What year was Alan Furst born?,-,-,1941,-
What year was Jim Furyk born?,-,-,1970,-
What year was Dan Gaba born?,-,-,1946,-
What year was Trip Gabriel born?,-,-,1955,-
What year was John Lewis Gaddis born?,-,-,1941,-
What year was Neil Gaiman born?,-,-,1960,-
What year was Andres Galarraga born?,-,-,1961,-
What year was James K Galbraith born?,-,-,1952,-
What year was John Kenneth Galbraith born?,-,-,1908,-
What year was David Galef born?,-,-,1959,-
What year was John Galliano born?,-,-,1960,-
What year was William F Galvin born?,-,-,1950,-
What year was James Galway born?,-,-,1939,-
What year was Jan-Michael Gambill born?,-,-,1977,-
What year was Indira Gandhi born?,-,-,1917,-
What year was Mohandas K Gandhi born?,-,-,1869,-
What year was Rajiv Gandhi born?,-,-,1944,-
What year was Sonia Gandhi born?,-,-,1946,-
What year was James Gandolfini born?,-,-,1961,-
What year was Herbert J Gans born?,-,-,1927,-
What year was Harvey Gantt born?,-,-,1943,-
What year was John Garamendi born?,-,-,1945,-
What year was Greta Garbo born?,-,-,1905,-
What year was Martin Garbus born?,-,-,1934,-
What year was Gil Garcetti born?,-,-,1941,-
What year was Federico Garcia Lorca born?,-,-,1898,-
What year was Alan Garcia born?,-,-,1949,-
What year was Jerry Garcia born?,-,-,1942,-
What year was Karim Garcia born?,-,-,1975,-
What year was Sergio Garcia born?,-,-,1980,-
What year was Nomar Garciaparra born?,-,-,1973,-
What year was Baltasar Garzon born?,-,-,1955,-
What year was Angela Gheorghiu born?,-,-,1965,-
What year was Carlos Ghosn born?,-,-,1954,-
What year was Alberto Giacometti born?,-,-,1901,-
What year was Jason Giambi born?,-,-,1971,-
What year was Althea Gibson born?,-,-,1927,-
What year was Charles Gibson born?,-,-,1943,-
What year was Mel Gibson born?,-,-,1956,-
What year was John Gielgud born?,-,-,1904,-
What year was Kathie Lee Gifford born?,-,-,1953,-
What year was Vincent Gigante born?,-,-,1928,-
What year was William S Gilbert born?,-,-,1836,-
What year was Brendan Gill born?,-,-,1914,-
What year was Kendall Gill born?,-,-,1968,-
What year was Dizzy Gillespie born?,-,-,1917,-
What year was Kirsten E Gillibrand born?,-,-,1966,-
What year was Carol Gilligan born?,-,-,1936,-
What year was Justin Gimelstob born?,-,-,1977,-
What year was Newt Gingrich born?,-,-,1943,-
What year was Allen Ginsberg born?,-,-,1926,-
What year was Ruth Bader Ginsburg born?,-,-,1933,-
What year was William H Ginsburg born?,-,-,1943,-
What year was Dana Gioia born?,-,-,1950,-
What year was Philip A Giordano born?,-,-,1963,-
What year was Joe Girardi born?,-,-,1964,-
What year was Robert Giroux born?,-,-,1914,-
What year was Lillian Gish born?,-,-,1893,-
What year was Todd Gitlin born?,-,-,1943,-
What year was Rudolph W Giuliani born?,-,-,1944,-
What year was Philip Glass born?,-,-,1937,-
What year was I Leo Glasser born?,-,-,1924,-
What year was Ira Glasser born?,-,-,1938,-
What year was Tom Glavine born?,-,-,1966,-
What year was Malcolm Glazer born?,-,-,1928,-
What year was Nathan Glazer born?,-,-,1923,-
What year was Jackie Gleason born?,-,-,1916,-
What year was James Gleick born?,-,-,1954,-
What year was Parris N Glendening born?,-,-,1942,-
What year was Mary Ann Glendon born?,-,-,1938,-
What year was Aaron Glenn born?,-,-,1972,-
What year was John Glenn born?,-,-,1921,-
What year was Evelyn Glennie born?,-,-,1965,-
What year was Deborah J Glick born?,-,-,1950,-
What year was Dan Glickman born?,-,-,1944,-
What year was Marty Glickman born?,-,-,1917,-
What year was Danny Glover born?,-,-,1946,-
What year was Savion Glover born?,-,-,1973,-
What year was Robert Gober born?,-,-,1954,-
What year was Jean-Luc Godard born?,-,-,1930,-
What year was Johann Wolfgang von Goethe born?,-,-,1749,-
What year was Bernhard H Goetz born?,-,-,1947,-
What year was Roberto C Goizueta born?,-,-,1931,-
What year was Whoopi Goldberg born?,-,-,1955,-
What year was Paul Goldberger born?,-,-,1950,-
What year was Howard Golden born?,-,-,1925,-
What year was Daniel Jonah Goldhagen born?,-,-,1959,-
What year was Daniel S Goldin born?,-,-,1940,-
What year was Ari L Goldman born?,-,-,1949,-
What year was James Goldsmith born?,-,-,1933,-
What year was Olivia Goldsmith born?,-,-,1949,-
What year was Andy Goldsworthy born?,-,-,1956,-
What year was Barry M Goldwater born?,-,-,1909,-
What year was Daniel Goleman born?,-,-,1946,-
What year was Tom Golisano born?,-,-,1941,-
What year was Andrew Golota born?,-,-,1968,-
What year was Alberto R Gonzales born?,-,-,1955,-
What year was Elian Gonzalez born?,-,-,1993,-
What year was Jane Goodall born?,-,-,1934,-
What year was Richard Goode born?,-,-,1943,-
What year was Roger Goodell born?,-,-,1959,-
What year was Dwight Gooden born?,-,-,1964,-
What year was Monica Goodling born?,-,-,1973,-
What year was Benny Goodman born?,-,-,1909,-
What year was John Goodman born?,-,-,1947,-
What year was Oscar B Goodman born?,-,-,1939,-
What year was Roy M Goodman born?,-,-,1930,-
What year was Doris Kearns Goodwin born?,-,-,1943,-
What year was Retief Goosen born?,-,-,1969,-
What year was Mikhail S Gorbachev born?,-,-,1931,-
What year was Nadine Gordimer born?,-,-,1923,-
What year was Jeff Gordon born?,-,-,1971,-
What year was Al Gore born?,-,-,1948,-
What year was Tipper Gore born?,-,-,1948,-
What year was Edward Gorey born?,-,-,1925,-
What year was Arshile Gorky born?,-,-,1904,-
What year was Slade Gorton born?,-,-,1928,-
What year was Porter J Goss born?,-,-,1938,-
What year was Betsy Gotbaum born?,-,-,1938,-
What year was Richard N Gottfried born?,-,-,1947,-
What year was John A Gotti born?,-,-,1964,-
What year was John J Gotti born?,-,-,1940,-
What year was Peter Gotti born?,-,-,1939,-
What year was Victoria Gotti born?,-,-,1962,-
What year was Robert Gottlieb born?,-,-,1931,-
What year was Glenn Gould born?,-,-,1932,-
What year was Stephen Jay Gould born?,-,-,1941,-
What year was Francisco de Goya born?,-,-,1746,-
What year was Steffi Graf born?,-,-,1969,-
What year was Billy Graham born?,-,-,1918,-
What year was Bob Graham born?,-,-,1936,-
What year was Franklin Graham born?,-,-,1952,-
What year was Kent Graham born?,-,-,1968,-
What year was Lindsey Graham born?,-,-,1955,-
What year was Martha Graham born?,-,-,1894,-
What year was Phil Gramm born?,-,-,1942,-
What year was Kelsey Grammer born?,-,-,1955,-
What year was Jennifer M Granholm born?,-,-,1959,-
What year was Hugh Grant born?,-,-,1960,-
What year was Ulysses S Grant born?,-,-,1822,-
What year was Gunter Grass born?,-,-,1927,-
What year was Charles E Grassley born?,-,-,1933,-
What year was Richard A Grasso born?,-,-,1946,-
What year was Salvatore Gravano born?,-,-,1945,-
What year was Adam Graves born?,-,-,1968,-
What year was Michael Graves born?,-,-,1934,-
What year was Spalding Gray born?,-,-,1941,-
What year was Elvis Grbac born?,-,-,1970,-
What year was Adolph Green born?,-,-,1914,-
What year was Mark Green born?,-,-,1945,-
What year was Peter Greenaway born?,-,-,1942,-
What year was Jeffrey W Greenberg born?,-,-,1951,-
What year was Maurice R Greenberg born?,-,-,1925,-
What year was Richard Greenberg born?,-,-,1958,-
What year was Graham Greene born?,-,-,1904,-
What year was Linda Greenhouse born?,-,-,1947,-
What year was Alan Greenspan born?,-,-,1926,-
What year was James C Greenwood born?,-,-,1951,-
What year was Judd Gregg born?,-,-,1947,-
What year was Christine O Gregoire born?,-,-,1947,-
What year was Vartan Gregorian born?,-,-,1934,-
What year was Wilton D Gregory born?,-,-,1947,-
What year was Michael Greif born?,-,-,1959,-
What year was Wayne Gretzky born?,-,-,1961,-
What year was Brad Grey born?,-,-,1957,-
What year was Thomas P Griesa born?,-,-,1930,-
What year was Brian Griese born?,-,-,1975,-
What year was Merv Griffin born?,-,-,1925,-
What year was Florence Griffith Joyner born?,-,-,1959,-
What year was Melanie Griffith born?,-,-,1957,-
What year was Martha Grimes born?,-,-,1931,-
What year was John Grisham born?,-,-,1955,-
What year was Al Groh born?,-,-,1944,-
What year was Red Grooms born?,-,-,1937,-
What year was Sebastien Grosjean born?,-,-,1978,-
What year was John Gross born?,-,-,1935,-
What year was David Grossman born?,-,-,1954,-
What year was Andrew S Grove born?,-,-,1936,-
What year was Elizabeth S Grubman born?,-,-,1971,-
What year was Felix J Jr Grucci born?,-,-,1951,-
What year was Jon Gruden born?,-,-,1963,-
What year was Ernie Grunfeld born?,-,-,1955,-
What year was John Guare born?,-,-,1938,-
What year was Peter Guber born?,-,-,1942,-
What year was Robert Guei born?,-,-,1941,-
What year was Bill Guerin born?,-,-,1970,-
What year was Vladimir Guerrero born?,-,-,1975,-
What year was Adam Guettel born?,-,-,1964,-
What year was Ernesto Guevara born?,-,-,1928,-
What year was Lani Guinier born?,-,-,1950,-
What year was Alec Guinness born?,-,-,1914,-
What year was Abdullah Gul born?,-,-,1950,-
What year was Thomas S Gulotta born?,-,-,1944,-
What year was Bryant Gumbel born?,-,-,1948,-
What year was Allan Gurganus born?,-,-,1947,-
What year was A R Gurney born?,-,-,1930,-
What year was Vladimir A Gusinsky born?,-,-,1952,-
What year was Jose Alexandre Gusmao born?,-,-,1946,-
What year was Philip Guston born?,-,-,1913,-
What year was Arlo Guthrie born?,-,-,1947,-
What year was Woody Guthrie born?,-,-,1912,-
What year was Lucio Gutierrez born?,-,-,1957,-
What year was Charles Gwathmey born?,-,-,1938,-
What year was Tony Gwynn born?,-,-,1960,-
What year was Jake Gyllenhaal born?,-,-,1980,-
What year was Maggie Gyllenhaal born?,-,-,1977,-
What year was Jay Haas born?,-,-,1953,-
What year was Tommy Haas born?,-,-,1978,-
What year was Richard N Haass born?,-,-,1951,-
What year was Clyde Haberman born?,-,-,1945,-
What year was B J Habibie born?,-,-,1936,-
What year was Gene Hackman born?,-,-,1930,-
What year was Charlie Haden born?,-,-,1937,-
What year was Zaha Hadid born?,-,-,1950,-
What year was Stephen J Hadley born?,-,-,1947,-
What year was Katie Hafner born?,-,-,1957,-
What year was Chuck Hagel born?,-,-,1946,-
What year was Uta Hagen born?,-,-,1919,-
What year was William Hague born?,-,-,1961,-
What year was James K Hahn born?,-,-,1950,-
What year was Jorg Haider born?,-,-,1950,-
What year was Bernard Haitink born?,-,-,1929,-
What year was Abdul Aziz al- Hakim born?,-,-,1953,-
What year was Mika Hakkinen born?,-,-,1968,-
What year was David Halberstam born?,-,-,1934,-
What year was Arsenio Hall born?,-,-,1956,-
What year was Roy Halladay born?,-,-,1977,-
What year was Lasse Hallstrom born?,-,-,1946,-
What year was Yasuo Hamanaka born?,-,-,1950,-
What year was Margaret A Hamburg born?,-,-,1955,-
What year was Salim Ahmed Hamdan born?,-,-,1970,-
What year was Yasser Esam Hamdi born?,-,-,1980,-
What year was Nizar Hamdoon born?,-,-,1944,-
What year was Prince Naseem Hamed born?,-,-,1974,-
What year was Pete Hamill born?,-,-,1935,-
What year was Alexander Hamilton born?,-,-,1755,-
What year was Darryl Hamilton born?,-,-,1964,-
What year was Lee H Hamilton born?,-,-,1931,-
What year was Marvin Hamlisch born?,-,-,1944,-
What year was Mia Hamm born?,-,-,1972,-
What year was Paul Hamm born?,-,-,1982,-
What year was Lionel Hampton born?,-,-,1908,-
What year was Mike Hampton born?,-,-,1972,-
What year was Rodney Hampton born?,-,-,1969,-
What year was Herbie Hancock born?,-,-,1940,-
What year was George Frederick Handel born?,-,-,1685,-
What year was Tom Hanks born?,-,-,1956,-
What year was Donna Hanover born?,-,-,1950,-
What year was Saul Hansell born?,-,-,1967,-
What year was Curtis Hanson born?,-,-,1945,-
What year was Victor Davis Hanson born?,-,-,1953,-
What year was Jim Harbaugh born?,-,-,1963,-
What year was John Harbison born?,-,-,1938,-
What year was Anfernee Hardaway born?,-,-,1971,-
What year was Tim Hardaway born?,-,-,1966,-
What year was Marcia Gay Harden born?,-,-,1959,-
What year was Rusty Hardin born?,-,-,1941,-
What year was Tonya Harding born?,-,-,1970,-
What year was Mike Hargrove born?,-,-,1949,-
What year was Keith Haring born?,-,-,1958,-
What year was Rafik Hariri born?,-,-,1944,-
What year was Tom Harkin born?,-,-,1939,-
What year was Jane Harman born?,-,-,1945,-
What year was Amy Harmon born?,-,-,1968,-
What year was Sheldon Harnick born?,-,-,1924,-
What year was Pete Harnisch born?,-,-,1966,-
What year was Nikolaus Harnoncourt born?,-,-,1929,-
What year was Woody Harrelson born?,-,-,1961,-
What year was Pamela Harriman born?,-,-,1920,-
What year was Padraig Harrington born?,-,-,1971,-
What year was Ed Harris born?,-,-,1950,-
What year was Emmylou Harris born?,-,-,1947,-
What year was Julie Harris born?,-,-,1925,-
What year was Katherine Harris born?,-,-,1957,-
What year was George Harrison born?,-,-,1943,-
What year was Kathryn Harrison born?,-,-,1961,-
What year was Scott Harshbarger born?,-,-,1941,-
What year was Gary Hart born?,-,-,1936,-
What year was Kitty Carlisle Hart born?,-,-,1910,-
What year was Moss Hart born?,-,-,1904,-
What year was Hal Hartley born?,-,-,1959,-
What year was Kevin Harvick born?,-,-,1975,-
What year was Ryutaro Hashimoto born?,-,-,1937,-
What year was J Dennis Hastert born?,-,-,1942,-
What year was Orrin G Hatch born?,-,-,1934,-
What year was Steven J Hatfill born?,-,-,1953,-
What year was Ethan Hawke born?,-,-,1970,-
What year was Stephen W Hawking born?,-,-,1942,-
What year was Masaru Hayami born?,-,-,1925,-
What year was Tom Hayden born?,-,-,1939,-
What year was Franz Joseph Haydn born?,-,-,1732,-
What year was Helen Hayes born?,-,-,1900,-
What year was Todd Haynes born?,-,-,1961,-
What year was Chuck Haytaian born?,-,-,1938,-
What year was Bernadine Healy born?,-,-,1944,-
What year was Jerramiah T Healy born?,-,-,1950,-
What year was Seamus Heaney born?,-,-,1939,-
What year was Anne Heche born?,-,-,1969,-
What year was Virginia Heffernan born?,-,-,1969,-
What year was Hugh Hefner born?,-,-,1926,-
What year was Martin Heidegger born?,-,-,1889,-
What year was Teresa Heinz Kerry born?,-,-,1938,-
What year was Werner Heisenberg born?,-,-,1901,-
What year was John Hejduk born?,-,-,1929,-
What year was Gulbuddin Hekmatyar born?,-,-,1947,-
What year was David Helfgott born?,-,-,1947,-
What year was Joseph Heller born?,-,-,1923,-
What year was Alvin K Hellerstein born?,-,-,1933,-
What year was Lillian Hellman born?,-,-,1905,-
What year was Jesse Helms born?,-,-,1921,-
What year was Harry B Helmsley born?,-,-,1909,-
What year was Leona Helmsley born?,-,-,1920,-
What year was Sally Hemings born?,-,-,1773,-
What year was Ernest Hemingway born?,-,-,1899,-
What year was Rickey Henderson born?,-,-,1958,-
What year was Skitch Henderson born?,-,-,1918,-
What year was Jimi Hendrix born?,-,-,1942,-
What year was Justine Henin born?,-,-,1982,-
What year was Beth Henley born?,-,-,1952,-
What year was Don Henley born?,-,-,1947,-
What year was Tim Henman born?,-,-,1974,-
What year was Drew Henson born?,-,-,1980,-
What year was Hans Werner Henze born?,-,-,1926,-
What year was Audrey Hepburn born?,-,-,1929,-
What year was Katharine Hepburn born?,-,-,1907,-
What year was Ben Heppner born?,-,-,1956,-
What year was John Herbers born?,-,-,1923,-
What year was Bob Herbert born?,-,-,1945,-
What year was Alexis M Herman born?,-,-,1947,-
What year was Jerry Herman born?,-,-,1931,-
What year was Keith Hernandez born?,-,-,1953,-
What year was Livan Hernandez born?,-,-,1975,-
What year was Seymour M Hersh born?,-,-,1937,-
What year was Orel Hershiser born?,-,-,1958,-
What year was Arthur Hertzberg born?,-,-,1921,-
What year was Chaim Herzog born?,-,-,1918,-
What year was Werner Herzog born?,-,-,1942,-
What year was Leon Hess born?,-,-,1914,-
What year was Amanda Hesser born?,-,-,1971,-
What year was Charlton Heston born?,-,-,1923,-
