,Unnamed: 0.1,Unnamed: 0,statement,label,city,country,correct_country,question,question_with_answer,answer,filtered_answer,is_correct
2763,2763,2763,The city of Las Parejas is in Argentina.,1,Las Parejas,Argentina,Argentina,In which country is the city of Las Parejas located?,In which country is the city of Las Parejas located? Argentina.,Argentina. I finished,Argentina,True
2764,2764,2764,The city of Jiulongshan is in China.,1,Jiulongshan,China,China,In which country is the city of Jiulongshan located?,In which country is the city of Jiulongshan located? China.,China. I finished,China,True
2765,2765,2765,The city of Saint-Cyr-sur-le-Rhone is in France.,1,Saint-Cyr-sur-le-Rhone,France,France,In which country is the city of Saint-Cyr-sur-le-Rhone located?,In which country is the city of Saint-Cyr-sur-le-Rhone located? France.,France. I finished,France,True
2766,2766,2766,The city of Blackfoot is in United States.,1,Blackfoot,United States,United States,In which country is the city of Blackfoot located?,In which country is the city of Blackfoot located? United States.,Canada. I finished,Canada,False
2767,2767,2767,The city of Haiku-Pauwela is in United States.,1,Haiku-Pauwela,United States,United States,In which country is the city of Haiku-Pauwela located?,In which country is the city of Haiku-Pauwela located? United States.,Hawaii. I finished,Hawaii,False
2768,2768,2768,The city of Pouzigui is in Côte d'Ivoire.,1,Pouzigui,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Pouzigui located?,In which country is the city of Pouzigui located? Côte d'Ivoire.,France. I finished,France,False
2769,2769,2769,The city of Al Mazar al Janubi is in Jordan.,1,Al Mazar al Janubi,Jordan,Jordan,In which country is the city of Al Mazar al Janubi located?,In which country is the city of Al Mazar al Janubi located? Jordan.,Afghanistan. I finished,Afghanistan,False
2770,2770,2770,The city of Cabog is in Philippines.,1,Cabog,Philippines,Philippines,In which country is the city of Cabog located?,In which country is the city of Cabog located? Philippines.,I don't know. I finished,I don't know,False
2771,2771,2771,The city of Iida is in Japan.,1,Iida,Japan,Japan,In which country is the city of Iida located?,In which country is the city of Iida located? Japan.,Japan. I finished,Japan,True
2772,2772,2772,The city of Geldermalsen is in Netherlands.,1,Geldermalsen,Netherlands,Netherlands,In which country is the city of Geldermalsen located?,In which country is the city of Geldermalsen located? Netherlands.,Netherlands. I finished,Netherlands,True
2773,2773,2773,The city of Paatan is in Philippines.,1,Paatan,Philippines,Philippines,In which country is the city of Paatan located?,In which country is the city of Paatan located? Philippines.,India. I finished,India,False
2774,2774,2774,The city of Chiaramonti is in Italy.,1,Chiaramonti,Italy,Italy,In which country is the city of Chiaramonti located?,In which country is the city of Chiaramonti located? Italy.,Italy. I finished,Italy,True
2775,2775,2775,The city of Princes Lakes is in United States.,1,Princes Lakes,United States,United States,In which country is the city of Princes Lakes located?,In which country is the city of Princes Lakes located? United States.,Australia. I finished,Australia,False
2776,2776,2776,The city of Ibach is in Switzerland.,1,Ibach,Switzerland,Switzerland,In which country is the city of Ibach located?,In which country is the city of Ibach located? Switzerland.,Switzerland. I finished,Switzerland,True
2777,2777,2777,The city of Bassadzin is in Côte d'Ivoire.,1,Bassadzin,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Bassadzin located?,In which country is the city of Bassadzin located? Côte d'Ivoire.,I don't know. I finished,I don't know,False
2778,2778,2778,The city of Villa Rumipal is in Argentina.,1,Villa Rumipal,Argentina,Argentina,In which country is the city of Villa Rumipal located?,In which country is the city of Villa Rumipal located? Argentina.,Argentina. I finished,Argentina,True
2779,2779,2779,The city of Likhoy is in Russian Federation.,1,Likhoy,Russian Federation,Russian Federation,In which country is the city of Likhoy located?,In which country is the city of Likhoy located? Russian Federation.,I don't know. I finished,I don't know,False
2780,2780,2780,The city of Thanesar is in India.,1,Thanesar,India,India,In which country is the city of Thanesar located?,In which country is the city of Thanesar located? India.,India. I finished,India,True
2781,2781,2781,The city of Ruiz is in Mexico.,1,Ruiz,Mexico,Mexico,In which country is the city of Ruiz located?,In which country is the city of Ruiz located? Mexico.,There is no city called Ruiz. I finished,There is no city called Ruiz,False
2782,2782,2782,The city of Zhukovsky is in Russian Federation.,1,Zhukovsky,Russian Federation,Russian Federation,In which country is the city of Zhukovsky located?,In which country is the city of Zhukovsky located? Russian Federation.,Russia. I finished,Russia,True
2783,2783,2783,The city of Pamel is in Belgium.,1,Pamel,Belgium,Belgium,In which country is the city of Pamel located?,In which country is the city of Pamel located? Belgium.,There is no such city as Pamel. I finished,There is no such city as Pamel,False
2784,2784,2784,The city of La Roca is in Mexico.,1,La Roca,Mexico,Mexico,In which country is the city of La Roca located?,In which country is the city of La Roca located? Mexico.,Spain. I finished,Spain,False
2785,2785,2785,The city of Lutwyche is in Australia.,1,Lutwyche,Australia,Australia,In which country is the city of Lutwyche located?,In which country is the city of Lutwyche located? Australia.,Australia. I finished,Australia,True
2786,2786,2786,The city of Wilson-Conococheague is in United States.,1,Wilson-Conococheague,United States,United States,In which country is the city of Wilson-Conococheague located?,In which country is the city of Wilson-Conococheague located? United States.,United States. I finished,United States,True
2787,2787,2787,The city of Geltendorf is in Germany.,1,Geltendorf,Germany,Germany,In which country is the city of Geltendorf located?,In which country is the city of Geltendorf located? Germany.,Germany. I finished,Germany,True
2788,2788,2788,The city of Kirchen is in Germany.,1,Kirchen,Germany,Germany,In which country is the city of Kirchen located?,In which country is the city of Kirchen located? Germany.,Germany. I finished,Germany,True
2789,2789,2789,The city of Kibwezi is in Kenya.,1,Kibwezi,Kenya,Kenya,In which country is the city of Kibwezi located?,In which country is the city of Kibwezi located? Kenya.,Kenya. I finished,Kenya,True
2790,2790,2790,The city of Marston is in United Kingdom.,1,Marston,United Kingdom,United Kingdom,In which country is the city of Marston located?,In which country is the city of Marston located? United Kingdom.,I don't know. I finished,I don't know,False
2791,2791,2791,The city of Halfeti is in Turkey.,1,Halfeti,Turkey,Turkey,In which country is the city of Halfeti located?,In which country is the city of Halfeti located? Turkey.,Turkey. I finished,Turkey,True
2792,2792,2792,The city of Lehesten is in Germany.,1,Lehesten,Germany,Germany,In which country is the city of Lehesten located?,In which country is the city of Lehesten located? Germany.,Germany. I finished,Germany,True
2793,2793,2793,The city of Chaillevette is in France.,1,Chaillevette,France,France,In which country is the city of Chaillevette located?,In which country is the city of Chaillevette located? France.,France. I finished,France,True
2794,2794,2794,The city of Palian is in Philippines.,1,Palian,Philippines,Philippines,In which country is the city of Palian located?,In which country is the city of Palian located? Philippines.,I don't know. I finished,I don't know,False
2795,2795,2795,The city of Opinogora Gorna is in Poland.,1,Opinogora Gorna,Poland,Poland,In which country is the city of Opinogora Gorna located?,In which country is the city of Opinogora Gorna located? Poland.,Bulgaria. I finished,Bulgaria,False
2796,2796,2796,The city of Racoviteni is in Romania.,1,Racoviteni,Romania,Romania,In which country is the city of Racoviteni located?,In which country is the city of Racoviteni located? Romania.,Romania. I finished,Romania,True
2797,2797,2797,The city of Kekegoza is in Côte d'Ivoire.,1,Kekegoza,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Kekegoza located?,In which country is the city of Kekegoza located? Côte d'Ivoire.,I don't know. I finished,I don't know,False
2798,2798,2798,The city of Illzach is in France.,1,Illzach,France,France,In which country is the city of Illzach located?,In which country is the city of Illzach located? France.,France. I finished,France,True
2799,2799,2799,The city of Albalate del Arzobispo is in Spain.,1,Albalate del Arzobispo,Spain,Spain,In which country is the city of Albalate del Arzobispo located?,In which country is the city of Albalate del Arzobispo located? Spain.,Spain. I finished,Spain,True
2800,2800,2800,The city of Mlyniv is in Ukraine.,1,Mlyniv,Ukraine,Ukraine,In which country is the city of Mlyniv located?,In which country is the city of Mlyniv located? Ukraine.,Ukraine. I finished,Ukraine,True
2801,2801,2801,The city of Oporow is in Poland.,1,Oporow,Poland,Poland,In which country is the city of Oporow located?,In which country is the city of Oporow located? Poland.,Poland. I finished,Poland,True
2802,2802,2802,The city of Albert Town is in Jamaica.,1,Albert Town,Jamaica,Jamaica,In which country is the city of Albert Town located?,In which country is the city of Albert Town located? Jamaica.,New Zealand. I finished,New Zealand,False
2803,2803,2803,The city of Mihalgazi is in Turkey.,1,Mihalgazi,Turkey,Turkey,In which country is the city of Mihalgazi located?,In which country is the city of Mihalgazi located? Turkey.,Turkey. I finished,Turkey,True
2804,2804,2804,The city of Hetlingen is in Germany.,1,Hetlingen,Germany,Germany,In which country is the city of Hetlingen located?,In which country is the city of Hetlingen located? Germany.,Germany. I finished,Germany,True
2805,2805,2805,The city of Inzing is in Austria.,1,Inzing,Austria,Austria,In which country is the city of Inzing located?,In which country is the city of Inzing located? Austria.,Austria. I finished,Austria,True
2806,2806,2806,The city of Isgoren is in Turkey.,1,Isgoren,Turkey,Turkey,In which country is the city of Isgoren located?,In which country is the city of Isgoren located? Turkey.,I don't know. I finished,I don't know,False
2807,2807,2807,The city of Bailu is in China.,1,Bailu,China,China,In which country is the city of Bailu located?,In which country is the city of Bailu located? China.,China. I finished,China,True
2808,2808,2808,The city of Fagagna is in Italy.,1,Fagagna,Italy,Italy,In which country is the city of Fagagna located?,In which country is the city of Fagagna located? Italy.,Italy. I finished,Italy,True
2809,2809,2809,The city of Letzlingen is in Germany.,1,Letzlingen,Germany,Germany,In which country is the city of Letzlingen located?,In which country is the city of Letzlingen located? Germany.,Germany. I finished,Germany,True
2810,2810,2810,The city of Usulutan is in El Salvador.,1,Usulutan,El Salvador,El Salvador,In which country is the city of Usulutan located?,In which country is the city of Usulutan located? El Salvador.,El Salvador. I finished,El Salvador,True
2811,2811,2811,The city of Binay is in Philippines.,1,Binay,Philippines,Philippines,In which country is the city of Binay located?,In which country is the city of Binay located? Philippines.,I don't know. I finished,I don't know,False
2812,2812,2812,The city of Aldavilla is in Australia.,1,Aldavilla,Australia,Australia,In which country is the city of Aldavilla located?,In which country is the city of Aldavilla located? Australia.,Australia. I finished,Australia,True
2813,2813,2813,The city of Ndjole is in Gabon.,1,Ndjole,Gabon,Gabon,In which country is the city of Ndjole located?,In which country is the city of Ndjole located? Gabon.,Gabon. I finished,Gabon,True
2814,2814,2814,The city of Resaroe is in Sweden.,1,Resaroe,Sweden,Sweden,In which country is the city of Resaroe located?,In which country is the city of Resaroe located? Sweden.,Denmark. I finished,Denmark,False
2815,2815,2815,The city of Obarsia de Camp is in Romania.,1,Obarsia de Camp,Romania,Romania,In which country is the city of Obarsia de Camp located?,In which country is the city of Obarsia de Camp located? Romania.,Romania. I finished,Romania,True
2816,2816,2816,The city of Zyrya is in Azerbaijan.,1,Zyrya,Azerbaijan,Azerbaijan,In which country is the city of Zyrya located?,In which country is the city of Zyrya located? Azerbaijan.,I don't know. I finished,I don't know,False
2817,2817,2817,The city of Grimbergen is in Belgium.,1,Grimbergen,Belgium,Belgium,In which country is the city of Grimbergen located?,In which country is the city of Grimbergen located? Belgium.,Belgium. I finished,Belgium,True
2818,2818,2818,The city of Hoeflein is in Austria.,1,Hoeflein,Austria,Austria,In which country is the city of Hoeflein located?,In which country is the city of Hoeflein located? Austria.,Austria. I finished,Austria,True
2819,2819,2819,The city of La Cruz de Rio Grande is in Nicaragua.,1,La Cruz de Rio Grande,Nicaragua,Nicaragua,In which country is the city of La Cruz de Rio Grande located?,In which country is the city of La Cruz de Rio Grande located? Nicaragua.,Mexico. I finished,Mexico,False
2820,2820,2820,The city of Riotorto is in Spain.,1,Riotorto,Spain,Spain,In which country is the city of Riotorto located?,In which country is the city of Riotorto located? Spain.,Portugal. I finished,Portugal,False
2821,2821,2821,The city of Dausa is in India.,1,Dausa,India,India,In which country is the city of Dausa located?,In which country is the city of Dausa located? India.,India. I finished,India,True
2822,2822,2822,The city of Aralik is in Turkey.,1,Aralik,Turkey,Turkey,In which country is the city of Aralik located?,In which country is the city of Aralik located? Turkey.,I don't know. I finished,I don't know,False
2823,2823,2823,The city of Zubia is in Spain.,1,Zubia,Spain,Spain,In which country is the city of Zubia located?,In which country is the city of Zubia located? Spain.,Spain. I finished,Spain,True
2824,2824,2824,The city of TsurHadassa is in Israel.,1,TsurHadassa,Israel,Israel,In which country is the city of TsurHadassa located?,In which country is the city of TsurHadassa located? Israel.,Israel. I finished,Israel,True
2825,2825,2825,The city of Vipiteno is in Italy.,1,Vipiteno,Italy,Italy,In which country is the city of Vipiteno located?,In which country is the city of Vipiteno located? Italy.,Italy. I finished,Italy,True
2826,2826,2826,The city of Caronia is in Italy.,1,Caronia,Italy,Italy,In which country is the city of Caronia located?,In which country is the city of Caronia located? Italy.,Italy. I finished,Italy,True
2827,2827,2827,The city of Esperanca is in Brazil.,1,Esperanca,Brazil,Brazil,In which country is the city of Esperanca located?,In which country is the city of Esperanca located? Brazil.,Portugal. I finished,Portugal,False
2828,2828,2828,The city of Narasapur is in India.,1,Narasapur,India,India,In which country is the city of Narasapur located?,In which country is the city of Narasapur located? India.,India. I finished,India,True
2829,2829,2829,The city of Ladrillar is in Spain.,1,Ladrillar,Spain,Spain,In which country is the city of Ladrillar located?,In which country is the city of Ladrillar located? Spain.,Spain. I finished,Spain,True
2830,2830,2830,The city of Khao Yoi is in Thailand.,1,Khao Yoi,Thailand,Thailand,In which country is the city of Khao Yoi located?,In which country is the city of Khao Yoi located? Thailand.,Thailand. I finished,Thailand,True
2831,2831,2831,The city of Ivry-sur-Seine is in France.,1,Ivry-sur-Seine,France,France,In which country is the city of Ivry-sur-Seine located?,In which country is the city of Ivry-sur-Seine located? France.,France. I finished,France,True
2832,2832,2832,The city of Phaphund is in India.,1,Phaphund,India,India,In which country is the city of Phaphund located?,In which country is the city of Phaphund located? India.,India. I finished,India,True
2833,2833,2833,The city of Montesa is in Spain.,1,Montesa,Spain,Spain,In which country is the city of Montesa located?,In which country is the city of Montesa located? Spain.,Spain. I finished,Spain,True
2834,2834,2834,The city of Jonadi is in Italy.,1,Jonadi,Italy,Italy,In which country is the city of Jonadi located?,In which country is the city of Jonadi located? Italy.,Italy. I finished,Italy,True
2835,2835,2835,The city of Krasnyye Chetai is in Russian Federation.,1,Krasnyye Chetai,Russian Federation,Russian Federation,In which country is the city of Krasnyye Chetai located?,In which country is the city of Krasnyye Chetai located? Russian Federation.,Russia. I finished,Russia,True
2836,2836,2836,The city of Pinhal Novo is in Portugal.,1,Pinhal Novo,Portugal,Portugal,In which country is the city of Pinhal Novo located?,In which country is the city of Pinhal Novo located? Portugal.,Portugal. I finished,Portugal,True
2837,2837,2837,The city of Terres is in Italy.,1,Terres,Italy,Italy,In which country is the city of Terres located?,In which country is the city of Terres located? Italy.,I don't know. I finished,I don't know,False
2838,2838,2838,The city of Capdesaso is in Spain.,1,Capdesaso,Spain,Spain,In which country is the city of Capdesaso located?,In which country is the city of Capdesaso located? Spain.,Spain. I finished,Spain,True
2839,2839,2839,The city of Saint-Laurent-de-la-Pree is in France.,1,Saint-Laurent-de-la-Pree,France,France,In which country is the city of Saint-Laurent-de-la-Pree located?,In which country is the city of Saint-Laurent-de-la-Pree located? France.,France. I finished,France,True
2840,2840,2840,The city of Esztergom is in Hungary.,1,Esztergom,Hungary,Hungary,In which country is the city of Esztergom located?,In which country is the city of Esztergom located? Hungary.,Hungary. I finished,Hungary,True
2841,2841,2841,The city of Giugliano in Campania is in Italy.,1,Giugliano in Campania,Italy,Italy,In which country is the city of Giugliano in Campania located?,In which country is the city of Giugliano in Campania located? Italy.,Italy. I finished,Italy,True
2842,2842,2842,The city of Bonn is in Germany.,1,Bonn,Germany,Germany,In which country is the city of Bonn located?,In which country is the city of Bonn located? Germany.,Germany. I finished,Germany,True
2843,2843,2843,The city of Koprivshtitsa is in Bulgaria.,1,Koprivshtitsa,Bulgaria,Bulgaria,In which country is the city of Koprivshtitsa located?,In which country is the city of Koprivshtitsa located? Bulgaria.,Bulgaria. I finished,Bulgaria,True
2844,2844,2844,The city of Saluzzo is in Italy.,1,Saluzzo,Italy,Italy,In which country is the city of Saluzzo located?,In which country is the city of Saluzzo located? Italy.,Italy. I finished,Italy,True
2845,2845,2845,The city of Ranlo is in United States.,1,Ranlo,United States,United States,In which country is the city of Ranlo located?,In which country is the city of Ranlo located? United States.,United States. I finished,United States,True
2846,2846,2846,The city of Gaupne is in Norway.,1,Gaupne,Norway,Norway,In which country is the city of Gaupne located?,In which country is the city of Gaupne located? Norway.,Norway. I finished,Norway,True
2847,2847,2847,The city of Villar de Canas is in Spain.,1,Villar de Canas,Spain,Spain,In which country is the city of Villar de Canas located?,In which country is the city of Villar de Canas located? Spain.,Spain. I finished,Spain,True
2848,2848,2848,The city of El Toboso is in Spain.,1,El Toboso,Spain,Spain,In which country is the city of El Toboso located?,In which country is the city of El Toboso located? Spain.,Spain. I finished,Spain,True
2849,2849,2849,The city of Niedzica is in Poland.,1,Niedzica,Poland,Poland,In which country is the city of Niedzica located?,In which country is the city of Niedzica located? Poland.,Poland. I finished,Poland,True
2850,2850,2850,The city of My Drarga is in Morocco.,1,My Drarga,Morocco,Morocco,In which country is the city of My Drarga located?,In which country is the city of My Drarga located? Morocco.,I don't know. I finished,I don't know,False
2851,2851,2851,The city of Hewitt is in United States.,1,Hewitt,United States,United States,In which country is the city of Hewitt located?,In which country is the city of Hewitt located? United States.,I don't know. I finished,I don't know,False
2852,2852,2852,The city of Alabug is in Philippines.,1,Alabug,Philippines,Philippines,In which country is the city of Alabug located?,In which country is the city of Alabug located? Philippines.,I don't know. I finished,I don't know,False
2853,2853,2853,The city of Villafeliche is in Spain.,1,Villafeliche,Spain,Spain,In which country is the city of Villafeliche located?,In which country is the city of Villafeliche located? Spain.,Spain. I finished,Spain,True
2854,2854,2854,The city of Bolton Point is in Australia.,1,Bolton Point,Australia,Australia,In which country is the city of Bolton Point located?,In which country is the city of Bolton Point located? Australia.,Australia. I finished,Australia,True
2855,2855,2855,The city of Driouch is in Morocco.,1,Driouch,Morocco,Morocco,In which country is the city of Driouch located?,In which country is the city of Driouch located? Morocco.,Morocco. I finished,Morocco,True
2856,2856,2856,The city of Apalit is in Philippines.,1,Apalit,Philippines,Philippines,In which country is the city of Apalit located?,In which country is the city of Apalit located? Philippines.,Philippines. I finished,Philippines,True
2857,2857,2857,"The city of Dubasari is in Moldova, Republic of.",1,Dubasari,"Moldova, Republic of","Moldova, Republic of",In which country is the city of Dubasari located?,"In which country is the city of Dubasari located? Moldova, Republic of.",Moldova. I finished,Moldova,False
2858,2858,2858,The city of Villasayas is in Spain.,1,Villasayas,Spain,Spain,In which country is the city of Villasayas located?,In which country is the city of Villasayas located? Spain.,Spain. I finished,Spain,True
2859,2859,2859,The city of Laguna de Contreras is in Spain.,1,Laguna de Contreras,Spain,Spain,In which country is the city of Laguna de Contreras located?,In which country is the city of Laguna de Contreras located? Spain.,Mexico. I finished,Mexico,False
2860,2860,2860,The city of Dese is in Italy.,1,Dese,Italy,Italy,In which country is the city of Dese located?,In which country is the city of Dese located? Italy.,Brazil. I finished,Brazil,False
2861,2861,2861,The city of Irganay is in Russian Federation.,1,Irganay,Russian Federation,Russian Federation,In which country is the city of Irganay located?,In which country is the city of Irganay located? Russian Federation.,I don't know. I finished,I don't know,False
2862,2862,2862,The city of Tollo is in Italy.,1,Tollo,Italy,Italy,In which country is the city of Tollo located?,In which country is the city of Tollo located? Italy.,Italy. I finished,Italy,True
2863,2863,2863,The city of Vlaardingen is in Netherlands.,1,Vlaardingen,Netherlands,Netherlands,In which country is the city of Vlaardingen located?,In which country is the city of Vlaardingen located? Netherlands.,Netherlands. I finished,Netherlands,True
2864,2864,2864,The city of Tornadizos de Avila is in Spain.,1,Tornadizos de Avila,Spain,Spain,In which country is the city of Tornadizos de Avila located?,In which country is the city of Tornadizos de Avila located? Spain.,Spain. I finished,Spain,True
2865,2865,2865,The city of Monterosso Almo is in Italy.,1,Monterosso Almo,Italy,Italy,In which country is the city of Monterosso Almo located?,In which country is the city of Monterosso Almo located? Italy.,Italy. I finished,Italy,True
2866,2866,2866,The city of Taksimo is in Russian Federation.,1,Taksimo,Russian Federation,Russian Federation,In which country is the city of Taksimo located?,In which country is the city of Taksimo located? Russian Federation.,Turkey. I finished,Turkey,False
2867,2867,2867,The city of Coixtlahuaca is in Mexico.,1,Coixtlahuaca,Mexico,Mexico,In which country is the city of Coixtlahuaca located?,In which country is the city of Coixtlahuaca located? Mexico.,Mexico. I finished,Mexico,True
2868,2868,2868,The city of Bredenbek is in Germany.,1,Bredenbek,Germany,Germany,In which country is the city of Bredenbek located?,In which country is the city of Bredenbek located? Germany.,Germany. I finished,Germany,True
2869,2869,2869,The city of San Pedro de Jujuy is in Argentina.,1,San Pedro de Jujuy,Argentina,Argentina,In which country is the city of San Pedro de Jujuy located?,In which country is the city of San Pedro de Jujuy located? Argentina.,Argentina. I finished,Argentina,True
2870,2870,2870,The city of La Patria is in Mexico.,1,La Patria,Mexico,Mexico,In which country is the city of La Patria located?,In which country is the city of La Patria located? Mexico.,I don't know. I finished,I don't know,False
2871,2871,2871,The city of Armash is in Armenia.,1,Armash,Armenia,Armenia,In which country is the city of Armash located?,In which country is the city of Armash located? Armenia.,Armenia. I finished,Armenia,True
2872,2872,2872,The city of Simsbury Center is in United States.,1,Simsbury Center,United States,United States,In which country is the city of Simsbury Center located?,In which country is the city of Simsbury Center located? United States.,United States. I finished,United States,True
2873,2873,2873,The city of Chiclana de la Frontera is in Spain.,1,Chiclana de la Frontera,Spain,Spain,In which country is the city of Chiclana de la Frontera located?,In which country is the city of Chiclana de la Frontera located? Spain.,Spain. I finished,Spain,True
2874,2874,2874,The city of Bhiwandi is in India.,1,Bhiwandi,India,India,In which country is the city of Bhiwandi located?,In which country is the city of Bhiwandi located? India.,India. I finished,India,True
2875,2875,2875,The city of Tuim is in Russian Federation.,1,Tuim,Russian Federation,Russian Federation,In which country is the city of Tuim located?,In which country is the city of Tuim located? Russian Federation.,"Tuim is not a city, so I don't know. I finished","Tuim is not a city, so I don't know",False
2876,2876,2876,The city of Oberwaltersdorf is in Austria.,1,Oberwaltersdorf,Austria,Austria,In which country is the city of Oberwaltersdorf located?,In which country is the city of Oberwaltersdorf located? Austria.,Austria. I finished,Austria,True
2877,2877,2877,The city of San Juan del Cesar is in Colombia.,1,San Juan del Cesar,Colombia,Colombia,In which country is the city of San Juan del Cesar located?,In which country is the city of San Juan del Cesar located? Colombia.,Colombia. I finished,Colombia,True
2878,2878,2878,The city of Tworkow is in Poland.,1,Tworkow,Poland,Poland,In which country is the city of Tworkow located?,In which country is the city of Tworkow located? Poland.,Poland. I finished,Poland,True
2879,2879,2879,The city of Capitan Bado is in Paraguay.,1,Capitan Bado,Paraguay,Paraguay,In which country is the city of Capitan Bado located?,In which country is the city of Capitan Bado located? Paraguay.,Argentina. I finished,Argentina,False
2880,2880,2880,The city of Scandicci is in Italy.,1,Scandicci,Italy,Italy,In which country is the city of Scandicci located?,In which country is the city of Scandicci located? Italy.,Italy. I finished,Italy,True
2881,2881,2881,The city of Peccioli is in Italy.,1,Peccioli,Italy,Italy,In which country is the city of Peccioli located?,In which country is the city of Peccioli located? Italy.,Italy. I finished,Italy,True
2882,2882,2882,The city of Collioure is in France.,1,Collioure,France,France,In which country is the city of Collioure located?,In which country is the city of Collioure located? France.,France. I finished,France,True
2883,2883,2883,The city of Chualar is in United States.,1,Chualar,United States,United States,In which country is the city of Chualar located?,In which country is the city of Chualar located? United States.,Mexico. I finished,Mexico,False
2884,2884,2884,The city of Parhauti is in Romania.,1,Parhauti,Romania,Romania,In which country is the city of Parhauti located?,In which country is the city of Parhauti located? Romania.,India. I finished,India,False
2885,2885,2885,The city of Sanghan is in Philippines.,1,Sanghan,Philippines,Philippines,In which country is the city of Sanghan located?,In which country is the city of Sanghan located? Philippines.,South Korea. I finished,South Korea,False
2886,2886,2886,The city of Ivrea is in Italy.,1,Ivrea,Italy,Italy,In which country is the city of Ivrea located?,In which country is the city of Ivrea located? Italy.,Italy. I finished,Italy,True
2887,2887,2887,The city of Vennecy is in France.,1,Vennecy,France,France,In which country is the city of Vennecy located?,In which country is the city of Vennecy located? France.,France. I finished,France,True
2888,2888,2888,The city of Santiago Millas is in Spain.,1,Santiago Millas,Spain,Spain,In which country is the city of Santiago Millas located?,In which country is the city of Santiago Millas located? Spain.,Spain. I finished,Spain,True
2889,2889,2889,The city of Lenta is in Italy.,1,Lenta,Italy,Italy,In which country is the city of Lenta located?,In which country is the city of Lenta located? Italy.,I don't know. I finished,I don't know,False
2890,2890,2890,The city of Bohuslavice is in Czech Republic.,1,Bohuslavice,Czech Republic,Czech Republic,In which country is the city of Bohuslavice located?,In which country is the city of Bohuslavice located? Czech Republic.,Czech Republic. I finished,Czech Republic,True
2891,2891,2891,The city of Carspach is in France.,1,Carspach,France,France,In which country is the city of Carspach located?,In which country is the city of Carspach located? France.,France. I finished,France,True
2892,2892,2892,The city of Shuangshu is in China.,1,Shuangshu,China,China,In which country is the city of Shuangshu located?,In which country is the city of Shuangshu located? China.,China. I finished,China,True
2893,2893,2893,The city of Cuetzala del Progreso is in Mexico.,1,Cuetzala del Progreso,Mexico,Mexico,In which country is the city of Cuetzala del Progreso located?,In which country is the city of Cuetzala del Progreso located? Mexico.,Mexico. I finished,Mexico,True
2894,2894,2894,The city of Sibutao is in Philippines.,1,Sibutao,Philippines,Philippines,In which country is the city of Sibutao located?,In which country is the city of Sibutao located? Philippines.,Philippines. I finished,Philippines,True
2895,2895,2895,The city of Doyet is in France.,1,Doyet,France,France,In which country is the city of Doyet located?,In which country is the city of Doyet located? France.,France. I finished,France,True
2896,2896,2896,The city of Stoessing is in Austria.,1,Stoessing,Austria,Austria,In which country is the city of Stoessing located?,In which country is the city of Stoessing located? Austria.,I don't know. I finished,I don't know,False
2897,2897,2897,The city of Fuentearmegil is in Spain.,1,Fuentearmegil,Spain,Spain,In which country is the city of Fuentearmegil located?,In which country is the city of Fuentearmegil located? Spain.,Spain. I finished,Spain,True
2898,2898,2898,The city of Hockliffe is in United Kingdom.,1,Hockliffe,United Kingdom,United Kingdom,In which country is the city of Hockliffe located?,In which country is the city of Hockliffe located? United Kingdom.,England. I finished,England,False
2899,2899,2899,The city of Marielund is in Sweden.,1,Marielund,Sweden,Sweden,In which country is the city of Marielund located?,In which country is the city of Marielund located? Sweden.,Sweden. I finished,Sweden,True
2900,2900,2900,The city of Eplemlan is in Côte d'Ivoire.,1,Eplemlan,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Eplemlan located?,In which country is the city of Eplemlan located? Côte d'Ivoire.,There is no such city. I finished,There is no such city,False
2901,2901,2901,The city of La Castellana is in Philippines.,1,La Castellana,Philippines,Philippines,In which country is the city of La Castellana located?,In which country is the city of La Castellana located? Philippines.,Philippines. I finished,Philippines,True
2902,2902,2902,The city of Montegnee is in Belgium.,1,Montegnee,Belgium,Belgium,In which country is the city of Montegnee located?,In which country is the city of Montegnee located? Belgium.,Belgium. I finished,Belgium,True
2903,2903,2903,The city of Oneroa is in New Zealand.,1,Oneroa,New Zealand,New Zealand,In which country is the city of Oneroa located?,In which country is the city of Oneroa located? New Zealand.,New Zealand. I finished,New Zealand,True
2904,2904,2904,The city of Atotonilco el Alto is in Mexico.,1,Atotonilco el Alto,Mexico,Mexico,In which country is the city of Atotonilco el Alto located?,In which country is the city of Atotonilco el Alto located? Mexico.,Mexico. I finished,Mexico,True
2905,2905,2905,The city of Anglesola is in Spain.,1,Anglesola,Spain,Spain,In which country is the city of Anglesola located?,In which country is the city of Anglesola located? Spain.,Spain. I finished,Spain,True
2906,2906,2906,The city of Silberstedt is in Germany.,1,Silberstedt,Germany,Germany,In which country is the city of Silberstedt located?,In which country is the city of Silberstedt located? Germany.,Denmark. I finished,Denmark,False
2907,2907,2907,The city of Hinatuan is in Philippines.,1,Hinatuan,Philippines,Philippines,In which country is the city of Hinatuan located?,In which country is the city of Hinatuan located? Philippines.,Philippines. I finished,Philippines,True
2908,2908,2908,The city of Boothbay is in United States.,1,Boothbay,United States,United States,In which country is the city of Boothbay located?,In which country is the city of Boothbay located? United States.,United States. I finished,United States,True
