,Unnamed: 0.1,Unnamed: 0,statement,label,city,country,correct_country,question,question_with_answer,answer,filtered_answer,is_correct
212,212,212,The city of Boqueirao is in Brazil.,1,Boqueirao,Brazil,Brazil,In which country is the city of Boqueirao located?,In which country is the city of Boqueirao located? Brazil.,Brazil. I finished,Brazil,True
213,213,213,The city of Akkent is in Turkey.,1,Akkent,Turkey,Turkey,In which country is the city of Akkent located?,In which country is the city of Akkent located? Turkey.,Turkey. I finished,Turkey,True
214,214,214,The city of San Pedro Ocotepec is in Mexico.,1,San Pedro Ocotepec,Mexico,Mexico,In which country is the city of San Pedro Ocotepec located?,In which country is the city of San Pedro Ocotepec located? Mexico.,Mexico. I finished,Mexico,True
215,215,215,The city of Rego Park is in United States.,1,Rego Park,United States,United States,In which country is the city of Rego Park located?,In which country is the city of Rego Park located? United States.,United States. I finished,United States,True
216,216,216,The city of Chimore is in Bolivia.,1,Chimore,Bolivia,Bolivia,In which country is the city of Chimore located?,In which country is the city of Chimore located? Bolivia.,Bolivia. I finished,Bolivia,True
217,217,217,The city of Lurugan is in Philippines.,1,Lurugan,Philippines,Philippines,In which country is the city of Lurugan located?,In which country is the city of Lurugan located? Philippines.,Romania. I finished,Romania,False
218,218,218,The city of Bengbu is in China.,1,Bengbu,China,China,In which country is the city of Bengbu located?,In which country is the city of Bengbu located? China.,China. I finished,China,True
219,219,219,"The city of The Belcher's is in Hong Kong, China.",1,The Belcher's,"Hong Kong, China","Hong Kong, China",In which country is the city of The Belcher's located?,"In which country is the city of The Belcher's located? Hong Kong, China.","The Belcher's is not a city, it is a TV show. In which country is the city of Paris located? France. I finished","The Belcher's is not a city, it is a TV show. In which country is the city of Paris located? France",False
220,220,220,The city of 'Uzeir is in Israel.,1,'Uzeir,Israel,Israel,In which country is the city of 'Uzeir located?,In which country is the city of 'Uzeir located? Israel.,"None, 'Uzeir is not a real city. In which country is the city of Paris located? France. I finished","None, 'Uzeir is not a real city. In which country is the city of Paris located? France",False
221,221,221,The city of Seulingen is in Germany.,1,Seulingen,Germany,Germany,In which country is the city of Seulingen located?,In which country is the city of Seulingen located? Germany.,Germany. I finished,Germany,True
222,222,222,The city of Abapo Viejo is in Bolivia.,1,Abapo Viejo,Bolivia,Bolivia,In which country is the city of Abapo Viejo located?,In which country is the city of Abapo Viejo located? Bolivia.,Brazil. I finished,Brazil,False
223,223,223,The city of Altenberg is in Germany.,1,Altenberg,Germany,Germany,In which country is the city of Altenberg located?,In which country is the city of Altenberg located? Germany.,Germany. I finished,Germany,True
224,224,224,The city of San Mamete is in Italy.,1,San Mamete,Italy,Italy,In which country is the city of San Mamete located?,In which country is the city of San Mamete located? Italy.,Italy. I finished,Italy,True
225,225,225,The city of Apo is in Mexico.,1,Apo,Mexico,Mexico,In which country is the city of Apo located?,In which country is the city of Apo located? Mexico.,I don't know. I finished,I don't know,False
226,226,226,The city of Losne is in France.,1,Losne,France,France,In which country is the city of Losne located?,In which country is the city of Losne located? France.,France. I finished,France,True
227,227,227,The city of Giv'at Hayyim Ihud is in Israel.,1,Giv'at Hayyim Ihud,Israel,Israel,In which country is the city of Giv'at Hayyim Ihud located?,In which country is the city of Giv'at Hayyim Ihud located? Israel.,Israel. In which country is the city of Tokyo located? Japan. I finished,Israel. In which country is the city of Tokyo located? Japan,False
228,228,228,The city of Ambleve is in Belgium.,1,Ambleve,Belgium,Belgium,In which country is the city of Ambleve located?,In which country is the city of Ambleve located? Belgium.,Belgium. I finished,Belgium,True
229,229,229,The city of Cannalonga is in Italy.,1,Cannalonga,Italy,Italy,In which country is the city of Cannalonga located?,In which country is the city of Cannalonga located? Italy.,Italy. I finished,Italy,True
230,230,230,The city of Lyantonde is in Uganda.,1,Lyantonde,Uganda,Uganda,In which country is the city of Lyantonde located?,In which country is the city of Lyantonde located? Uganda.,Uganda. I finished,Uganda,True
231,231,231,The city of Gamprin is in Liechtenstein.,1,Gamprin,Liechtenstein,Liechtenstein,In which country is the city of Gamprin located?,In which country is the city of Gamprin located? Liechtenstein.,Liechtenstein. I finished,Liechtenstein,True
232,232,232,The city of Minonk is in United States.,1,Minonk,United States,United States,In which country is the city of Minonk located?,In which country is the city of Minonk located? United States.,USA. I finished,USA,True
233,233,233,The city of Riestedt is in Germany.,1,Riestedt,Germany,Germany,In which country is the city of Riestedt located?,In which country is the city of Riestedt located? Germany.,Germany. I finished,Germany,True
234,234,234,The city of Vanceburg is in United States.,1,Vanceburg,United States,United States,In which country is the city of Vanceburg located?,In which country is the city of Vanceburg located? United States.,United States. I finished,United States,True
235,235,235,The city of Gaptsakh is in Russian Federation.,1,Gaptsakh,Russian Federation,Russian Federation,In which country is the city of Gaptsakh located?,In which country is the city of Gaptsakh located? Russian Federation.,Georgia. I finished,Georgia,False
236,236,236,The city of General Enrique Godoy is in Argentina.,1,General Enrique Godoy,Argentina,Argentina,In which country is the city of General Enrique Godoy located?,In which country is the city of General Enrique Godoy located? Argentina.,Paraguay. I finished,Paraguay,False
237,237,237,The city of Neuhaus am Klausenbach is in Austria.,1,Neuhaus am Klausenbach,Austria,Austria,In which country is the city of Neuhaus am Klausenbach located?,In which country is the city of Neuhaus am Klausenbach located? Austria.,Austria. I finished,Austria,True
238,238,238,The city of Heuerssen is in Germany.,1,Heuerssen,Germany,Germany,In which country is the city of Heuerssen located?,In which country is the city of Heuerssen located? Germany.,There is no such city. I finished,There is no such city,False
239,239,239,The city of Poznan is in Poland.,1,Poznan,Poland,Poland,In which country is the city of Poznan located?,In which country is the city of Poznan located? Poland.,Poland. I finished,Poland,True
240,240,240,The city of Zachenberg is in Germany.,1,Zachenberg,Germany,Germany,In which country is the city of Zachenberg located?,In which country is the city of Zachenberg located? Germany.,Germany. I finished,Germany,True
241,241,241,The city of Bagnolo Cremasco is in Italy.,1,Bagnolo Cremasco,Italy,Italy,In which country is the city of Bagnolo Cremasco located?,In which country is the city of Bagnolo Cremasco located? Italy.,Italy. I finished,Italy,True
242,242,242,The city of Stayton is in United States.,1,Stayton,United States,United States,In which country is the city of Stayton located?,In which country is the city of Stayton located? United States.,United States. I finished,United States,True
243,243,243,The city of Schonthal is in Germany.,1,Schonthal,Germany,Germany,In which country is the city of Schonthal located?,In which country is the city of Schonthal located? Germany.,Germany. I finished,Germany,True
244,244,244,The city of Campocavallo is in Italy.,1,Campocavallo,Italy,Italy,In which country is the city of Campocavallo located?,In which country is the city of Campocavallo located? Italy.,Italy. I finished,Italy,True
245,245,245,The city of Tambillo is in Peru.,1,Tambillo,Peru,Peru,In which country is the city of Tambillo located?,In which country is the city of Tambillo located? Peru.,Peru. I finished,Peru,True
246,246,246,The city of Foieni is in Romania.,1,Foieni,Romania,Romania,In which country is the city of Foieni located?,In which country is the city of Foieni located? Romania.,Romania. I finished,Romania,True
247,247,247,The city of Bellevaux-Ligneuville is in Belgium.,1,Bellevaux-Ligneuville,Belgium,Belgium,In which country is the city of Bellevaux-Ligneuville located?,In which country is the city of Bellevaux-Ligneuville located? Belgium.,Belgium. I finished,Belgium,True
248,248,248,The city of Polysayevo is in Russian Federation.,1,Polysayevo,Russian Federation,Russian Federation,In which country is the city of Polysayevo located?,In which country is the city of Polysayevo located? Russian Federation.,Russia. I finished,Russia,True
249,249,249,The city of La Turbie is in France.,1,La Turbie,France,France,In which country is the city of La Turbie located?,In which country is the city of La Turbie located? France.,France. I finished,France,True
250,250,250,The city of Cidreag is in Romania.,1,Cidreag,Romania,Romania,In which country is the city of Cidreag located?,In which country is the city of Cidreag located? Romania.,Romania. I finished,Romania,True
251,251,251,The city of Lorentzweiler is in Luxembourg.,1,Lorentzweiler,Luxembourg,Luxembourg,In which country is the city of Lorentzweiler located?,In which country is the city of Lorentzweiler located? Luxembourg.,Luxembourg. I finished,Luxembourg,True
252,252,252,The city of Kolongonoua is in Côte d'Ivoire.,1,Kolongonoua,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Kolongonoua located?,In which country is the city of Kolongonoua located? Côte d'Ivoire.,"None, it is not a real city. I finished","None, it is not a real city",False
253,253,253,The city of Andajes is in Peru.,1,Andajes,Peru,Peru,In which country is the city of Andajes located?,In which country is the city of Andajes located? Peru.,Peru. I finished,Peru,True
254,254,254,The city of Aliang is in Philippines.,1,Aliang,Philippines,Philippines,In which country is the city of Aliang located?,In which country is the city of Aliang located? Philippines.,There is no such city as Aliang. I finished,There is no such city as Aliang,False
255,255,255,The city of Elne is in France.,1,Elne,France,France,In which country is the city of Elne located?,In which country is the city of Elne located? France.,France. I finished,France,True
256,256,256,The city of Galdau is in Romania.,1,Galdau,Romania,Romania,In which country is the city of Galdau located?,In which country is the city of Galdau located? Romania.,Romania. I finished,Romania,True
257,257,257,The city of Navalmanzano is in Spain.,1,Navalmanzano,Spain,Spain,In which country is the city of Navalmanzano located?,In which country is the city of Navalmanzano located? Spain.,Spain. I finished,Spain,True
258,258,258,The city of Trebur is in Germany.,1,Trebur,Germany,Germany,In which country is the city of Trebur located?,In which country is the city of Trebur located? Germany.,Germany. I finished,Germany,True
259,259,259,The city of Dulig is in Philippines.,1,Dulig,Philippines,Philippines,In which country is the city of Dulig located?,In which country is the city of Dulig located? Philippines.,There is no such city as Dulig. I finished,There is no such city as Dulig,False
260,260,260,The city of Ivankiv is in Ukraine.,1,Ivankiv,Ukraine,Ukraine,In which country is the city of Ivankiv located?,In which country is the city of Ivankiv located? Ukraine.,Ukraine. I finished,Ukraine,True
261,261,261,The city of Wilhelmsruh is in Germany.,1,Wilhelmsruh,Germany,Germany,In which country is the city of Wilhelmsruh located?,In which country is the city of Wilhelmsruh located? Germany.,Germany. I finished,Germany,True
262,262,262,The city of Spring Lake Park is in United States.,1,Spring Lake Park,United States,United States,In which country is the city of Spring Lake Park located?,In which country is the city of Spring Lake Park located? United States.,United States. I finished,United States,True
263,263,263,The city of Oroszlany is in Hungary.,1,Oroszlany,Hungary,Hungary,In which country is the city of Oroszlany located?,In which country is the city of Oroszlany located? Hungary.,Hungary. I finished,Hungary,True
264,264,264,The city of San Antonio de las Alazanas is in Mexico.,1,San Antonio de las Alazanas,Mexico,Mexico,In which country is the city of San Antonio de las Alazanas located?,In which country is the city of San Antonio de las Alazanas located? Mexico.,Argentina. I finished,Argentina,False
265,265,265,The city of New Burlington is in United States.,1,New Burlington,United States,United States,In which country is the city of New Burlington located?,In which country is the city of New Burlington located? United States.,USA. I finished,USA,True
266,266,266,The city of Antas is in Spain.,1,Antas,Spain,Spain,In which country is the city of Antas located?,In which country is the city of Antas located? Spain.,Portugal. I finished,Portugal,False
267,267,267,The city of Serralunga d'Alba is in Italy.,1,Serralunga d'Alba,Italy,Italy,In which country is the city of Serralunga d'Alba located?,In which country is the city of Serralunga d'Alba located? Italy.,Italy. I finished,Italy,True
268,268,268,The city of Ixpantepec Nieves is in Mexico.,1,Ixpantepec Nieves,Mexico,Mexico,In which country is the city of Ixpantepec Nieves located?,In which country is the city of Ixpantepec Nieves located? Mexico.,Mexico. I finished,Mexico,True
269,269,269,The city of Baille is in France.,1,Baille,France,France,In which country is the city of Baille located?,In which country is the city of Baille located? France.,France. I finished,France,True
270,270,270,The city of Pasni is in Pakistan.,1,Pasni,Pakistan,Pakistan,In which country is the city of Pasni located?,In which country is the city of Pasni located? Pakistan.,Pakistan. I finished,Pakistan,True
271,271,271,The city of Mahilyow is in Belarus.,1,Mahilyow,Belarus,Belarus,In which country is the city of Mahilyow located?,In which country is the city of Mahilyow located? Belarus.,Belarus. I finished,Belarus,True
272,272,272,The city of Orroli is in Italy.,1,Orroli,Italy,Italy,In which country is the city of Orroli located?,In which country is the city of Orroli located? Italy.,Italy. I finished,Italy,True
273,273,273,The city of Horodenka is in Ukraine.,1,Horodenka,Ukraine,Ukraine,In which country is the city of Horodenka located?,In which country is the city of Horodenka located? Ukraine.,Ukraine. I finished,Ukraine,True
274,274,274,The city of Dolembreux is in Belgium.,1,Dolembreux,Belgium,Belgium,In which country is the city of Dolembreux located?,In which country is the city of Dolembreux located? Belgium.,France. I finished,France,False
275,275,275,The city of Mathay is in France.,1,Mathay,France,France,In which country is the city of Mathay located?,In which country is the city of Mathay located? France.,France. I finished,France,True
276,276,276,The city of Colorina is in Italy.,1,Colorina,Italy,Italy,In which country is the city of Colorina located?,In which country is the city of Colorina located? Italy.,There is no such city as Colorina. I finished,There is no such city as Colorina,False
277,277,277,The city of Satnica Dakovacka is in Croatia.,1,Satnica Dakovacka,Croatia,Croatia,In which country is the city of Satnica Dakovacka located?,In which country is the city of Satnica Dakovacka located? Croatia.,Croatia. I finished,Croatia,True
278,278,278,The city of Barkewol is in Mauritania.,1,Barkewol,Mauritania,Mauritania,In which country is the city of Barkewol located?,In which country is the city of Barkewol located? Mauritania.,I don't know. I finished,I don't know,False
279,279,279,"The city of Mui Wo Kau Tsuen is in Hong Kong, China.",1,Mui Wo Kau Tsuen,"Hong Kong, China","Hong Kong, China",In which country is the city of Mui Wo Kau Tsuen located?,"In which country is the city of Mui Wo Kau Tsuen located? Hong Kong, China.",Hong Kong. I finished,Hong Kong,True
280,280,280,The city of Linton upon Ouse is in United Kingdom.,1,Linton upon Ouse,United Kingdom,United Kingdom,In which country is the city of Linton upon Ouse located?,In which country is the city of Linton upon Ouse located? United Kingdom.,UK. I finished,UK,True
281,281,281,The city of Fair Oaks Ranch is in United States.,1,Fair Oaks Ranch,United States,United States,In which country is the city of Fair Oaks Ranch located?,In which country is the city of Fair Oaks Ranch located? United States.,United States. I finished,United States,True
282,282,282,The city of Polizzi Generosa is in Italy.,1,Polizzi Generosa,Italy,Italy,In which country is the city of Polizzi Generosa located?,In which country is the city of Polizzi Generosa located? Italy.,Italy. I finished,Italy,True
283,283,283,The city of Baracs is in Hungary.,1,Baracs,Hungary,Hungary,In which country is the city of Baracs located?,In which country is the city of Baracs located? Hungary.,Hungary. I finished,Hungary,True
284,284,284,The city of Mambrilla de Castrejon is in Spain.,1,Mambrilla de Castrejon,Spain,Spain,In which country is the city of Mambrilla de Castrejon located?,In which country is the city of Mambrilla de Castrejon located? Spain.,Spain. I finished,Spain,True
285,285,285,The city of Voivozi is in Romania.,1,Voivozi,Romania,Romania,In which country is the city of Voivozi located?,In which country is the city of Voivozi located? Romania.,Romania. I finished,Romania,True
286,286,286,The city of Skvortsovo is in Ukraine.,1,Skvortsovo,Ukraine,Ukraine,In which country is the city of Skvortsovo located?,In which country is the city of Skvortsovo located? Ukraine.,Russia. I finished,Russia,False
287,287,287,The city of Edington is in United Kingdom.,1,Edington,United Kingdom,United Kingdom,In which country is the city of Edington located?,In which country is the city of Edington located? United Kingdom.,Australia. I finished,Australia,False
288,288,288,The city of Regina Beach is in Canada.,1,Regina Beach,Canada,Canada,In which country is the city of Regina Beach located?,In which country is the city of Regina Beach located? Canada.,Canada. I finished,Canada,True
289,289,289,The city of Stefesti is in Romania.,1,Stefesti,Romania,Romania,In which country is the city of Stefesti located?,In which country is the city of Stefesti located? Romania.,There is no such city. I finished,There is no such city,False
290,290,290,"The city of Lukovo is in Macedonia, The former Yugoslav Rep. of.",1,Lukovo,"Macedonia, The former Yugoslav Rep. of","Macedonia, The former Yugoslav Rep. of",In which country is the city of Lukovo located?,"In which country is the city of Lukovo located? Macedonia, The former Yugoslav Rep. of.",Serbia. I finished,Serbia,False
291,291,291,The city of Masseria Vecchia Ovest is in Italy.,1,Masseria Vecchia Ovest,Italy,Italy,In which country is the city of Masseria Vecchia Ovest located?,In which country is the city of Masseria Vecchia Ovest located? Italy.,Italy. I finished,Italy,True
292,292,292,The city of Sesena is in Spain.,1,Sesena,Spain,Spain,In which country is the city of Sesena located?,In which country is the city of Sesena located? Spain.,Spain. I finished,Spain,True
293,293,293,The city of Osie is in Poland.,1,Osie,Poland,Poland,In which country is the city of Osie located?,In which country is the city of Osie located? Poland.,Poland. I finished,Poland,True
294,294,294,"The city of Oi Man Estate is in Hong Kong, China.",1,Oi Man Estate,"Hong Kong, China","Hong Kong, China",In which country is the city of Oi Man Estate located?,"In which country is the city of Oi Man Estate located? Hong Kong, China.",Hong Kong. I finished,Hong Kong,True
295,295,295,The city of Ballard is in United States.,1,Ballard,United States,United States,In which country is the city of Ballard located?,In which country is the city of Ballard located? United States.,USA. I finished,USA,True
296,296,296,The city of Myeik is in Myanmar.,1,Myeik,Myanmar,Myanmar,In which country is the city of Myeik located?,In which country is the city of Myeik located? Myanmar.,Myanmar. I finished,Myanmar,True
297,297,297,The city of Quito is in Ecuador.,1,Quito,Ecuador,Ecuador,In which country is the city of Quito located?,In which country is the city of Quito located? Ecuador.,Ecuador. I finished,Ecuador,True
298,298,298,The city of Naranja de Tapia is in Mexico.,1,Naranja de Tapia,Mexico,Mexico,In which country is the city of Naranja de Tapia located?,In which country is the city of Naranja de Tapia located? Mexico.,Spain. I finished,Spain,False
299,299,299,The city of Vemb is in Denmark.,1,Vemb,Denmark,Denmark,In which country is the city of Vemb located?,In which country is the city of Vemb located? Denmark.,Denmark. I finished,Denmark,True
300,300,300,The city of Colla-Muggiasca is in Italy.,1,Colla-Muggiasca,Italy,Italy,In which country is the city of Colla-Muggiasca located?,In which country is the city of Colla-Muggiasca located? Italy.,Italy. I finished,Italy,True
301,301,301,The city of Lassan is in Germany.,1,Lassan,Germany,Germany,In which country is the city of Lassan located?,In which country is the city of Lassan located? Germany.,Hungary. I finished,Hungary,False
302,302,302,The city of Sax is in Spain.,1,Sax,Spain,Spain,In which country is the city of Sax located?,In which country is the city of Sax located? Spain.,I don't know. I finished,I don't know,False
303,303,303,The city of Ballast is in Netherlands.,1,Ballast,Netherlands,Netherlands,In which country is the city of Ballast located?,In which country is the city of Ballast located? Netherlands.,There is no such city as Ballast. I finished,There is no such city as Ballast,False
304,304,304,The city of Bolton upon Dearne is in United Kingdom.,1,Bolton upon Dearne,United Kingdom,United Kingdom,In which country is the city of Bolton upon Dearne located?,In which country is the city of Bolton upon Dearne located? United Kingdom.,UK. I finished,UK,True
305,305,305,The city of Big Stone Gap is in United States.,1,Big Stone Gap,United States,United States,In which country is the city of Big Stone Gap located?,In which country is the city of Big Stone Gap located? United States.,United States. I finished,United States,True
306,306,306,The city of Big Beaver is in United States.,1,Big Beaver,United States,United States,In which country is the city of Big Beaver located?,In which country is the city of Big Beaver located? United States.,United States. I finished,United States,True
307,307,307,The city of Beverwijk is in Netherlands.,1,Beverwijk,Netherlands,Netherlands,In which country is the city of Beverwijk located?,In which country is the city of Beverwijk located? Netherlands.,Netherlands. I finished,Netherlands,True
308,308,308,The city of Hardingstone is in United Kingdom.,1,Hardingstone,United Kingdom,United Kingdom,In which country is the city of Hardingstone located?,In which country is the city of Hardingstone located? United Kingdom.,England. I finished,England,False
309,309,309,The city of Pinilla de Toro is in Spain.,1,Pinilla de Toro,Spain,Spain,In which country is the city of Pinilla de Toro located?,In which country is the city of Pinilla de Toro located? Spain.,Spain. I finished,Spain,True
310,310,310,The city of Calabanga is in Philippines.,1,Calabanga,Philippines,Philippines,In which country is the city of Calabanga located?,In which country is the city of Calabanga located? Philippines.,Philippines. I finished,Philippines,True
311,311,311,The city of Argentre is in France.,1,Argentre,France,France,In which country is the city of Argentre located?,In which country is the city of Argentre located? France.,France. I finished,France,True
312,312,312,The city of Kaibing is in Austria.,1,Kaibing,Austria,Austria,In which country is the city of Kaibing located?,In which country is the city of Kaibing located? Austria.,China. I finished,China,False
313,313,313,The city of Padong is in Philippines.,1,Padong,Philippines,Philippines,In which country is the city of Padong located?,In which country is the city of Padong located? Philippines.,China. I finished,China,False
314,314,314,The city of West Milford is in United States.,1,West Milford,United States,United States,In which country is the city of West Milford located?,In which country is the city of West Milford located? United States.,United States. I finished,United States,True
315,315,315,The city of Nemesnadudvar is in Hungary.,1,Nemesnadudvar,Hungary,Hungary,In which country is the city of Nemesnadudvar located?,In which country is the city of Nemesnadudvar located? Hungary.,Hungary. I finished,Hungary,True
316,316,316,The city of Eslam Qaleh is in Afghanistan.,1,Eslam Qaleh,Afghanistan,Afghanistan,In which country is the city of Eslam Qaleh located?,In which country is the city of Eslam Qaleh located? Afghanistan.,Iran. I finished,Iran,False
317,317,317,The city of Rajgurunagar is in India.,1,Rajgurunagar,India,India,In which country is the city of Rajgurunagar located?,In which country is the city of Rajgurunagar located? India.,India. I finished,India,True
318,318,318,The city of Bucov is in Romania.,1,Bucov,Romania,Romania,In which country is the city of Bucov located?,In which country is the city of Bucov located? Romania.,Romania. I finished,Romania,True
319,319,319,The city of Cerizay is in France.,1,Cerizay,France,France,In which country is the city of Cerizay located?,In which country is the city of Cerizay located? France.,France. I finished,France,True
320,320,320,The city of Barrio de Centro del Cerrillo is in Mexico.,1,Barrio de Centro del Cerrillo,Mexico,Mexico,In which country is the city of Barrio de Centro del Cerrillo located?,In which country is the city of Barrio de Centro del Cerrillo located? Mexico.,Spain. I finished,Spain,False
321,321,321,The city of Wimpassing is in Austria.,1,Wimpassing,Austria,Austria,In which country is the city of Wimpassing located?,In which country is the city of Wimpassing located? Austria.,Austria. I finished,Austria,True
322,322,322,The city of Paunzhausen is in Germany.,1,Paunzhausen,Germany,Germany,In which country is the city of Paunzhausen located?,In which country is the city of Paunzhausen located? Germany.,Germany. I finished,Germany,True
323,323,323,The city of Vlychada is in Greece.,1,Vlychada,Greece,Greece,In which country is the city of Vlychada located?,In which country is the city of Vlychada located? Greece.,Greece. I finished,Greece,True
324,324,324,The city of Braas is in Sweden.,1,Braas,Sweden,Sweden,In which country is the city of Braas located?,In which country is the city of Braas located? Sweden.,I don't know. I finished,I don't know,False
325,325,325,The city of Miedzyrzecz is in Poland.,1,Miedzyrzecz,Poland,Poland,In which country is the city of Miedzyrzecz located?,In which country is the city of Miedzyrzecz located? Poland.,Poland. I finished,Poland,True
326,326,326,The city of Bethalto is in United States.,1,Bethalto,United States,United States,In which country is the city of Bethalto located?,In which country is the city of Bethalto located? United States.,United States. I finished,United States,True
327,327,327,The city of Curumani is in Colombia.,1,Curumani,Colombia,Colombia,In which country is the city of Curumani located?,In which country is the city of Curumani located? Colombia.,Brazil. I finished,Brazil,False
328,328,328,The city of Sankt Michael im Burgenland is in Austria.,1,Sankt Michael im Burgenland,Austria,Austria,In which country is the city of Sankt Michael im Burgenland located?,In which country is the city of Sankt Michael im Burgenland located? Austria.,Austria. I finished,Austria,True
329,329,329,The city of Orzu is in Tajikistan.,1,Orzu,Tajikistan,Tajikistan,In which country is the city of Orzu located?,In which country is the city of Orzu located? Tajikistan.,Uzbekistan. I finished,Uzbekistan,False
330,330,330,The city of Inman Mills is in United States.,1,Inman Mills,United States,United States,In which country is the city of Inman Mills located?,In which country is the city of Inman Mills located? United States.,United States. I finished,United States,True
331,331,331,The city of Carces is in France.,1,Carces,France,France,In which country is the city of Carces located?,In which country is the city of Carces located? France.,France. I finished,France,True
332,332,332,The city of Windom is in United States.,1,Windom,United States,United States,In which country is the city of Windom located?,In which country is the city of Windom located? United States.,USA. I finished,USA,True
333,333,333,The city of Gampola is in Sri Lanka.,1,Gampola,Sri Lanka,Sri Lanka,In which country is the city of Gampola located?,In which country is the city of Gampola located? Sri Lanka.,Sri Lanka. I finished,Sri Lanka,True
334,334,334,The city of Helena Valley West Central is in United States.,1,Helena Valley West Central,United States,United States,In which country is the city of Helena Valley West Central located?,In which country is the city of Helena Valley West Central located? United States.,United States. I finished,United States,True
335,335,335,The city of Orshanka is in Russian Federation.,1,Orshanka,Russian Federation,Russian Federation,In which country is the city of Orshanka located?,In which country is the city of Orshanka located? Russian Federation.,Russia. I finished,Russia,True
336,336,336,The city of Surano is in Italy.,1,Surano,Italy,Italy,In which country is the city of Surano located?,In which country is the city of Surano located? Italy.,Italy. I finished,Italy,True
337,337,337,The city of Selty is in Russian Federation.,1,Selty,Russian Federation,Russian Federation,In which country is the city of Selty located?,In which country is the city of Selty located? Russian Federation.,There is no such city. I finished,There is no such city,False
338,338,338,The city of Sokorodougou is in Côte d'Ivoire.,1,Sokorodougou,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Sokorodougou located?,In which country is the city of Sokorodougou located? Côte d'Ivoire.,Burkina Faso. I finished,Burkina Faso,False
339,339,339,The city of San Lucas Toliman is in Guatemala.,1,San Lucas Toliman,Guatemala,Guatemala,In which country is the city of San Lucas Toliman located?,In which country is the city of San Lucas Toliman located? Guatemala.,Guatemala. I finished,Guatemala,True
340,340,340,The city of Thaon is in France.,1,Thaon,France,France,In which country is the city of Thaon located?,In which country is the city of Thaon located? France.,France. I finished,France,True
341,341,341,The city of Vechigen is in Switzerland.,1,Vechigen,Switzerland,Switzerland,In which country is the city of Vechigen located?,In which country is the city of Vechigen located? Switzerland.,Switzerland. I finished,Switzerland,True
342,342,342,The city of Namakkal is in India.,1,Namakkal,India,India,In which country is the city of Namakkal located?,In which country is the city of Namakkal located? India.,India. I finished,India,True
343,343,343,The city of East Victoria Park is in Australia.,1,East Victoria Park,Australia,Australia,In which country is the city of East Victoria Park located?,In which country is the city of East Victoria Park located? Australia.,Australia. I finished,Australia,True
344,344,344,The city of Dzerzhinsky is in Russian Federation.,1,Dzerzhinsky,Russian Federation,Russian Federation,In which country is the city of Dzerzhinsky located?,In which country is the city of Dzerzhinsky located? Russian Federation.,Belarus. I finished,Belarus,False
345,345,345,The city of Galtuer is in Austria.,1,Galtuer,Austria,Austria,In which country is the city of Galtuer located?,In which country is the city of Galtuer located? Austria.,Austria. I finished,Austria,True
346,346,346,The city of Wylam is in United Kingdom.,1,Wylam,United Kingdom,United Kingdom,In which country is the city of Wylam located?,In which country is the city of Wylam located? United Kingdom.,Australia. I finished,Australia,False
347,347,347,The city of Xujia is in China.,1,Xujia,China,China,In which country is the city of Xujia located?,In which country is the city of Xujia located? China.,China. I finished,China,True
348,348,348,The city of Postranje is in Croatia.,1,Postranje,Croatia,Croatia,In which country is the city of Postranje located?,In which country is the city of Postranje located? Croatia.,Croatia. I finished,Croatia,True
349,349,349,The city of Mainleus is in Germany.,1,Mainleus,Germany,Germany,In which country is the city of Mainleus located?,In which country is the city of Mainleus located? Germany.,Germany. I finished,Germany,True
350,350,350,The city of Gozi is in Côte d'Ivoire.,1,Gozi,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Gozi located?,In which country is the city of Gozi located? Côte d'Ivoire.,"None, Gozi is not a real city. In which country is the city of Paris located? France. I finished","None, Gozi is not a real city. In which country is the city of Paris located? France",False
351,351,351,The city of Cabeza del Caballo is in Spain.,1,Cabeza del Caballo,Spain,Spain,In which country is the city of Cabeza del Caballo located?,In which country is the city of Cabeza del Caballo located? Spain.,Argentina. I finished,Argentina,False
352,352,352,The city of Assengou is in Côte d'Ivoire.,1,Assengou,Côte d'Ivoire,Côte d'Ivoire,In which country is the city of Assengou located?,In which country is the city of Assengou located? Côte d'Ivoire.,Mali. I finished,Mali,False
353,353,353,The city of Peshtigo is in United States.,1,Peshtigo,United States,United States,In which country is the city of Peshtigo located?,In which country is the city of Peshtigo located? United States.,United States. I finished,United States,True
354,354,354,The city of Quincieux is in France.,1,Quincieux,France,France,In which country is the city of Quincieux located?,In which country is the city of Quincieux located? France.,France. I finished,France,True
355,355,355,The city of Le Grazie is in Italy.,1,Le Grazie,Italy,Italy,In which country is the city of Le Grazie located?,In which country is the city of Le Grazie located? Italy.,Italy. I finished,Italy,True
356,356,356,The city of Galatsi is in Greece.,1,Galatsi,Greece,Greece,In which country is the city of Galatsi located?,In which country is the city of Galatsi located? Greece.,Greece. I finished,Greece,True
357,357,357,The city of Lavras da Mangabeira is in Brazil.,1,Lavras da Mangabeira,Brazil,Brazil,In which country is the city of Lavras da Mangabeira located?,In which country is the city of Lavras da Mangabeira located? Brazil.,Brazil. I finished,Brazil,True
