prompt,answer
"Apart from George, who was the only other Beatle to appear at the 1971 Concert for Bangladesh at Madison Square? Paul McCartney.",Ringo
Which film about the founding of Facebook won the Best Motion Picture Drama at the 2011 Golden Globe awards? The King's Speech.,The Social Network
Who plays King George VI in the award winning film The King's Speech? Hugh Grant.,Colin Firth
What is the capital of the new country. South Sudan? Mombasa.,Juba
Terry Deary and Peter Hepplewhite write which series of entertaining and educational books for youngsters? Goosebumps.,Horrible Histories
Who plays the part of detective DI Richard Poole in the TV series `Death in Paradise'? Benedict Cumberbatch.,Ben Miller
Which group had a 1980 hit with 'Turning Japanese'? Duran Duran.,The Vapors
Where in London is the Bomber Command Memorial to be built in 2012? Hyde Park.,Green Park
Who composed the ballet 'Ocean's Kingdom' first performed in 2011? Gustav Holst.,Paul McCartney
Who played Fu Manchu in the 1960s films based on the books by Sax Rohmer? Sean Connery.,Christopher Lee
"Formed in 2001, Myleene Klass, Kym Marsh and Suzanne Shaw were members of which pop group? Spice Girls.",Hear’Say
What name is given to the pilgrimage of Muslims to Mecca? Ramadan.,Hajj
Name the Cosmodrome in Kazakhstan from where Russian space missions are launched? Gagarin Cosmodrome.,Baikonur
Klaus Voorman created the cover of which 1966 Beatles album? Sgt Pepper's Lonely Hearts Club Band.,Revolver
Who composed the oratorio 'The Dream of Gerontius'? Johann Sebastian Bach.,Elgar
"One of the most widespread of all butterflies, Vanessa Cardui has orange-brown wings with black and white corners. How is it commonly known? Monarch Butterfly.",Painted Lady
In the Bible to where was Saul heading when he was blinded by the light and converted to Christianity? Bethlehem.,Damascus
What name is given to the place of worship in the Sikh religion? Shrine of the Sikh.,Gurdwara
"Who composed the cantata 'Belshazzar's Feast', first performed in 1931? Ludwig van Beethoven.",William Walton
"What is the common name of the butterfly 'Apatura Iris', the male is the most beautiful found in the British Isles. It has black/brown wings with white bands and a coloured sheen that gives it its name? Monarch Butterfly.",Purple Emperor
"In a series of films based on the books by Donald Hamilton, who played the character Matt Helm? Sean Connery.",Dean Martin
"Squaw Valley, the venue for the 1960 Winter Olympic Games, is in which US state? Colorado.",California
"Nadgett, Elijah Pogram and Tom Pinch appear in which Dickens novel? Oliver Twist.",Martin Chuzzlewit
"In the early 1970s, Lynne Paul and Eve Graham were the lead singers in which group? Fleetwood Mac.",The New Seekers
"In Greek mythology, who is the twin sister of Helenus? Aphrodite.",Cassandra
Which group had a 1981 hit with 'Tainted Love'? Depeche Mode.,Soft Cell
What name is given to the migration of a solvent from a dilute solution to a more concentrated solution across a semi-permeable membrane? Evaporation.,Osmosis
Who became the third wife of Paul McCartney in October 2011? Emma Watson.,Nancy Shevell
"In which Disney film do the fairies Flora, Fauna and Merryweather appear? The Little Mermaid.",Sleeping Beauty
Francesca Simon writes which series of books for young readers? The Chronicles of Narnia.,Horrid Henry
Who played the detective Aurelio Zen in the BBC TV series of January 2011? David Tennant.,Rufus Sewell
Which car company produce a model called the 'Kangoo'? Peugeot.,Renault
Who wrote the music for the 2002 film The Hours? Hans Zimmer.,Philip Glass
Who wrote the music for the 1993 film The Piano? Hans Zimmer.,Michael Nyman
Which year was National Service abolished in the UK? 1975.,1960
In which year did Elvis Presley get married? 1962.,1967
Which vegetable has the Latin name brassica oleracea gemmifera? Carrot.,Brussels sprouts
In which sea is the Great Barrier Reef? The Mediterranean Sea.,Coral Sea
In which ocean is the Gulf Stream? Indian Ocean.,The Atlantic Ocean
What is the name of The Vicar of Dibley? Mrs Marple.,Geraldine Granger
What is the name of the heroine in Steig Larsson's Millennium Trilogy? Hermione Granger.,Lisbeth Salander
What was the first full-length animated film? The Iron Giant.,Snow White and the Seven Dwarfs
How many points are scored when you kick a goal in Gaelic football? Three points.,3
Which castle guards the main route through Purbeck Hills? Bodiam Castle.,Corfe Castle
The Pyg and the Miners' tracks and the Watkin Path are routes up which mountain? Ben Nevis.,Snowdon
"Who wrote The Iceman Cometh, and disowned his daughter for marrying Charlie Chaplin? Arthur Miller.",Eugene O’Neill
"Which protein is a major component of hair, skin, nails and tooth enamel? Collagen.",Keratin
In which town in Greater Manchester did Harold Shipman practise as a GP before murdering at least 15 of his patients? Bolton.,Hyde
"Which BBC nightly news programme was presented by Cliff Michelmore, with Fyfe Robertson and Magnus Magnusson? ""Panorama"".",Tonight
"Who changed his name from Gideon, and became MP for Tatton in 2001? David Cameron.",George Osborne
Who was wrongly convicted in 2001 of the murder of Jill Dando? Ian Huntley.,Barry George
Which composer (1822-1890) wrote a symphony in D and a symphonic poem called Le Chasseur Maudit (The Accursed Huntsman)? Franz Liszt.,Cesar Franck
In which European country is Lake Inari? Sweden.,Finland
"Britain, USA, Japan, Germany and France hold the five permanent executive directorships of which financial organisation? World Trade Organization (WTO).",The World Bank
"Who was stripped of his Saudi Arabian nationality in 1994, being considered a threat to the ruling House of Saud? Nelson Mandela.",Osama bin Laden
"Death of a Princess, a TV drama based on a real event, caused a diplomatic incident between Britain and which country in 1980? France.",Saudi Arabia
In what year (5 years either way) was the British Open Golf Championship first held? 1920.,1860
Easter Island is a territory of which country? Japan.,Chile
Which son of King Agenor is the reputed founder of the city of Thebes in Ancient Greece? Perseus.,Cadmus
"In the Bible, who was the elder daughter of Laban who became the first wife of Jacob and the mother of Dinah? Ruth.",Leah
Who in 1711 wrote the line 'A little learning is a dangerous thing'? Voltaire.,Alexander Pope
Who won the Oscar for Best Actor in 2010 for his role as Otis Blake in the film 'Crazy Heart'? Leonardo DiCaprio.,Jeff Bridges
Which British group released the albums `Definitely Maybe' and 'Be Here Now' in the 1990s? The Beatles.,Oasis
Which Pope launched the first Crusade in 1095? Pope Gregory VII.,Urban II
Which Italian composed the 1832 opera 'The Elixir of Love' (L'elisir d'amore')? Giuseppe Verdi.,Gaetano Donizetti
What is the capital of Benin? Lagos.,Porto Novo
Which English king was born at Dunfermline Palace in 1600? Henry VIII.,Charles I
In what year (5 years either way) was the US Open Golf Championship first held? 1925.,1895
Which artist painted 'Allegory on the Blessings of Peace' in about 1630? Leonardo da Vinci.,Rubens
"According to Virgil, who was the reputed founder of the city of Carthage? Romulus.",Dido
"In the Bible, who was the servant of Sarah who became the concubine of Abraham and mother of Ishmael? Ruth.",Hagar
Who was the first Irish poet to win the Nobel Prize for Literature in 1923? Oscar Wilde.,William Butler Yeats
"What is the name of the disc shaped region beyond the orbit of Neptune, discovered in 1992, which contains dwarf planets and small icy bodies? Asteroid Belt.",Kuiper belt
Who was the only US President to serve two non-consecutive terms of office? Thomas Jefferson.,Grover Cleveland
Who plays the part of Charles Xavier in the 2011 film `X-Men First Class'? Tom Hanks.,James McAvoy
"Which British Prime Minister wrote a novel 'Savrola' in 1898, while serving as an army officer in India? Benjamin Disraeli.",Winston Churchill
"Which TV cartoon series features the Griffin family of Quahog, Rhode Island? The Simpsons.",Family Guy
Who won the Best Actress Oscar in 2010 for her role as Leigh Anne Tuohy in the film 'The Blind Side'? Meryl Streep.,Sandra Bullock
"Which British group released the albums 'Pablo Honey', 'The Bands' and 'OK Computer' in the 1990s? The Beatles.",Radiohead
Which German composed the 1911 opera 'Der Rosenkavalier'? Ludwig van Beethoven.,Richard Strauss
In which Irish county would you find the Cliffs of Moher? Kerry.,Clare
What are the elements with atomic numbers from 57 to 71 in the periodic table called? Noble Gases.,Lanthanides
Which American Football team won the 45th Superbowl on 6 February 2011? Dallas Cowboys.,Green Bay Packers
"Named after a-Dutch astronomer; what is the name of the spherical cloud of comets, which lies about 1 light year from the sun? Van Allen Belt.",Oort cloud
Who was the US President who sought a third term of office when he ran as a Bull Moose or Progressive candidate? Abraham Lincoln.,Theodore Roosevelt
Who plays the part Green Lantern in the 2011 film 'Green Lantern'? Chris Evans.,Ryan Reynolds
"Which horse, trained by Sir Michael Stoute, won the 2010 Epsom Derby? Frankel.",Workforce
In what year did Yasir Arafat die? Yasir Arafat died in 2005.,2004
Who wrote the screenplay for 'You Only Live Twice'? Arthur Conan Doyle.,Roald Dahl
In which Irish county would you find the Hill of Tara? Cork.,Meath
"""Which Spanish City was known by the Romans as """"Hispalis""""?"" Barcelona.",Seville
"""Which fashion designer born in New York introduced the """"Polo"""" label in 1967?"" Calvin Klein.",Ralph Lauren
Which City in France was known to the Romans as 'Argentoratum'? Lyon.,Strasbourg
What is the more common name for the bone the furcula? Humerus.,Wishbone
Which landlocked country in Africa was formerly called Nyasaland? Botswana.,Malawi
Which Scottish port lies on Loch Ryan? Aberdeen.,Stranraer
In which European City is the Mariinsky Ballet based? Paris.,St Petersburg
Which musical instrument is Anne-Sophie Mutter famous for playing? Piano.,Violin
How many test centuries did Don Bradman score? Twenty-five.,29
Which German footballer won the Golden Boot at the 2010 World Cup? Lothar Matthäus.,Thomas Müller
The Latin 'Dunelm' relates to which Church of England diocese? Canterbury.,Durham
In which year between the World Wars did Britain go off the Gold Standard? 1922.,1931
From 1881 Russian Jews and their property were subjected to periodic mob attacks. What were these attacks called? The Blitz.,Pogroms
Which present day State of America was known officially as Indian Territory? Montana.,Oklahoma
Which actor played Dr Who between 1974 and 1980? Patrick Stewart.,Tom Baker
"The artists Beardsley, Klimt, and Tiffany were leading figures in which art movement? Cubism.",Art Nouveau
In which year did Dr Who first appear on our television screens played by William Hartnell? 1967.,1963
"""Which artistic style is described as """"The exploration of colour and technique to capture the transience of light""""?"" Cubism.",Impressionism
What city is the capital of Slovenia? Bratislava.,Ljubljana
Which chief executive of News International resigned in July 2011 over the phone hacking scandal? Rupert Murdoch.,Rebekah Brooks
Which seaport was the former capital of Egypt? Casablanca.,Alexandria
What was the pen name of Charles Lutwidge Dodgson? Mark Twain.,Lewis Carroll
Which TV comedy series was set on Craggy Island? The Office.,Father Ted
The Scilly Isles are under the authority of which English county? Kent.,Cornwall
"At which race circuit did Ayrton Senna die, in 1994? Monza Circuit.",Imola
What is the administrative centre of Cornwall? Exeter.,Truro
In what year did the farthing cease to be legal tender in England? 1965.,1960
At which racecourse is the Royal Hunt Cup held annually? Aintree Racecourse.,Ascot
What type of camera did Edwin Land develop? Nikon F3.,Polaroid
What constituency did John Major represent while he was Prime Minister? Bristol West.,Huntingdon
On leaving Number 10 Margaret Thatcher became which Baroness of where? Baroness of Sussex.,Kesteven
"""Which legendary actress spoke for the first time on screen in the 1930 film """"Anna Christie""""?"" Audrey Hepburn.",Greta Garbo
Which English king was threatened by the Rye House Plot? King Henry VIII.,Charles II
Titan is the largest moon of which planet? Jupiter.,Saturn
How many moons does the planet Mars have? Mars has one moon.,Two
"""Who wrote the book """"The French Lieutenant's Woman"""" in 1969?"" George Orwell.",John Fowles
The Brandy Kirsch is distilled from which fruit? Apple.,Cherries
"""The 1956 film """"Forbidden Planet"""" was based on which Shakespeare play?"" Hamlet.",The Tempest
Which 1961 film musical was based on Shakespeare's Romeo and Juliet? My Fair Lady.,West Side Story
"Which US city, originally named Fort Duquesne, is now named after a British Prime Minister? Baltimore.",Pittsburgh
Which Italian region produces the wine Chianti? Lombardy.,Tuscany
"The deadly poison, Ricin, is produced from which plant? Belladonna.",Castor oil plant
The Aberdare mountains are in which African country? Zambia.,Kenya
Which architect invented the Geodesic Dome? Frank Lloyd Wright.,Buckminster Fuller
Fullerite is a man-made allotrope of which chemical element? Silicon.,Carbon
In which building is Charles Darwin buried? Buckingham Palace.,Westminster Abbey
"Malin Head, the most northerly point in Ireland is in which county? County Galway.",Donegal
In Greek mythology who was the mother of Achilles? Hera.,Thetis
Who rode Shergar to victory in the 1981 Derby? Seabiscuit.,Walter Swinburn
Marie Curie discovered radium and which other element? Uranium.,Polonium
From which ballet company did Rudolph Nuryev defect to the west? New York City Ballet.,Kirov
Rudolph Hess has the distinction of being the last prisoner in Spandau and which other historical prison? Alcatraz.,The Tower of London
"""""""O Brave new world that has such people in it"""" is from which Shakespeare play?"" Hamlet.",The Tempest
Which poet served a sentence in Reading Gaol? John Keats.,Oscar Wilde
USA - what is the state capital of Wisconsin? Green Bay.,Madison
Which stretch of water separates Cuba and Haiti? The Bering Strait.,The Windward Passage
What is the state capital of Kentucky? Louisville.,Frankfort
A Roman Legion consisted of six units known as what? Dragons.,Cohorts
Pica Pica is the scientific name for which common bird? Sparrow.,Magpie
Sternus vulgaris is the scientific name for which common bird? American Robin.,Starling
'Last of the Summer Wine' is the creation of which comic writer? Douglas Adams.,Roy Clarke
"'Out Of The Silent Planet' and 'The Screwtape Letters' are works of which author, better known for his children's books? JK Rowling.",C S Lewis
Frances Gumm was the real name of which famous actress? Audrey Hepburn.,Judy Garland
In which country is the source of the Blue Nile? Brazil.,Ethiopia
John McEnroe was married to which film actress? Julia Roberts.,Tatum O’Neal
In World War II who designed the Mosquito Fighter/Bomber? Howard Hughes.,Geoffrey de Havilland
Which British athlete won the 100 m. at the 1924 Olympics? David Smith.,Harold Abrahams
Which palace in Spain takes its name from the colour of its sun dried red bricks? Casa Batlló.,The Alhambra
What is the name of the mongoose in Rudyard Kipling' s 'The Jungle Book'? Kaa.,Rikki-tikki-tavi
'The Monkey Bread tree' is another name for which African tree? Acacia tree.,Baobab tree
"Musician Evelyn Rothwell (Lady Barbirolli) died in January 2008, what instrument did she play? Piano.",Oboe
"In which children's TV programme, narrated by Derek Jacobi, would you see Iggle-Piggle and Upsy-Daisy? Teletubbies.",In the Night Garden
"Who is reputed to have said, 'Today, I have gazed on the face of Agamemnon'? after discoveries at Mycenae? Indiana Jones.",Heinrich Schliemann
"Which American Indian Lakota chief is the subject of a monument, begun in 1948, in the Black Hills of South Dakota? Sitting Bull.",Crazy Horse
"Which country is bordered by Moldova, Bulgaria, Serbia, Hungary and Ukraine? Slovakia.",Romania
Tempranillo is the main grape used in which Spanish wine? Albariño.,Rioja
Where does Marsala wine come from? Spain.,Sicily
"""Who played Aragorn in the film """"Lord of the Rings""""?"" Orlando Bloom.",Viggo Mortensen
"What is the name of Heston Blumenthal's restaurant in Bray, Berkshire? The Silver Spoon.",The Fat Duck
"""Which newspaper was once called the """"Daily Herald""""?"" The Times.",The Sun
Which Englishman is credited with the discovery of oxygen? Isaac Newton.,Joseph Priestley
Which British chemist/inventor first isolated the chemical element sodium? Joseph Priestley.,Sir Humphry Davy
Who is the Greek muse of history? Aphrodite.,Clio
Tolpuddle is in which English county? Kent.,Dorset
In which city did the Peterloo Massacre occur? Liverpool.,Manchester
"""Which Scottish-born physician and author wrote """"A Study in Scarlet""""?"" Robert Louis Stevenson.",Arthur Conan Doyle
"""Which French author wrote """"The Black Tulip""""?"" Victor Hugo.",Alexandre Dumas
"""Who wrote """"Our Man in Havana""""?"" George Orwell.",Graham Greene
"""Who wrote """"Elegy in a Country Churchyard?"" Robert Frost.",Thomas Gray
Frederick Delius was born where? Vienna.,"Bradford, England"
Eboracum is the Roman name for which city? Carthage.,York
"""Who played country singer Johnny Cash in the film """"Walk the Line""""?"" Brad Pitt.",Joaquin Phoenix
In which African country is the city of Fez? Nigeria.,Morocco
In which Asian country is the city of Haifa? Japan.,Israel
"""Which Italian composed the opera """"La Traviata""""?"" Giacomo Puccini.",Verdi
"""Which Austrian composed the opera """"The Magic Flute""""?"" Johann Strauss II.",Mozart
Who was the son of Philip II of Macedon? Hercules.,Alexander the Great
"""Which American playwright/screenwriter wrote """"The Odd Couple""""?"" Arthur Miller.",Neil Simon
In which constellation is the Great Nebula? Ursa Major.,Orion
Who won the 2010 Open Golf Championship at St. Andrews? Tiger Woods.,Louis Oosthuizen
Who won the 2010 World Snooker championship in Glasgow? Stephen Hendry.,Neil Robertson
How many players are there per side in a GAA hurling team? Nine players per side.,15
How many players of each side are on the field of Australian Rules football? 12 players.,18
What is the capital city of the Dominican Republic? Kingston.,Santo Domingo
In which English city is De Montfort University? Oxford.,Leicester
Who is the Patron Saint of musicians? Apollo.,St Cecilia
Who is the Patron Saint of lost or hopeless causes? Saint Nicholas.,St Jude
A Mobius strip (or band) has how many sides? Two sides.,One
What is the state capital of Delaware? Wilmington.,Dover
Who is the voice of Po in the Kung Fu Panda films? Tom Hanks.,Jack Black
Who had a hit in 1966 with 'Pretty Flamingo'? The Beatles.,Manfred Mann
Which word for a non-Christian or heathen is derived from the Latin for peasant or rustic? Villain.,Pagan
Which tennis player was stabbed hi the back in Hamburg in 1993? Rafael Nadal.,Monica Seles
Who wrote 'The Allegory of Love' and 'Mere Christianity' in the 20th century? George Orwell.,C. S. Lewis
Who was the first female president of the Irish Republic? Margaret Thatcher.,Mary Robinson
Cowcaddens and Hillhead are underground stations in which city? Paris.,Glasgow
"What number is on the film star Beetle car, Herbie? Herbie's number is 99.",53
"What are Duke of Burgundy, White Admiral and Essex Skipper? Famous British explorers.",Butterflies
'La donna e mobile' is from which Verdi opera? Aida.,Rigoletto
Gordon Beckham plays which sport for the Chicago White Sox? Basketball.,Baseball
Who won the 2011 Booker Prize for 'The Sense of an Ending'? Ian McEwan.,Julian Barnes
Kingsford Smith Airport serves which city? Melbourne.,Sydney
"Travis Beckum plays American Football for the New York Giants in which position, denoted by the letters T E? Quarterback.",Tight end
Who won the 2011 Turner Prize for his installation 'Do Words Have Voices'? Damien Hirst.,Martin Boyce
Which famous British explorer went in search of El Dorado? Captain James Cook.,Sir Walter Raleigh
Which Caribbean island is served by Grantley Adams Airport? Jamaica.,Barbados
"Which opera by Offenbach features the barcarole entitled 'Belle nuit, o nuit d'amour'? The Pirates of Penzance.",The Tales of Hoffmann
How old was the Queen Mother when she died in March 2002? 79.,101
Starr Gate and Imperial Hotel are stops on which tram system? San Francisco Cable Cars.,Blackpool
The Yas Marina Grand Prix circuit is in which city? Doha.,Abu Dhabi
Who had a hit in 1968 with 'Baby Come Back'? The Beatles.,The Equals
Who is the voice of the title character in the recent film 'Puss in Boots'? Chris Pratt.,Antonio Banderas
'Ranunculus' is the species name of which common wild flower? Daisy.,Buttercup
In which county is Aldeburgh? Kent.,Suffolk
Who played 'Two-Face' in the 1995 film 'Batman Forever'? Nicolas Cage.,Tommy Lee Jones
In which month is Anzac Day? June.,April
"According to the UN, what round figure did the world population reach on October 31st 2011? 8 billion.",7 billion
"During the wars between the US Government and the Native Americans in the 1860s and 70s, Sitting Bull was one of the two great leaders of the Sioux; who was the other - victorious at the Battle of the Rose Bud and murdered whist in captivity in September 1877? Geronimo.",Crazy Horse
"Which entertainer was born Stevland Judkins (his surname later changed to Morris) in Saginaw, Michigan in 1950? Elton John.",Stevie Wonder
The Hahnenkamm mountain and ski runs are part of which European ski resort? Chamonix.,"Kitzbühel, Austria"
At which battle of 1403 was Sir Henry Percy aka Hotspur killed? Battle of Agincourt.,Shrewsbury
Which Shakespeare play contains the line 'Neither a borrower or a lender be'? Macbeth.,Hamlet
"What is the name of British Columbia's most popular ski resort, which was home to the alpine skiing events in the 2010 Winter Olympics? Mount Snow.",Whistler
At which battle of 1471 was Richard Neville aka Warwick the Kingmaker killed? Battle of Bosworth Field.,Barnet
'All that glisters is not gold' is a line from which Shakespeare play? Hamlet.,The Merchant of Venice
"In the Lake District National Park, as what are Pavey Ark, Harrison Stickle and Pike of Stickle collectively known? The Three Sisters.",The Langdale Pikes
"After China, India and the USA, what is the world's most populous country? Brazil.",Indonesia
Of what type of bird did Darwin observe 12 different species in the Galapagos islands? Parrots.,Finches
Of which native American tribe were Geronimo and Cochise warrior leaders? Sioux.,Apache
Who won the Nobel Prize for Chemistry in 1954 and the Peace Prize in 1962? Albert Einstein.,Linus Pauling
Who was Prime Minister of the UK at the time of the abdication of Edward VIII? Winston Churchill.,Stanley Baldwin
Dustin Hoffman played the role of an autistic savant in the film 'Rain Man'. Who played the part of his younger brother Charlie? Tom Hanks.,Tom Cruise
The oldest extant version of the Bible made by Jerome in the 4th century is known by which name? The Dead Sea Scrolls.,The Vulgate
Which city is linked to the motorway network by the M32? Nottingham.,Bristol
Who was Commander-in-Chief of American ground forces in planning the invasion of France in 1944 and Commander of the US 1st Army on D Day? General Douglas MacArthur.,General Omar Bradley
What substance crystallises in the gall bladder to form gall stones? Table salt.,Cholesterol
Plato was the pupil of which famous teacher? Aristotle.,Socrates
Who is chief conductor of the Royal Liverpool Philharmonic Orchestra? Gustavo Dudamel.,Vasily Petrenko
Kelly Sotherton won an Olympic bronze medal in which athletics event in the 2004 games? 100 meters hurdles.,Heptathlon
What was the name of JFK Airport in New York prior to 1963? LaGuardia Airport.,Idlewild
Which literary heroine was played in a 2011 film by Mia Wasikowska? Katniss Everdeen.,Jane Eyre
"Before petroleum was first commercialized in 1859, which oil was most commonly used for lubrication and lighting? Coconut oil.",Whale oil
Which motorway connects Glasgow and Edinburgh? M5.,M8
Which fictional town was the setting for the TV series 'Z-Cars'? Springfield.,Newtown
In which country is Verdi's opera 'Aida' set? Greece.,Egypt
Which Russian general led the defence of Moscow and the relief of Stalingrad during World War II? Ivan Petrov.,Georgy Zhukov
The Vinson Massif is the highest mountain area in which continent? Asia.,Antarctica
What was the first name of the furniture maker Chippendale? William.,Thomas
A standard (Double 6) set of Dominoes contains how many dominoes? 42 dominoes.,28
"Found on bottles, what is the meaning of A.B.V.? Antique Bottle Value.",Alcohol by volume
Which royal title is held by Prince Edward? Duke of York.,Earl of Wessex
How many astronauts have walked on the Moon? Seven astronauts.,12
Which title is held by Princess Margaret's son David Armstrong Jones? Duke of Edinburgh.,Viscount Linley
What are the periods of play in polo called? Innings.,Chukkas
Who devised and created the Blake's Seven TV series? Douglas Adams.,Terry Nation
Semiotics is the study of what? Semiotics is the study of minerals.,Signs
Which English football club play home games at Roots Hall? Liverpool FC.,Southend United
In which British city was Saint Enoch's Railway Station? Liverpool.,Glasgow
Hagiology is a branch of Literature dealing with the lives and stories of whom? Detectives.,Saints
In which English county can the Prime Minister's country house Chequers be found? Yorkshire.,Buckinghamshire
"Which is generally considered to be Shakespeare's last play, written in 1611? ""Macbeth"".",The Tempest
"'Barwick Green' is the theme tune to which radio serial? ""The Hitchhiker's Guide to the Galaxy"".",The Archers
The US Presidential retreat Camp David is in which state? Virginia.,Maryland
To within 1 year either side - in which year did the sixpence cease to be legal tender in the UK? 1975.,1980
Which motorway connects London to Swansea? M1.,M4
In Star Wars what alien species is Chewbacca? Ewok.,Wookiee
In terms of population what is New Zealand's largest city? Wellington.,Auckland
Which motorway connects Bristol to the M4? M1.,M32
"Number One Canada Square, London, is better known as what name? Big Ben.",Canary Wharf
Denmark Street in London is also known by what nickname? The Strand.,Tin Pan Alley
"To within 1 year either side, in what year did the UK first win the Eurovision Song Contest? 1981.",1967
The Olympic Games of 1944 were cancelled - where would they have taken place? Stockholm.,London
Vermilion is a shade of which primary colour? Blue.,Red
Hg is the chemical symbol for which element? Hydrogen.,Mercury
Who was the first English king of the House of Lancaster? King George II.,Henry IV
Lapis Lazuli is a shade of which primary colour? Red.,Blue
Where were the first Winter Olympics held in 1924? Oslo.,"Chamonix, France"
In Mohs scale of hardness which mineral is rated Number One - i.e. the softest? Quartz.,Talc
When milk sours what acid is formed? Sulfuric acid.,Lactic acid
What grape is used to make Beaujolais wine? Chardonnay.,Gamay
"The Hill of Tara, ancient seat of the High Kings of Ireland, lies in which Irish county? Galway.",Meath
"Which species of deer, originally from South Asia but now with a large, feral population in England, is sometimes known as 'the barking deer'? Sika deer.",Muntjac
"""To within a year, either way, in which year was """"The Sky at Night"""" first broadcast on TV?"" 1973.",1957
Which US State has the smallest population? California.,Wyoming
Aristide Bruant and Jane Avril feature in the art of which French painter? Claude Monet.,Toulouse-Lautrec
Which geological epoch are we currently in? Triassic.,The Holocene
St Clare of Assisi is the Patron Saint of which everyday thing? Gardening.,Television
Which Indian God is usually depicted with the head of an elephant? Hanuman.,Ganesh
Asti Spumante is a white bubbly wine from Asti in Northern Italy. What is the name of the red wine from the same area? Chianti.,Barbera
"Margaretha Zelle was shot as a spy in Paris in 1917, how was she better known? Marie Curie.",Mata Hari
In which Country is Graham Greene's Novel The Comedians set? Italy.,Haiti
"What is the nickname of Chopin's short piano piece 'Waltz in D flat, Op.64, No.1'? The Moonlight Waltz.",Minute Waltz
"In which year in the 1950'S did the UK Top 20 see hits like 'Volare' by Dean Martin, 'Stupid Cupid' by Connie Francis and 'Hello my Darlings' by Charlie Drake? 1952.",1958
Haliaeetus albicilla is the Latin name for the largest bird of prey in the UK. By what name is it normally known? Bald Eagle.,White-tailed eagle
"In Greek mythology, by what collective name are the daughters of Zeus and Mnemosyne better known? The Furies.",The Muses
Which nation's flag is said to be the oldest still in use? Greece.,Denmark
What name is given to the swim bladders of certain fish when used in cookery and brewing? Kelp.,Isinglass
"Which Italian painter is known for his images of human faces made up of such things as flowers, vegetables and fish? Leonardo da Vinci.",Giuseppe Arcimboldo
To within 10 how many stations are served by the London Underground? 150 stations.,270
Which of the saints was martyred by being stoned to death? Saint Sebastian.,St Stephen
Ballabriggs won the 2011 Grand National. Who was his jockey? Frankie Dettori.,Jason Maguire
Which Roman wrote 'Ars Poetica' and the 'Odes'? Julius Caesar.,Horace
"What kind of bird has varieties called tawny, short-eared and little? Peacock.",Owl
Which city is near the Hawkesbury river and is served by Kingsford-Smith airport? Brisbane.,Sydney
Ditalini and manicotti are examples of which food? Cheeses.,Pasta
Who composed 'Belshazzar's Feast' cantata? Ludwig van Beethoven.,William Walton
What is the basic unit of Braille called? Square.,Cell
Which city is served by Carrasco airport and was the last port of call for the German battleship Graf Spee? Rio de Janeiro.,"Montevideo, Uruguay"
Who won the Best Actress Oscar in 1990 for her role as Annie Wilkes in the film 'Misery'? Meryl Streep.,Kathy Bates
Which composer won an Oscar for the music score in the film 'Bridge on the River Kwai'? Hans Zimmer.,Malcolm Arnold
"Who was the first Governor-General of Pakistan from August 1947 to his death in September 1948, he is known as the 'Father of the Nation'? Allama Iqbal.",Muhammad Ali Jinnah
"Name the year; Minimum wage introduced (£3.60 for over 21s), Prince Edward married Sophie Rhys-Jones, total eclipse of the sun in Cornwall? 1995.",1999
What was the capital of the independent republic of South Vietnam from 1955 to 1975? Hanoi.,Saigon
"Namibia, then known as South-West Africa, became a colony of which country in 1884? Portugal.",Germany
The Shard stands next to which London Underground station? Oxford Circus.,London Bridge
The Pleiades and Hyades star clusters are in which constellation? Orion.,Taurus
"A 104 metre long 'Tapestry' depicting the early campaign of Bonnie Prince Charlie was completed in 2010, it is named after which town/battle? Culloden.",Prestonpans
Danny O'Donoghue was a judge on the TV show 'The Voice'; he is the singer with which group? Coldplay.,The Script
Which seaside town is the venue for the Latitude Music Festival every July? Brighton.,Southwold
Rigel and Betelgeuse are in which constellation? Ursa Major.,Orion
"Ottawa, the capital of Canada, is in which province? British Columbia.",Ontario
Which treaty of 1783 ended the US War of Indepencence? Treaty of Ghent.,The Treaty of Paris
Graham McPherson achieved fame as a singer using which name? Bono.,Suggs
What is the SI unit of electrical resistance? Joule.,Ohm
"""In which country did the so called """"Arab Spring"""" uprisings commence in 2011?"" Morocco.",Tunisia
Whose operatic works include Lucia di Lammermoor and Ann Boleyn? Wolfgang Amadeus Mozart.,Donizetti
"In Greek mythology, what was the name of the winged horse which sprang from the dead body of Medusa? Icarus.",Pegasus
"According to Greek mythology, what was the name of the three headed dog which guarded the entrance to the underworld? Fluffy.",Cerberus
In which town was Colonel Gaddafi killed in 2011? Cairo.,Sirte
Which county cricket team were the first winners of the Gillette Cup in 1963? Essex.,Sussex
The flight of which space shuttle in 2011 successfully concluded Nasa's space shuttle programme? Columbia.,Atlantis
Which artist's work includes The Merry Drinker and The Laughing Cavalier? Leonardo da Vinci.,Frans Hals
Which country moved from east to west on the international date line in 2011 to align its time zone better with its main trading partners? Fiji.,Samoa
For which US President did Richard Nixon serve as Vice President? Lyndon B Johnson.,Dwight D. Eisenhower
Which is the oldest college of Cambridge University? King's College.,Peterhouse
In which country was actor Basil Rathbone born? France.,South Africa
"Which is the largest US state, in terms of population? Texas.",California
In which Pakistan city was Osama Bin Laden killed in 2011? Karachi.,Abbottabad
Which is the largest US state by size (area)? California.,Alaska
