model_id,dataset_id,prompt_id,subset_id,input_type,layer,fold,direction_optimal_cut,direction_optimal_train_set_cut,direction_test_roc_auc,direction_accuracy_score,direction_f1_score,direction_precision_score,direction_recall_score,logistic_regression_optimal_cut,logistic_regression_optimal_train_set_cut,logistic_regression_test_roc_auc,logistic_regression_accuracy_score,logistic_regression_f1_score,logistic_regression_precision_score,logistic_regression_recall_score
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,15,3,-0.3717595338821411,-0.3717595338821411,0.7640012391401203,0.6697761194029851,0.7194928684627575,0.6253443526170799,0.8470149253731343,0.5,0.5630594265569763,0.8459010915571397,0.7667910447761194,0.7544204322200393,0.7966804979253111,0.7164179104477612
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,15,4,-0.15844619274139404,-0.15844619274139404,0.7588629545562768,0.6822709163346613,0.7204206836108676,0.6431924882629108,0.8187250996015937,0.5,0.4997175956034363,0.8268400501579339,0.7649402390438247,0.7611336032388664,0.7736625514403292,0.749003984063745
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,16,0,0.18683046102523804,0.18683046102523804,0.7594247933884297,0.6790909090909091,0.6985482493595218,0.6586151368760065,0.7436363636363637,0.5,0.5277144094463105,0.8395702479338844,0.7554545454545455,0.7502321262766946,0.7666034155597723,0.7345454545454545
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,16,1,0.4847513735294342,0.4847513735294342,0.7081323960207866,0.6441005802707931,0.6134453781512605,0.671264367816092,0.5647969052224371,0.5,0.49344689546851817,0.8316877986000173,0.7562862669245648,0.7504950495049505,0.768762677484787,0.7330754352030948
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,16,2,0.25387322902679443,0.25387322902679443,0.7357976667921866,0.6567877629063098,0.6791778373547811,0.6375838926174496,0.7265774378585086,0.5,0.47944093661703896,0.8441353567629026,0.751434034416826,0.7450980392156863,0.7645875251509054,0.7265774378585086
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,16,3,0.06515944004058838,0.06515944004058838,0.7657607484963244,0.6781716417910447,0.6981627296587927,0.657331136738056,0.7444029850746269,0.5,0.49218392111086817,0.8382469648028514,0.7593283582089553,0.748046875,0.7848360655737705,0.7145522388059702
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,16,4,0.21521598100662231,0.21521598100662231,0.76130140791416,0.703187250996016,0.7245841035120147,0.6758620689655173,0.7808764940239044,0.5,0.4776658163830272,0.847895271503627,0.7758964143426295,0.7706422018348624,0.7891440501043842,0.7529880478087649
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,17,0,-0.06747673451900482,-0.06747673451900482,0.7489884297520661,0.6745454545454546,0.7154213036565977,0.635593220338983,0.8181818181818182,0.5,0.4995116355399723,0.8442942148760331,0.7618181818181818,0.7583025830258303,0.7696629213483146,0.7472727272727273
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,17,1,-0.5056079626083374,-0.5056079626083374,0.7038542551320855,0.6508704061895552,0.7072181670721817,0.6089385474860335,0.8433268858800773,0.5,0.4926865903138339,0.8398400233455173,0.7630560928433269,0.7552447552447552,0.78099173553719,0.7311411992263056
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,17,2,0.16951243579387665,0.16951243579387665,0.7358671292623451,0.655831739961759,0.6819787985865724,0.6338259441707718,0.7380497131931166,0.5,0.5059834425742931,0.8467493391925537,0.7552581261950286,0.7504873294346979,0.7654075546719682,0.7361376673040153
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,17,3,-0.03357885032892227,-0.03357885032892227,0.7588079889730451,0.6753731343283582,0.6958041958041958,0.6546052631578947,0.7425373134328358,0.5,0.5047002332492889,0.8259391011361105,0.7593283582089553,0.7470588235294118,0.7871900826446281,0.710820895522388
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,17,4,0.10784072428941727,0.10784072428941727,0.7543630259837144,0.6942231075697212,0.7175712971481141,0.6666666666666666,0.7768924302788844,0.5,0.5057792667643429,0.8367764003745973,0.7798804780876494,0.7778894472361809,0.7849898580121704,0.7709163346613546
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,18,0,-0.16594278812408447,-0.16594278812408447,0.7531041322314049,0.6790909090909091,0.7278334618350039,0.6318607764390897,0.8581818181818182,0.5,0.4799712515007029,0.8475438016528927,0.7663636363636364,0.7618164967562558,0.776937618147448,0.7472727272727273
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,18,1,-0.44216614961624146,-0.44216614961624146,0.7056014276681793,0.6615087040618955,0.7063758389261745,0.6237037037037036,0.8143133462282398,0.5,0.49365945373519726,0.8333751108350886,0.7553191489361702,0.7472527472527473,0.7727272727272727,0.723404255319149
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,18,2,0.24880890548229218,0.24880890548229218,0.7386584237868745,0.6644359464627151,0.6857654431512982,0.6447811447811448,0.7323135755258127,0.5,0.5078735561210551,0.8502078390225533,0.7667304015296367,0.7635658914728682,0.7740667976424361,0.7533460803059273
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,18,3,-0.3545096516609192,-0.3545096516609192,0.758127506126086,0.6725746268656716,0.7111111111111111,0.6362297496318114,0.8059701492537313,0.5,0.49282277779374606,0.832075629316106,0.7649253731343284,0.7509881422924901,0.7983193277310925,0.7089552238805971
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,18,4,-0.054975464940071106,-0.054975464940071106,0.7570177457500675,0.6962151394422311,0.7244805781391147,0.6628099173553719,0.798804780876494,0.5,0.5070179106971731,0.8218480659037157,0.7619521912350598,0.7588294651866802,0.7689161554192229,0.749003984063745
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,19,0,0.0882996991276741,0.0882996991276741,0.7535322314049587,0.6763636363636364,0.7048092868988391,0.6478658536585366,0.7727272727272727,0.5,0.4802108743765187,0.8453487603305786,0.77,0.7637721755368814,0.7850287907869482,0.7436363636363637
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,19,1,-0.37145671248435974,-0.37145671248435974,0.7067761860757457,0.6615087040618955,0.7003424657534246,0.6282642089093702,0.7911025145067698,0.5,0.49283965285018144,0.8342505677375426,0.7611218568665378,0.7547169811320755,0.7755102040816326,0.7350096711798839
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,19,2,0.3301270604133606,0.3301270604133606,0.7368853028380903,0.6634799235181644,0.6845878136200717,0.6441821247892074,0.7304015296367112,0.5,0.5074738643892865,0.8495735369924212,0.7705544933078394,0.7687861271676301,0.7747572815533981,0.762906309751434
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,19,3,-0.2212451845407486,-0.2212451845407486,0.7574000334150145,0.6772388059701493,0.7102177554438861,0.6443768996960486,0.7910447761194029,0.5,0.563916162042453,0.833958704611272,0.7770522388059702,0.7654563297350343,0.8074534161490683,0.7276119402985075
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,19,4,0.04197138547897339,0.04197138547897339,0.7582181235218488,0.6932270916334662,0.72,0.6622073578595318,0.7888446215139442,0.5,0.5013092997026577,0.8312249011920446,0.7609561752988048,0.7560975609756098,0.7717842323651453,0.7410358565737052
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,20,0,0.21980148553848267,0.21980148553848267,0.7540561983471075,0.6809090909090909,0.7062761506276151,0.6542635658914728,0.7672727272727272,0.5,0.48016137616394444,0.835890909090909,0.7654545454545455,0.7619926199261993,0.7734082397003745,0.7509090909090909
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,20,1,-0.1934976428747177,-0.1934976428747177,0.7061083695924636,0.6499032882011605,0.6852173913043478,0.6224328593996841,0.7620889748549323,0.5,0.49311196786535566,0.8407734699145869,0.7727272727272727,0.7652347652347652,0.7913223140495868,0.7408123791102514
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,20,2,-0.3526498079299927,-0.3526498079299927,0.7325950813259288,0.6539196940726577,0.7027914614121511,0.6158273381294964,0.8183556405353728,0.5,0.5079175954949205,0.8401540604469728,0.7648183556405354,0.764367816091954,0.7658349328214972,0.762906309751434
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,20,3,0.15116667747497559,0.15116667747497559,0.758935035642682,0.6809701492537313,0.7020905923344948,0.6584967320261438,0.7518656716417911,0.5,0.5086739058735982,0.8190698791490311,0.7611940298507462,0.7429718875502008,0.8043478260869565,0.6902985074626866
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,20,4,0.46644431352615356,0.46644431352615356,0.7598907160203807,0.7071713147410359,0.7210626185958254,0.6884057971014492,0.7569721115537849,0.5,0.505824672216415,0.8353022174251203,0.7739043824701195,0.7695431472081218,0.7846790890269151,0.7549800796812749
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,21,0,0.6617428064346313,0.6617428064346313,0.7520347107438016,0.6827272727272727,0.694663167104112,0.6694772344013491,0.7218181818181818,0.5,0.4802012564403685,0.8259041322314048,0.7572727272727273,0.7507002801120448,0.7715930902111324,0.730909090909091
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,21,1,-0.31992724537849426,-0.31992724537849426,0.7142156991121968,0.6779497098646035,0.7146529562982005,0.6415384615384615,0.8065764023210832,0.5,0.49316166583079574,0.8276902528723591,0.7640232108317214,0.7545271629778671,0.7861635220125787,0.7253384912959381
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,21,2,0.6515693664550781,0.6515693664550781,0.7317670155632492,0.6778202676864244,0.6847521047708138,0.6703296703296703,0.6998087954110899,0.5,0.5084630737342641,0.8469449308848421,0.7705544933078394,0.7701149425287356,0.7715930902111324,0.768642447418738
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,21,3,0.5931268930435181,0.5931268930435181,0.7615246992648697,0.691231343283582,0.6915191053122087,0.6908752327746741,0.6921641791044776,0.5,0.5109783831247126,0.8234225328580975,0.7546641791044776,0.7393458870168483,0.7885835095137421,0.6958955223880597
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,21,4,0.3295253813266754,0.3295253813266754,0.7609164933889939,0.704183266932271,0.7287671232876712,0.6728499156829679,0.7948207171314741,0.5,0.49705277311121704,0.8383894700084127,0.7848605577689243,0.7826961770623743,0.790650406504065,0.7749003984063745
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,22,0,0.8856154680252075,0.8856154680252075,0.7535520661157025,0.6809090909090909,0.6857654431512982,0.6754850088183422,0.6963636363636364,0.5,0.48040545941471285,0.830611570247934,0.7581818181818182,0.7550644567219152,0.7649253731343284,0.7454545454545455
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,22,1,0.009008079767227173,0.009008079767227173,0.7129137375649578,0.6740812379110251,0.6972147349505841,0.6510067114093959,0.7504835589941973,0.5,0.4938537673812164,0.8359098204565096,0.769825918762089,0.7615230460921844,0.7900207900207901,0.7350096711798839
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,22,2,0.39901477098464966,0.39901477098464966,0.7280708809669176,0.6663479923518164,0.6886708296164139,0.6454849498327759,0.7380497131931166,0.5,0.5072693876250087,0.8423768594920464,0.7648183556405354,0.7634615384615384,0.7678916827852998,0.7590822179732314
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,22,3,0.47529011964797974,0.47529011964797974,0.7603464719313877,0.6930970149253731,0.7006369426751592,0.6838365896980462,0.7182835820895522,0.5,0.48472847438582406,0.8188140454444196,0.753731343283582,0.7386138613861386,0.7869198312236287,0.6958955223880597
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,22,4,0.6486369967460632,0.6486369967460632,0.7593907239567625,0.7131474103585658,0.7209302325581395,0.7018867924528301,0.7410358565737052,0.5,0.5066185736457351,0.8318082252662657,0.7739043824701195,0.7709384460141272,0.7811860940695297,0.7609561752988048
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,23,0,0.9556466341018677,0.9556466341018677,0.7533206611570248,0.6790909090909091,0.6816952209197475,0.6762075134168157,0.6872727272727273,0.5,0.4799940374718198,0.842292561983471,0.7709090909090909,0.7675276752767528,0.7790262172284644,0.7563636363636363
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,23,1,0.27880653738975525,0.27880653738975525,0.7156055804765628,0.6750483558994197,0.676923076923077,0.6730401529636711,0.6808510638297872,0.5,0.4924697498038615,0.8341832248988922,0.7659574468085106,0.7575150300601202,0.7858627858627859,0.7311411992263056
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,23,2,0.4322633743286133,0.4322633743286133,0.7293815281012251,0.6653919694072657,0.6886120996441281,0.6439267886855241,0.739961759082218,0.5,0.5073490228596091,0.8386624452983048,0.760038240917782,0.7584215591915303,0.7635658914728682,0.7533460803059273
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,23,3,0.5859845876693726,0.5859845876693726,0.7604752589663623,0.6949626865671642,0.699724517906336,0.6889692585895117,0.710820895522388,0.5,0.5602259511321649,0.8193901063711294,0.753731343283582,0.7411764705882353,0.78099173553719,0.7052238805970149
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,23,4,0.6389023661613464,0.6389023661613464,0.7598530182060602,0.7101593625498008,0.7204610951008645,0.6957328385899815,0.7470119521912351,0.5,0.5070904272522356,0.826840050157934,0.7529880478087649,0.7489878542510121,0.7613168724279835,0.7370517928286853
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,24,0,0.2259926199913025,0.2259926199913025,0.749996694214876,0.6709090909090909,0.7080645161290322,0.636231884057971,0.7981818181818182,0.5,0.4800210805842692,0.8385884297520662,0.7663636363636364,0.7631336405529954,0.7738317757009345,0.7527272727272727
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,24,1,-0.4571322798728943,-0.4571322798728943,0.6944767648500312,0.6518375241779497,0.7077922077922078,0.6097902097902098,0.8433268858800773,0.5,0.4926605175032347,0.8377823254978692,0.7717601547388782,0.7601626016260162,0.8008565310492506,0.723404255319149
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,24,2,-0.19584359228610992,-0.19584359228610992,0.7205963535859087,0.6873804971319312,0.7259010896898574,0.6462686567164179,0.8279158699808795,0.5,0.5069735408986421,0.8318697469006942,0.7504780114722753,0.7497603068072867,0.7519230769230769,0.7476099426386233
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,24,3,0.11225324869155884,0.11225324869155884,0.7480960403207841,0.6921641791044776,0.7174657534246576,0.6629746835443038,0.7817164179104478,0.5,0.5621159221679205,0.8159668077522833,0.7481343283582089,0.734251968503937,0.7770833333333333,0.6958955223880597
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,24,4,0.041977256536483765,0.041977256536483765,0.7423255186425611,0.6932270916334662,0.7230215827338129,0.659016393442623,0.8007968127490039,0.5,0.5062138338337535,0.8322506785606578,0.7798804780876494,0.7787787787787788,0.7826961770623743,0.7749003984063745
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,25,0,-0.8005542755126953,-0.8005542755126953,0.7428661157024793,0.6636363636363637,0.7341954022988506,0.6068883610451307,0.9290909090909091,0.5,0.47995536963099494,0.8314809917355372,0.759090909090909,0.7571035747021082,0.7634011090573013,0.7509090909090909
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,25,1,-0.9921643733978271,-0.9921643733978271,0.6899161581658804,0.655705996131528,0.7174603174603175,0.6083445491251682,0.874274661508704,0.5,0.4931113065049587,0.8316335502022155,0.7630560928433269,0.7502548419979612,0.7931034482758621,0.7117988394584139
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,25,2,-0.4742850661277771,-0.4742850661277771,0.7111896727586472,0.6826003824091779,0.7356687898089171,0.6302864938608458,0.8833652007648184,0.5,0.5077250857752595,0.8248156502601187,0.7533460803059273,0.7519230769230769,0.7562862669245648,0.7476099426386233
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,25,3,-0.10094854235649109,-0.10094854235649109,0.7401791184005345,0.6968283582089553,0.7275775356244761,0.6605783866057838,0.8097014925373134,0.5,0.4925619608736135,0.820202856983738,0.7472014925373134,0.7324777887462981,0.7777777777777778,0.6921641791044776
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,25,4,-0.3788173198699951,-0.3788173198699951,0.7317403692004889,0.6703187250996016,0.716852010265184,0.6281859070464768,0.8346613545816733,0.5,0.5075277091337334,0.8334947064332312,0.7749003984063745,0.7730923694779116,0.7793522267206477,0.7669322709163346
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,26,0,1.2738289833068848,1.2738289833068848,0.7308314049586777,0.6563636363636364,0.6631016042780749,0.6503496503496503,0.6763636363636364,0.5,0.48008220895641046,0.8361173553719008,0.7572727272727273,0.7534626038781164,0.7654784240150094,0.7418181818181818
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,26,1,1.061635971069336,1.061635971069336,0.6830546711611776,0.6189555125725339,0.6129666011787819,0.6227544910179641,0.6034816247582205,0.5,0.4936058079838597,0.833917594813105,0.7717601547388782,0.7596741344195519,0.8021505376344086,0.7214700193423598
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,26,2,0.2860402464866638,0.2860402464866638,0.6974945983789652,0.6548757170172084,0.678539626001781,0.635,0.7284894837476099,0.5,0.5078419211063759,0.8213626343093421,0.7552581261950286,0.7561904761904762,0.7533206831119544,0.7590822179732314
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,26,3,0.4383293688297272,0.4383293688297272,0.7231409417464914,0.6697761194029851,0.6833631484794276,0.6563573883161512,0.7126865671641791,0.5,0.5609571872522273,0.8205439685898863,0.7546641791044776,0.742409402546523,0.7814432989690722,0.707089552238806
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,26,4,0.6479344367980957,0.6479344367980957,0.7174330566181489,0.6623505976095617,0.6743515850144092,0.6512059369202227,0.6992031872509961,0.5,0.5073096614640707,0.8266773543277091,0.7619521912350598,0.76266137040715,0.7603960396039604,0.7649402390438247
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,27,0,0.696567177772522,0.696567177772522,0.7152545454545456,0.6454545454545455,0.6733668341708543,0.6242236024844721,0.730909090909091,0.5,0.500467605771825,0.8314545454545454,0.7545454545454545,0.7504621072088724,0.7631578947368421,0.7381818181818182
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,27,1,0.5521886348724365,0.5521886348724365,0.6705831515700235,0.6266924564796905,0.6471663619744058,0.6135181975736569,0.6847195357833655,0.5,0.4929091398510316,0.83767756997108,0.7620889748549323,0.7489795918367347,0.7926565874730022,0.7098646034816247
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,27,2,0.3141694664955139,0.3141694664955139,0.6881884553374598,0.6481835564053537,0.6623853211009174,0.63668430335097,0.6902485659655831,0.5,0.5072384605153287,0.8229328517268736,0.7447418738049714,0.742526518804243,0.7490272373540856,0.7361376673040153
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,27,3,0.47398731112480164,0.47398731112480164,0.7122184088883938,0.6557835820895522,0.6605335786568537,0.6515426497277677,0.6697761194029851,0.5,0.48559833252801426,0.8152306332145243,0.7397388059701493,0.7240356083086054,0.7705263157894737,0.6828358208955224
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,27,4,0.3070339560508728,0.3070339560508728,0.700492849319852,0.6603585657370518,0.6827906976744186,0.6404886561954625,0.7310756972111554,0.5,0.5071674932078781,0.8254035650227775,0.7589641434262948,0.758,0.7610441767068273,0.7549800796812749
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,28,0,1.0638558864593506,1.0638558864593506,0.7172677685950413,0.6509090909090909,0.678391959798995,0.6288819875776398,0.7363636363636363,0.5,0.49576165877743,0.8258842975206612,0.7581818181818182,0.7581818181818182,0.7581818181818182,0.7581818181818182
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,28,1,0.898897111415863,0.898897111415863,0.6693242146141443,0.6305609284332688,0.6501831501831502,0.6173913043478261,0.6866537717601547,0.5,0.49358941798549666,0.8367160638859064,0.7591876208897486,0.7512487512487512,0.7768595041322314,0.7272727272727273
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,28,2,0.2965070903301239,0.2965070903301239,0.6902028669720579,0.6520076481835564,0.6778761061946903,0.6309719934102141,0.7323135755258127,0.5,0.507836934124186,0.8261884480256206,0.7428298279158699,0.7390882638215325,0.75,0.7284894837476099
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,28,3,0.5794810056686401,0.5794810056686401,0.7102761611717532,0.6576492537313433,0.6731967943009796,0.6439522998296422,0.7052238805970149,0.5,0.4847716837743512,0.8279788093116507,0.7555970149253731,0.746615087040619,0.7751004016064257,0.7201492537313433
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,28,4,0.9883914589881897,0.9883914589881897,0.7012725988476374,0.6633466135458167,0.6705653021442495,0.6564885496183206,0.6852589641434262,0.5,0.5067142067993525,0.835570070316344,0.7659362549800797,0.7642928786359077,0.7696969696969697,0.7589641434262948
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,29,0,0.5855828523635864,0.5855828523635864,0.7143140495867768,0.6227272727272727,0.6853677028051555,0.58777633289987,0.8218181818181818,0.5,0.5106329414939528,0.8281289256198348,0.7536363636363637,0.7506899724011039,0.7597765363128491,0.7418181818181818
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,29,1,0.6102202534675598,0.6102202534675598,0.6757330080923644,0.6402321083172147,0.6742556917688266,0.616,0.7446808510638298,0.5,0.4933742992959835,0.8367890186277775,0.7630560928433269,0.7522750252780587,0.788135593220339,0.7195357833655706
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,29,2,0.29088711738586426,0.29088711738586426,0.6815968325113607,0.6395793499043977,0.66784140969163,0.619281045751634,0.7246653919694073,0.5,0.5069288490514579,0.8308863045600283,0.7466539196940727,0.7429679922405431,0.7539370078740157,0.7323135755258127
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,29,3,0.40769079327583313,0.40769079327583313,0.7079753981955892,0.6464552238805971,0.673557278208441,0.6256,0.7294776119402985,0.5,0.48542064485004216,0.8249244681443529,0.7630597014925373,0.7538759689922481,0.7842741935483871,0.7257462686567164
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,29,4,0.25679492950439453,0.25679492950439453,0.6987845431024904,0.6304780876494024,0.6654643823264202,0.6079077429983526,0.7350597609561753,0.5,0.5072655414556404,0.8270662370438564,0.7649402390438247,0.7630522088353414,0.7692307692307693,0.7569721115537849
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,30,0,5.704753875732422,5.704753875732422,0.7046413223140495,0.6372727272727273,0.5786694825765576,0.690176322418136,0.49818181818181817,0.5,0.5011951046995134,0.8429123966942149,0.7681818181818182,0.7683923705722071,0.7676950998185118,0.769090909090909
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,30,1,4.283050537109375,4.283050537109375,0.6663031400469155,0.6015473887814313,0.528604118993135,0.6470588235294118,0.44680851063829785,0.5,0.493196991003677,0.8357844879512438,0.7562862669245648,0.7459677419354839,0.7789473684210526,0.7156673114119922
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,30,2,2.4819953441619873,2.4819953441619873,0.676630265895024,0.6204588910133844,0.6193672099712368,0.6211538461538462,0.6175908221797323,0.5,0.5076078552449929,0.8436162161964544,0.7590822179732314,0.7558139534883721,0.7662082514734774,0.745697896749522
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,30,3,-12.138822555541992,-12.138822555541992,0.7012645494542213,0.644589552238806,0.7348643006263048,0.586015538290788,0.9850746268656716,0.5,0.4861920404348309,0.8343102584094453,0.7611940298507462,0.751937984496124,0.782258064516129,0.7238805970149254
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,30,4,2.919588088989258,2.919588088989258,0.688445421501246,0.6344621513944223,0.6405484818805093,0.630057803468208,0.651394422310757,0.5,0.5071320148756757,0.8344034221679022,0.7669322709163346,0.7673956262425448,0.7658730158730159,0.7689243027888446
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,31,0,1.3480005264282227,1.3480005264282227,0.688895867768595,0.6236363636363637,0.6834862385321101,0.5897097625329816,0.8127272727272727,0.5,0.5039867389799302,0.8430016528925619,0.769090909090909,0.769090909090909,0.769090909090909,0.769090909090909
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,31,1,6.113903522491455,6.113903522491455,0.6590899737737056,0.5899419729206963,0.5361050328227571,0.6171284634760705,0.4738878143133462,0.5,0.49337758741842086,0.8349127723176037,0.758220502901354,0.7484909456740443,0.779874213836478,0.7195357833655706
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,31,2,1.4906041622161865,1.4906041622161865,0.6798109158443895,0.621414913957935,0.6550522648083623,0.6016,0.7189292543021033,0.5,0.5069464882054819,0.8366754530598219,0.7523900573613767,0.7468230694037146,0.764,0.7304015296367112
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,31,3,3.831690788269043,3.831690788269043,0.6957806582757853,0.625,0.620754716981132,0.6278625954198473,0.6138059701492538,0.5,0.4851510898584775,0.8306328664513254,0.7565298507462687,0.7448680351906158,0.7823408624229979,0.710820895522388
llama3.1_8b_chat,cities_10k,base,main,prompt_answer,31,4,1.5271179676055908,1.5271179676055908,0.692639799368264,0.6115537848605578,0.6620450606585788,0.5858895705521472,0.7609561752988048,0.5,0.5071638420765697,0.8255146743702481,0.7579681274900398,0.7547931382441978,0.7648261758691206,0.7450199203187251
llama3.1_8b_chat,cities_10k,base,main,prompt_only,0,0,-0.13435755670070648,-0.13435755670070648,0.5713557717555037,0.5576208178438662,0.5492424242424242,0.5598455598455598,0.5390334572490706,0.5,0.5070236829692092,0.6046696424869751,0.5901486988847584,0.5803996194100857,0.594541910331384,0.5669144981412639
llama3.1_8b_chat,cities_10k,base,main,prompt_only,0,1,-0.15767967700958252,-0.15767967700958252,0.5749872160128571,0.5502136752136753,0.5526036131774708,0.5496828752642706,0.5555555555555556,0.5,0.5092456209965877,0.5748502447220396,0.561965811965812,0.5533769063180828,0.5644444444444444,0.5427350427350427
llama3.1_8b_chat,cities_10k,base,main,prompt_only,0,2,-0.1914474368095398,-0.1914474368095398,0.5647871710773718,0.5515370705244123,0.6050955414012739,0.5405405405405406,0.6871609403254972,0.5,0.5553800754492622,0.6117772858221963,0.6003616636528029,0.6003616636528029,0.6003616636528029,0.6003616636528029
llama3.1_8b_chat,cities_10k,base,main,prompt_only,0,3,0.0009671701118350029,0.0009671701118350029,0.5660747641845912,0.558287795992714,0.4733984799131379,0.5860215053763441,0.3970856102003643,0.5,0.5201592692626964,0.6005852668040251,0.5801457194899818,0.5865470852017938,0.5777385159010601,0.5956284153005464
llama3.1_8b_chat,cities_10k,base,main,prompt_only,0,4,-0.16813582181930542,-0.16813582181930542,0.5774870562130178,0.5461538461538461,0.5390625,0.5476190476190477,0.5307692307692308,0.5,0.5448173438054859,0.5923002958579882,0.5855769230769231,0.5875598086124402,0.5847619047619048,0.5903846153846154
llama3.1_8b_chat,cities_10k,base,main,prompt_only,1,0,-0.24018093943595886,-0.24018093943595886,0.5780530948991861,0.5483271375464684,0.5508317929759704,0.5477941176470589,0.5539033457249071,0.5,0.5160588806405927,0.5700100883072372,0.570631970260223,0.5531914893617021,0.5766129032258065,0.5315985130111525
llama3.1_8b_chat,cities_10k,base,main,prompt_only,1,1,-0.2523443102836609,-0.2523443102836609,0.588823599240266,0.5587606837606838,0.5865865865865866,0.551789077212806,0.6260683760683761,0.5,0.5337259804285451,0.5773659507633867,0.5844017094017094,0.5739320920043811,0.5887640449438202,0.5598290598290598
llama3.1_8b_chat,cities_10k,base,main,prompt_only,1,2,-0.25991290807724,-0.25991290807724,0.5963035751073382,0.5714285714285714,0.5983050847457627,0.5629984051036683,0.6383363471971067,0.5,0.5334515209857639,0.5726057768084,0.5795660036166366,0.5776566757493188,0.5802919708029197,0.5750452079566004
